key,0,1,2,3,4
#,Name,AchievementKind,ShowComplete,HideCategory,Order
offset,0,4,6,6,5
int32,str,AchievementKind,bit&01,bit&02,byte
0,"",0,True,False,0
1,"整體",1,True,False,1
2,"迷宮探險",1,True,False,2
3,"討伐殲滅戰",1,True,False,3
4,"大型任務",1,True,False,4
5,"怪物狩獵",1,True,False,5
6,"尋寶",1,True,False,6
7,"整體",2,True,False,1
8,"排名",2,True,True,2
9,"競技場",2,True,False,3
10,"紛爭前線",2,True,False,4
11,"烈羽爭鋒",2,True,False,5
12,"整體",3,True,False,1
13,"戰鬥精英",3,True,False,2
14,"魔法導師",3,True,False,3
15,"能工巧匠",3,True,False,4
16,"大地使者",3,True,False,5
17,"評價",3,True,False,6
18,"金碟遊樂場",3,True,False,7
19,"整體",4,True,False,1
20,"貨幣",4,True,False,2
21,"分解",4,True,False,3
22,"收藏品",4,True,False,4
23,"魔晶石",4,True,False,5
24,"刻木匠",5,True,False,2
25,"鍛鐵匠",5,True,False,3
26,"鑄甲匠",5,True,False,4
27,"雕金匠",5,True,False,5
28,"製革匠",5,True,False,6
29,"裁衣匠",5,True,False,7
30,"鍊金術士",5,True,False,8
31,"烹調師",5,True,False,9
32,"採礦工",5,True,False,10
33,"園藝工",5,True,False,11
34,"捕魚人",5,True,False,12
35,"整體",8,True,False,1
36,"理符任務",8,True,False,2
37,"蠻族任務",8,True,False,3
38,"季節活動",8,True,True,4
39,"探索筆記",11,True,False,1
40,"拉諾西亞",11,True,False,2
41,"黑衣森林",11,True,False,3
42,"薩納蘭",11,True,False,4
43,"庫爾札斯",11,True,False,5
44,"摩杜納",11,True,False,6
45,"阿巴拉提亞",11,True,False,7
46,"龍堡",11,True,False,8
47,"基拉巴尼亞",11,True,False,9
48,"奧薩德",11,True,False,10
49,"副本任務",11,True,False,100
50,"整體",12,True,False,1
51,"黑渦團",12,True,False,2
52,"雙蛇黨",12,True,False,3
53,"恆輝隊",12,True,False,4
54,"戰鬥",13,True,False,1
55,"貨幣",13,True,False,2
56,"採集",13,True,False,3
57,"任務",13,True,False,4
58,"季節活動",13,True,False,5
59,"迷宮",13,True,False,6
60,"探索",13,True,False,7
61,"大國防聯軍",13,True,False,8
62,"上古武器",4,True,False,6
63,"黃道武器",4,True,False,7
64,"元靈武器",4,True,False,8
65,"深層迷宮聚魔裝備",4,True,False,9
66,"禁地兵裝",4,True,False,10
67,"諾弗蘭特",11,True,False,11
68,"義軍武器",4,True,False,11
69,"全職業共通",5,True,False,1
70,"天鋼工具",4,True,False,51
71,"特殊場景探索",1,True,False,7
