key,0,1
#,Priority,Name
offset,4,0
int32,byte,str
0,1,"角色扮演"
1,2,"升級"
2,3,"輕度遊戲"
3,4,"重度遊戲"
4,6,"公會令"
5,7,"討伐殲滅戰"
6,5,"迷宮探險"
7,8,"大型任務"
8,9,"玩家對戰"
9,0,""
10,0,""
11,0,""
12,0,""
13,0,""
14,0,""
15,0,""
16,51,"防護職業"
17,52,"治療職業"
18,53,"進攻職業"
19,54,"製作職業"
20,55,"採集職業"
21,0,""
22,0,""
23,0,""
24,0,""
25,0,""
26,0,""
27,0,""
28,0,""
29,0,""
30,0,""
31,0,""
32,101,"工作日"
33,101,"週末"
34,0,""
35,0,""
36,0,""
37,0,""
38,0,""
39,0,""
40,151,"入隊申請"
41,152,"臨時申請"
42,0,""
43,0,""
44,0,""
45,0,""
46,0,""
47,0,""
48,0,""
49,0,""
50,0,""
51,0,""
52,0,""
53,0,""
54,0,""
55,0,""
56,0,""
57,0,""
58,0,""
59,0,""
60,0,""
61,0,""
62,0,""
63,0,""
