key,0,1,2,3,4,5,6,7,8,9
#,MonsterNoteTarget[0],MonsterNoteTarget[1],MonsterNoteTarget[2],MonsterNoteTarget[3],Count[0],Count[1],Count[2],Count[3],Reward,Name
offset,8,10,12,14,16,17,18,19,4,0
int32,MonsterNoteTarget,MonsterNoteTarget,MonsterNoteTarget,MonsterNoteTarget,byte,byte,byte,byte,uint32,str
10001,1,0,0,0,3,0,0,0,75,"劍術師01"
10002,206,0,0,0,3,0,0,0,180,"劍術師02"
10003,208,0,0,0,3,0,0,0,360,"劍術師03"
10004,209,0,0,0,3,0,0,0,410,"劍術師04"
10005,211,0,0,0,3,0,0,0,530,"劍術師05"
10006,213,0,0,0,3,0,0,0,980,"劍術師06"
10007,210,0,0,0,3,0,0,0,1100,"劍術師07"
10008,217,0,0,0,3,0,0,0,1300,"劍術師08"
10009,220,0,0,0,3,0,0,0,1600,"劍術師09"
10010,223,224,0,0,3,3,0,0,1700,"劍術師10"
10011,228,229,0,0,3,3,0,0,2300,"劍術師11"
10012,227,0,0,0,3,0,0,0,3200,"劍術師12"
10013,230,0,0,0,3,0,0,0,4000,"劍術師13"
10014,232,0,0,0,3,0,0,0,4500,"劍術師14"
10015,234,0,0,0,3,0,0,0,5000,"劍術師15"
10016,235,0,0,0,3,0,0,0,5300,"劍術師16"
10017,237,0,0,0,3,0,0,0,5500,"劍術師17"
10018,240,0,0,0,3,0,0,0,5700,"劍術師18"
10019,238,0,0,0,3,0,0,0,5900,"劍術師19"
10020,242,244,0,0,3,3,0,0,6100,"劍術師20"
10021,32,137,0,0,4,3,0,0,6300,"劍術師21"
10022,245,0,0,0,4,0,0,0,6500,"劍術師22"
10023,138,0,0,0,4,0,0,0,6700,"劍術師23"
10024,34,0,0,0,4,0,0,0,6900,"劍術師24"
10025,150,0,0,0,4,0,0,0,7100,"劍術師25"
10026,252,0,0,0,4,0,0,0,7600,"劍術師26"
10027,255,0,0,0,4,0,0,0,8600,"劍術師27"
10028,158,0,0,0,4,0,0,0,9400,"劍術師28"
10029,161,0,0,0,4,0,0,0,9700,"劍術師29"
10030,37,38,0,0,4,3,0,0,10000,"劍術師30"
10031,165,42,0,0,4,3,0,0,11000,"劍術師31"
10032,39,166,0,0,4,3,0,0,12000,"劍術師32"
10033,265,0,0,0,4,0,0,0,12500,"劍術師33"
10034,171,0,0,0,4,0,0,0,13000,"劍術師34"
10035,64,0,0,0,4,0,0,0,13500,"劍術師35"
10036,271,0,0,0,4,0,0,0,14000,"劍術師36"
10037,294,0,0,0,4,0,0,0,14500,"劍術師37"
10038,176,0,0,0,4,0,0,0,15000,"劍術師38"
10039,301,0,0,0,4,0,0,0,16000,"劍術師39"
10040,306,66,0,0,4,3,0,0,16500,"劍術師40"
10041,67,72,0,0,5,2,0,0,17000,"劍術師41"
10042,179,184,0,0,5,2,0,0,17500,"劍術師42"
10043,73,187,0,0,5,2,0,0,18000,"劍術師43"
10044,319,0,0,0,5,0,0,0,18500,"劍術師44"
10045,311,0,0,0,5,0,0,0,19000,"劍術師45"
10046,313,0,0,0,3,0,0,0,19500,"劍術師46"
10047,280,0,0,0,5,0,0,0,20000,"劍術師47"
10048,200,0,0,0,5,0,0,0,20500,"劍術師48"
10049,290,0,0,0,5,0,0,0,21000,"劍術師49"
10050,332,90,0,0,5,5,0,0,21500,"劍術師50"
20001,207,0,0,0,4,0,0,0,75,"格鬥家01"
20002,206,0,0,0,4,0,0,0,180,"格鬥家02"
