key,0,1
#,Description,
offset,0,4
int32,str,bit&01
2000000,"",True
2000021,"橡子樂園的少女奧妮莉非常喜歡的髮飾。",True
2000024,"新人刻木匠忘記帶走的工具箱。",True
2000028,"園藝工所給的阿澤瑪玫瑰花。",True
2000029,"塔塔索薩所給的小型金具。",True
2000038,"一種特別製作的糖果，一閃一閃的好像火屬性水晶。",True
2000039,"一種特別製作的糖果，一閃一閃的好像風屬性水晶。",True
2000040,"一種特別製作的糖果，一閃一閃的好像土屬性水晶。",True
2000041,"氣體生物爆彈怪的拇指。",True
2000042,"南瓜製作的燈籠，據說是模仿傳說中的南瓜妖怪的外型製作的。",True
2000043,"氣體生物爆彈怪的拇指。",True
2000044,"一種手持煙花棒，能夠發出非常漂亮的火花。",True
2000045,"一種特別製作的糖果，一閃一閃的好像火屬性水晶。",True
2000046,"一種特別製作的糖果，一閃一閃的好像風屬性水晶。",True
2000047,"一種特別製作的糖果，一閃一閃的好像土屬性水晶。",True
2000048,"氣體生物爆彈怪的拇指。",True
2000049,"南瓜製作的燈籠，據說是模仿傳說中的南瓜妖怪的外型製作的。",True
2000050,"氣體生物爆彈怪的拇指。",True
2000051,"一種手持煙花棒，能夠發出非常漂亮的火花。",True
2000052,"一種特別製作的糖果，一閃一閃的好像火屬性水晶。",True
2000053,"一種特別製作的糖果，一閃一閃的好像風屬性水晶。",True
2000054,"一種特別製作的糖果，一閃一閃的好像土屬性水晶。",True
2000055,"氣體生物爆彈怪的拇指。",True
2000056,"南瓜製作的燈籠，據說是模仿傳說中的南瓜妖怪的外型製作的。",True
2000057,"氣體生物爆彈怪的拇指。",True
2000058,"一種手持煙花棒，能夠發出非常漂亮的火花。",True
2000061,"加比諾老爹在他的小屋裡所給的藥水。",True
2000062,"沙蚤的卵囊。",True
2000071,"變色龍的蛋。",True
2000074,"魔女咖啡館店主繆恩親手做的鰻魚派。",True
2000075,"裝有姆恩·圖伊豆的袋子。",True
2000076,"愛爾波特掉落的信。",True
2000077,"小口花的嫩葉。",True
2000079,"弓箭手公會的冒險者約恩娜所給的密封信。",True
2000080,"魔女咖啡館的冒險者塞萊斯汀所給的糧草袋。",True
2000081,"骨製的槍尖。",True
2000082,"以蜂蠟為基底的保革油。",True
2000083,"非常強韌結實的粗草繩。",True
2000084,"阿澤瑪玫瑰的果實。",True
2000085,"原產於近東地區的葉菜，特別適合用來當做陸行鳥的飼料。",True
2000092,"打倒小紅花得到的種子。",True
2000093,"打倒蛛蠍得到的新鮮粘液。",True
2000094,"浸泡了黃蜂的毒酒。",True
2000095,"小小的火種。",True
2000096,"名為「蕾亞」的陸行鳥的蛋。",True
2000097,"彎枝牧場的凱夏所給的密封信。",True
2000098,"打倒花甲蟲得到的緋紅色的蟲油。",True
2000099,"黃蜂群的屍骸。",True
2000100,"沒什麼味道的小麥酒。",True
2000101,"阿澤瑪玫瑰提取的精油。",True
2000102,"用於槍術師試煉的卵石。",True
