key,0,1,2
#,,,
offset,0,6,4
int32,str,bit&01,uint16
0,"",False,0
1,"第1關：新手教學",False,349
2,"第2關：到處都是巧兒鳥",False,349
3,"第3關：萬事開頭難",False,349
4,"第4關：小小巨獸",True,350
5,"第5關：蠻族叛亂",False,349
6,"第6關：恐怖的墓園",True,351
7,"第7關：勁敵共鬥",False,349
8,"第8關：光暗之界乃拂曉",False,349
9,"第9關：銅山爆破",True,352
10,"第10關：蔓德拉之子",False,349
11,"第11關：女王陛下萬歲！",False,349
12,"第12關：打磚塊",True,353
13,"第13關：首席機械師",False,349
14,"第14關：硬如堅果",False,349
15,"第15關：小小鬪神討伐戰",True,354
16,"第16關：陸行鳥大進軍",False,349
17,"第17關：披雪小冰壁",False,349
18,"第18關：小怪物狩獵",False,349
19,"第19關：小橋上的決鬥",True,355
20,"第20關：願水晶給予你指引",False,349
21,"第21關：賢者的試煉",False,349
22,"第22關：暗淡的世界",False,349
23,"第23關：巴哈姆特小迷宮邂逅之章",True,356
24,"第24關：巴哈姆特小迷宮真源之章",True,357
25,"",False,349
26,"",False,349
27,"",False,349
28,"",False,349
29,"",False,349
30,"",False,349
31,"",False,349
32,"",False,349
33,"",False,349
