key,0,1,2,3,4
#,Group,Key,LookupTable,Text,GroupTitle
offset,12,14,8,0,4
int32,uint16,uint16,str,str,str
100,1,0,"@","【語言】","コトバ."
101,1,1,"","請使用定型文翻譯系統。","テイケイブンジショヲツカッテクダサイ。"
102,1,10,"","日語","ニホンゴ"
103,1,11,"","英語","エイゴ"
104,1,12,"","法語","フランスゴ"
105,1,13,"","德語","ドイツゴ"
106,1,31,"","你會說日語嗎？","ニホンゴハハナセマスカ?"
107,1,32,"","你會說英語嗎？","エイゴハハナセマスカ?"
108,1,33,"","你會說法語嗎？","フランスゴハハナセマスカ?"
109,1,34,"","你會說德語嗎？","ドイツゴハハナセマスカ?"
110,1,41,"","我不會說英語。","ワタシハエイゴガハナセマセン。"
111,1,40,"","我不會說日語。","ワタシハニホンゴガハナセマセン。"
112,1,42,"","我不會說法語。","ワタシハフランスゴガハナセマセン。"
113,1,43,"","我不會說德語。","ワタシハドイツゴガハナセマセン。"
114,1,20,"","請聽著。","キイテクダサイ。"
115,1,21,"","能聽見嗎？","キコエテイマスカ?"
116,1,22,"","我會說一點。","スコシハナセマス。"
117,1,23,"","我能看懂一點。","スコシナラリカイデキマス。"
118,1,24,"","請用簡單的詞匯。","カンタンナタンゴデハナシテクダサイ。"
119,1,25,"","請不要使用省略語。","ショウリャクケイデハナクフルスペルデオネガイシマス。"
120,1,26,"","請稍等，我需要些時間來回覆。","ヘンジスルノデチョットマッテクダサイ。"
121,1,30,"","你的母語是什麼？","ボコクゴハナンデスカ?"
200,2,0,"@","【問候語】","アイサツ."
201,2,1,"","很高興見到你。","ハジメマシテ。"
202,2,2,"","早上好！","オハヨウ。"
203,2,3,"","你好！","コンニチハ。"
204,2,4,"","晚上好！","コンバンハ。"
205,2,5,"","晚安！","オヤスミナサイ。"
206,2,6,"","再會。","サヨウナラ。"
207,2,7,"","今天很高興。","キョウハタノシカッタデス。"
208,2,8,"","回頭見！","マタアイマショウ!"
209,2,9,"","有時間再一起玩！","マタアソビマショウ。"
210,2,10,"","我回來了！","タダイマ。"
211,2,11,"","歡迎回來。","オカエリ。"
212,2,12,"","恭喜！","オメデトウ!"
213,2,13,"","幹得好！","ヨクヤッタ!"
214,2,14,"","加油！","ガンバッテ!"
215,2,15,"","太好了！","ヤッター!"
216,2,16,"","謝謝你。","アリガトウ。"
217,2,17,"","不客氣。","ドウイタシマシテ。"
218,2,18,"","多保重。","キヲツケテクダサイ。"
219,2,19,"","對不起。","ゴメンナサイ。"
220,2,20,"","請原諒我。","ユルシテクダサイ。"
221,2,21,"","很遺憾。","ザンネンデス。"
222,2,22,"","打擾一下……","チョットイイデスカ?"
223,2,23,"","祝你旅途愉快。","ソレデハヨイタビヲ。"
224,2,24,"","我是第一次來這裡。","ココニクルノハハジメテデス。"
225,2,25,"","我很期待！","タノシミデス!"
226,2,26,"","打得好！辛苦了！","オツカレサマデシタ。"
227,2,27,"","請多關照！","ヨロシクオネガイシマス!"
228,2,28,"","我得走了，非常感謝各位。","アリガトウゴザイマシタ。コレデシツレイシマス。"
229,2,29,"","我們玩得輕鬆點吧！","キラクニヤリマショウ!"
230,2,31,"","我會盡力的！","ガンバリマス!"
231,2,30,"","一起加油吧！","イッショニガンバリマショウ!"
232,2,32,"","好好期待吧！","タノシミマショウ!"
233,2,33,"","冷靜一點吧！","オチツイテイキマショウ!"
300,3,0,"@","【提問】","シツモン."
301,3,1,"","誰？","ダレデスカ?"
302,3,2,"","哪個？","ドチラデスカ?"
303,3,3,"","怎樣？","ドウスレバイイデスカ?"
304,3,4,"","什麼？","ナンデスカ?"
305,3,5,"","什麼時候？","イツデスカ?"
306,3,6,"","多少？","イクツデスカ?"
307,3,7,"","在哪？","ドコデスカ?"
308,3,8,"","為什麼？","ナゼデスカ?"
309,3,9,"","怎麼了？","ドウシテデスカ?"
310,3,10,"","我們要去哪？","ドコニイキマスカ?"
311,3,11,"","你可以嗎？","デキマスカ?"
312,3,12,"","需要幫忙嗎？","タスケハイリマスカ?"
313,3,13,"","我們做什麼任務？","ドノコンテンツヲヤリマスカ?"
314,3,14,"","你能做什麼任務？","ドノコンテンツナラデキマスカ?"
315,3,15,"","你有嗎？","モッテイマスカ?"
316,3,16,"","現在你在使用什麼武器？","イマドンナブキヲモッテイマスカ?"
317,3,17,"","你還能使用其他什麼職業？","ホカニドノクラスガデキマスカ?"
318,3,18,"","你還能擔任其他什麼職能？","ホカニドノロールガデキマスカ?"
319,3,19,"","你設定好了嗎？","セットシテイマスカ?"
320,3,20,"","用什麼戰術？","ドンナセンジュツデイキマスカ?"
321,3,21,"","我能加你為好友嗎？","フレンドニナッテクレマセンカ?"
322,3,22,"","能休息下嗎？","キュウケイシマセンカ?"
323,3,23,"","稍微修理一下吧？","シュウリシマショウカ?"
324,3,24,"","能幫我修理一下嗎？","シュウリシテクレマセンカ?"
325,3,25,"","需要我幫你鑲嵌魔晶石嗎？","マテリアソウチャクシマショウカ?"
326,3,26,"","能幫我鑲嵌下魔晶石嗎？","マテリアソウチャクシテクレマセンカ?"
327,3,27,"","你要加入我的小隊嗎？","パーティニハイリマセンカ?"
328,3,28,"","能把我加入你的小隊嗎？","パーティニイレテクレマセンカ?"
329,3,29,"","我們把小隊解散了怎麼樣？","パーティヲカイサンシマスカ?"
330,3,30,"","來加入我們的通訊貝嗎？","リンクシェルニハイリマセンカ?"
331,3,31,"","能讓我加入通訊貝嗎？","リンクシェルニイレテクレマセンカ?"
332,3,32,"","來加入我們的部隊嗎？","フリーカンパニーニハイリマセンカ?"
333,3,33,"","能讓我加入部隊嗎？","フリーカンパニーニイレテクレマセンカ?"
334,3,34,"","你在幹什麼？","ナニヲシテイマスカ?"
335,3,35,"","來進行卡片對局嗎？","カードタイセンシマセンカ?"
336,3,36,"","我們改變一下規則好嗎？","ルールヲカエマセンカ?"
337,3,37,"","來進行大賽對局嗎？","タイカイノタイセンヲシマセンカ?"
338,3,38,"","魔力夠用嗎？","MPハダイジョウブデスカ?"
339,3,39,"","有什麼不明白的地方嗎？","ワカラナイコトハアリマスカ?"
340,3,40,"","看到了嗎？","ミマシタカ?"
341,3,41,"","知道怎麼打嗎？","コウリャクホウホウハワカリマスカ?"
342,3,42,"","能說說打法嗎？","サクセンヲタテマセンカ?"
343,3,43,"","要來共同騎乘嗎？","アイノリシマセンカ?"
344,3,44,"","能讓我共同騎乘嗎？","アイノリサセテクレマセンカ?"
400,4,0,"@","【回答】","コタエ."
401,4,1,"","我不知道。","ワカリマセン。"
402,4,2,"","不，謝了。","イリマセン。"
403,4,3,"","好的，拜託了。","ハイ。オネガイシマス。"
404,4,4,"","拜託您了。","オネガイシマス。"
405,4,5,"","明白。","ワカリマシタ。"
406,4,6,"","抱歉，我現在很忙。","イマイソガシイノデ、アトニシテクダサイ。"
407,4,7,"","我現在想獨自一人活動。","イマハヒトリデコウドウシタインデス。"
408,4,8,"","我不知道該怎麼回答這個問題。","コタエタイケドヒョウゲンガワカリマセン。"
409,4,9,"","原來如此。","ナルホド。"
410,4,10,"","謝謝你的提案，不過還是算了。","セッカクダケドエンリョシマス。"
411,4,11,"","聽起來有意思。","ヘェー。"
412,4,12,"","嗯……","エーット・・・"
413,4,13,"","啊？！","エッ!?"
414,4,14,"","真的？","ホントウニ?"
415,4,15,"","唔。","ムムム。"
416,4,16,"","一會還有別的事。","モウスグベツノヨテイガアルンデス。"
417,4,17,"","再來一局。","サイセンヲキボウシマス。"
418,4,18,"","結束對局吧。","タイセンヲオワリニシマショウ。"
