key,0,1,2,3,4,5
#,Name,Icon,CastTime,Animation[0],Animation[1],Animation[2]
offset,0,4,12,6,8,10
int32,str,Image,byte,ActionTimeline,ActionTimeline,ActionTimeline
0,"",1,0,0,0,0
1,"實行",61103,2,80,81,82
2,"實行",61103,2,80,81,82
3,"實行",61103,5,80,81,82
4,"實行",61103,10,80,81,82
5,"實行",61103,15,80,81,82
6,"實行",61103,2,80,81,82
7,"實行",61103,5,80,81,82
8,"實行",61103,10,80,81,82
9,"實行",61103,15,80,81,82
10,"等待",61104,2,175,176,177
11,"等待",61104,2,175,176,177
12,"等待",61104,5,175,176,177
13,"等待",61104,10,175,176,177
14,"實行",61103,2,80,81,82
15,"實行",61103,2,80,81,82
16,"實行",61103,5,80,81,82
17,"實行",61103,10,80,81,82
18,"實行",61103,2,80,81,82
19,"共鳴",61105,5,169,170,171
20,"實行",61103,1,80,81,82
21,"實行",61103,2,80,81,82
22,"實行",61103,5,80,81,82
23,"實行",61103,1,172,173,174
24,"實行",61103,2,172,173,174
25,"實行",61103,5,172,173,174
26,"救助",61103,2,184,185,186
27,"警笛",61104,2,178,179,180
28,"監視",61104,10,175,176,177
29,"記錄",61103,1,172,173,174
30,"口哨",61103,2,178,179,180
31,"實行",61103,2,181,182,183
32,"實行",61103,5,181,182,183
33,"實行",61103,10,181,182,183
34,"救助",61103,2,184,185,186
35,"救助",61103,5,184,185,186
36,"救助",61103,10,184,185,186
37,"實行",61103,2,178,179,180
38,"救助",61103,2,172,173,174
39,"救助",61103,5,172,173,174
40,"救助",61103,10,172,173,174
41,"實行",61104,10,175,176,177
42,"鬆綁",61103,10,181,182,183
43,"實行",61103,10,172,173,174
44,"實行",61103,10,184,185,186
45,"實行",61103,2,172,173,174
46,"實行",61103,5,172,173,174
47,"實行",61103,10,172,173,174
48,"搗蛋",61103,5,181,182,183
49,"關閉閥門",61103,5,181,182,183
50,"張望",61104,5,175,176,177
51,"打開閥門",61103,5,181,182,183
52,"實行",61103,1,80,81,82
53,"實行",61103,2,181,182,183
54,"實行",61103,5,181,182,183
55,"實行",61103,10,181,182,183
56,"監視",61104,5,175,176,177
57,"佔領",61103,2,172,173,174
58,"佔領",61103,5,172,173,174
59,"佔領",61103,10,172,173,174
60,"共鳴",61103,5,172,173,174
61,"實行",61103,2,0,0,0
62,"實行",61103,8,80,81,82
63,"實行",61103,5,0,0,0
64,"實行",61103,0,0,0,0
65,"取得青磷水",61103,3,80,81,82
66,"佔領",61103,5,172,173,174
67,"搭乘",61103,2,172,173,174
68,"張望",61103,2,175,176,177
69,"實行",61103,1,172,173,174
70,"剝取",61103,5,181,182,183
71,"召喚",61103,2,172,173,174
72,"照看",61103,5,184,185,186
73,"治療魔法",61173,5,0,5704,5705
74,"拾取",61103,3,80,81,82
75,"物資回收",61103,4,80,81,82
76,"物資加工",61103,7,0,7347,151
77,"資材組裝",61103,10,0,7346,151
78,"資材投入",61103,10,172,173,174
79,"契約",61103,6,80,81,82
80,"丟棄",61103,3,0,4189,150
81,"粉碎",61103,10,0,7364,151
82,"投入",61103,7,0,7365,151
83,"清掃",61103,10,0,7366,151
84,"物資回收",61103,4,184,185,186
85,"修復",61103,10,0,7399,151
86,"觸碰石像",61103,2,172,173,174
87,"施工",61103,10,0,7394,151
88,"資材投入",61103,7,181,182,183
89,"物資回收",61103,10,80,81,82
90,"縫製",61103,10,0,7421,150
91,"搬運",61103,3,80,81,82
92,"裝入",61103,2,0,4189,150
93,"確認",61103,5,80,81,82
94,"騎乘",61103,2,172,173,174
95,"交出",61103,3,0,4189,150
96,"設置炸藥",61103,5,181,182,183
97,"開動",61103,9,0,8436,0
98,"開動",61103,3,0,8436,0
99,"燃料注入",61103,3,0,208,150
100,"感知",61103,5,0,155,0
101,"讓其掉落",61103,5,172,173,174
102,"分享乙太",61103,5,172,173,174
103,"指笛",61103,3,178,179,180
104,"救助",61103,5,181,182,183
