key,0,1,2,3,4
#,Type,,,,Text
offset,6,7,4,8,0
int32,HWDInfoBoardArticleType,byte,uint16,bit&01,str
0,0,0,0,False,""
1,0,0,0,False,""
2,0,0,0,False,""
3,0,0,0,False,""
4,0,0,0,False,""
5,1,0,0,True,""
6,1,0,0,True,""
7,1,0,0,True,""
8,1,0,0,True,""
9,1,0,0,True,""
10,1,0,0,True,""
11,1,0,0,True,""
12,2,1,1,True,"<hex:020968E802FF2B>無名眾人廣場：第一次整備計劃<hex:FF38>第1階段　無名眾人廣場：第一次整備計劃<hex:03>"
13,2,1,2,False,"<hex:020956E802FF22>請來參加聯合重建工程！<hex:FF2F>第2階段　請來參加聯合重建工程！<hex:03>"
14,2,4,3,True,"<hex:020968E802FF2B>無名眾人廣場：第二次整備計劃<hex:FF38>第3階段　無名眾人廣場：第二次整備計劃<hex:03>"
15,2,4,4,False,"<hex:020956E802FF22>再次參加聯合重建工程！<hex:FF2F>第4階段　再次參加聯合重建工程！<hex:03>"
16,2,7,5,True,"<hex:020968E802FF2B>無名眾人廣場：第三次整備計劃<hex:FF38>第5階段　無名眾人廣場：第三次整備計劃<hex:03>"
17,2,7,6,False,"<hex:020956E802FF22>請協助莉茲貝絲的計劃！<hex:FF2F>第6階段　請協助莉茲貝絲的計劃！<hex:03>"
18,2,10,7,True,"<hex:020956E802FF22>無名眾人廣場：整備完成<hex:FF2F>第7階段　無名眾人廣場：整備完成<hex:03>"
19,3,1,2,True,"關於交納製品"
20,3,1,3,True,"關於聯合重建工程"
21,3,1,1,True,"什麼是「重建伊修加德」"
22,1,0,0,True,""
23,1,0,0,True,""
24,1,0,0,True,""
25,1,0,0,True,""
26,2,11,1,True,"<hex:02094AE802FF1C>十字鎬大街整備計劃<hex:FF29>第1階段　十字鎬大街整備計劃<hex:03>"
27,2,11,2,False,"<hex:020962E802FF28>重建工程邁出了嶄新的一步！<hex:FF35>第2階段　重建工程邁出了嶄新的一步！<hex:03>"
28,2,14,3,False,"<hex:020980E802FF37>十字鎬大街的聯合重建工程正在進行中！<hex:FF44>第3階段　十字鎬大街的聯合重建工程正在進行中！<hex:03>"
29,2,16,4,False,"<hex:02097AE802FF34>拜託各位工匠對十字鎬大街進行整備！<hex:FF41>第4階段　拜託各位工匠對十字鎬大街進行整備！<hex:03>"
30,2,19,5,False,"<hex:020968E802FF2B>參加聯合重建工程建造噴泉啦！<hex:FF38>第5階段　參加聯合重建工程建造噴泉啦！<hex:03>"
31,2,21,6,True,"<hex:020950E802FF1F>聖羅埃勒廣場整備計劃<hex:FF2C>第6階段　聖羅埃勒廣場整備計劃<hex:03>"
32,2,21,7,False,"<hex:020956E802FF22>開始著手建設新的道路！<hex:FF2F>第7階段　開始著手建設新的道路！<hex:03>"
33,2,24,8,False,"<hex:02098CE802FF3D>我一直在觀賞著各位工匠作業時華麗的樣子。<hex:FF4A>第8階段　我一直在觀賞著各位工匠作業時華麗的樣子。<hex:03>"
34,2,26,9,False,"<hex:02094AE802FF1C>招人！鋪裝作業員！<hex:FF29>第9階段　招人！鋪裝作業員！<hex:03>"
