key,0,1,2,3,4,5,6,7,8,9,10
#,,,,,,OutputType,BalloonTime,IsBalloonSlow,BattleTalkTime,,Text
offset,8,12,15,15,15,13,4,15,15,14,0
int32,uint32,byte,bit&01,bit&02,bit&04,byte,single,bit&08,bit&10,byte,str
0,0,2,False,False,False,1,1,False,False,1,"0"
1,0,2,False,False,False,3,1,False,False,1,"NpcYellテストテキスト[1]"
2,0,2,False,False,False,3,5,False,False,1,"快！誰來幫個忙！"
3,0,2,False,False,False,3,5,False,False,1,"小心！魔物過來了！"
4,0,2,False,False,False,3,5,False,False,1,"小魔精要出來了！不要放跑它們！"
5,0,2,False,False,False,3,5,False,False,1,"該死！數量太多了！"
6,0,2,False,False,False,3,5,False,False,1,"魔物已經衝到那裡了！"
7,0,2,False,False,False,3,5,False,False,1,"妖精族要過來了！注意警戒！"
8,0,2,False,False,False,3,5,False,False,1,"魔物的數量增加了！大家小心！"
9,0,2,False,False,False,3,5,False,False,1,"這裡的治安就交給我們維護！"
10,0,2,False,False,False,3,5,False,False,1,"不要讓盜賊們給看扁了！"
11,0,2,False,False,False,3,5,False,False,1,"奧猴衝向豆子去了！"
12,0,2,False,False,False,3,5,False,False,1,"鳥人族攻過來了！"
13,0,2,False,False,False,3,5,False,False,1,"那是……席茲？！"
14,0,2,False,False,False,3,5,False,False,1,"竟然又來了？！我們必須保護好樹苗！"
15,0,2,False,False,False,3,5,False,False,1,"魔物們現在很亂！要小心！"
16,0,2,False,False,False,3,5,False,False,1,"該死……得換個戰術了！"
17,0,2,False,False,False,3,5,False,False,1,"破碎金龜！把他們都幹掉！"
18,0,2,False,False,False,3,5,False,False,1,"有人能來協助我們一下嗎？"
19,0,2,False,False,False,3,5,False,False,1,"誰能來幫幫我！"
20,0,2,False,False,False,3,5,False,False,1,"什麼？巨像兵竟然這麼……"
21,0,2,False,False,False,3,5,False,False,1,"可惡的小魔精！竟然還來！"
22,0,2,False,False,False,3,5,False,False,1,"我們養的花又被吃了……"
23,0,2,False,False,False,3,5,False,False,1,"鳥人族過來了！準備迎擊！"
24,0,2,False,False,False,3,5,False,False,1,"誰！誰能來幫幫我！"
25,0,2,False,False,False,3,5,False,False,1,"好！出擊！"
26,0,2,False,False,False,2,5,False,False,1,"唔哦！"
27,0,2,False,False,False,2,5,False,False,1,"哈啊！"
28,0,2,False,False,False,2,5,False,False,1,"嘿！"
29,0,2,False,False,False,2,5,False,False,1,"嗨！"
30,0,2,False,False,False,2,5,False,False,1,"還沒完呢！"
31,0,2,False,False,False,2,5,False,False,1,"混蛋！"
32,0,2,False,False,False,2,5,False,False,1,"喝呀！"
33,0,2,False,False,False,2,5,False,False,1,"才這點程度！"
34,0,2,False,False,False,2,5,False,False,1,"呀哈！"
35,0,2,False,False,False,2,5,False,False,1,"噢噢噢噢！"
36,0,2,False,False,False,2,5,False,False,1,"滾開！"
37,0,2,False,False,False,2,5,False,False,1,"宰了你！"
38,0,2,False,False,False,2,5,False,False,1,"那就陪你玩玩。"
39,0,2,False,False,False,2,5,False,False,1,"你想當我的對手？"
40,0,2,False,False,False,2,3,False,False,1,"跪下！"
41,0,2,False,False,False,2,3,False,False,1,"再叫點好聽的！"
42,0,2,False,False,False,2,3,False,False,1,"不用客氣。"
43,0,2,False,False,False,2,5,False,False,1,"別太狂了！"
44,0,2,False,False,False,2,5,False,False,1,"不來點刺激的嗎！"
45,0,2,False,False,False,2,3,False,False,1,"跳吧！"
46,0,2,False,False,False,2,3,False,False,1,"你想要這個？"
47,0,2,False,False,False,2,3,False,False,1,"哎哎！"
48,0,2,False,False,False,2,5,False,False,1,"想來報仇嗎？"
49,0,2,False,False,False,2,5,False,False,1,"你、你給我記著！"
50,0,2,False,False,False,2,5,False,False,1,"哈哈哈哈，真過癮！"
51,0,2,False,False,False,2,5,False,False,1,"嗚……饒了我吧……"
52,0,2,False,False,False,2,3,False,False,1,"你、嗝、算哪根蔥？"
53,0,2,False,False,False,2,3,False,False,1,"你這混、嗝、蛋！"
54,0,2,False,False,False,2,5,False,False,1,"準備好了呼啾！"
55,0,2,False,False,False,2,5,False,False,1,"我們上吧呼啾！"
56,0,2,False,False,False,2,5,False,False,1,"好好教訓他們呼啾！"
57,0,2,False,False,False,2,5,False,False,1,"我絕對不會枯萎呼啾！"
58,0,2,False,False,False,3,5,False,False,1,"就沒有對自己的身手有自信的人嗎？"
59,0,2,False,False,False,3,5,False,False,1,"你們這些傢伙……絕對不會讓你們活著出去！"
