key,0,1
#,,
offset,4,0
int32,uint32,str
0,0,""
1,4,"科瑞爾山的最高處有一隻小陸行鳥動彈不得。<hex:02100103>躲避炸彈，救出小陸行鳥！"
2,4,"科瑞爾山的最高處有一隻小陸行鳥動彈不得。<hex:02100103>躲避炸彈，救出小陸行鳥！"
3,4,"科瑞爾山的最高處有一隻小陸行鳥動彈不得。<hex:02100103>躲避炸彈，救出小陸行鳥！"
4,4,"科瑞爾山的最高處有一隻小陸行鳥動彈不得。<hex:02100103>躲避炸彈，救出小陸行鳥！"
5,4,"科瑞爾山的最高處有一隻小陸行鳥動彈不得。<hex:02100103>躲避炸彈，救出小陸行鳥！"
6,4,"科瑞爾山的最高處有一隻小陸行鳥動彈不得。<hex:02100103>躲避炸彈，救出小陸行鳥！"
7,4,"科瑞爾山的最高處有一隻小陸行鳥動彈不得。<hex:02100103>躲避炸彈，救出小陸行鳥！"
8,4,"巨人柱的最高處有一隻小陸行鳥動彈不得。<hex:02100103>躲避炸彈，救出小陸行鳥！"
9,4,"巨人柱的最高處有一隻小陸行鳥動彈不得。<hex:02100103>躲避炸彈，救出小陸行鳥！"
10,4,"巨人柱的最高處有一隻小陸行鳥動彈不得。<hex:02100103>躲避炸彈，救出小陸行鳥！"
11,4,"巨人柱的最高處有一隻小陸行鳥動彈不得。<hex:02100103>躲避炸彈，救出小陸行鳥！"
12,4,"巨人柱的最高處有一隻小陸行鳥動彈不得。<hex:02100103>躲避炸彈，救出小陸行鳥！"
13,4,"巨人柱的最高處有一隻小陸行鳥動彈不得。<hex:02100103>躲避炸彈，救出小陸行鳥！"
14,4,"巨人柱的最高處有一隻小陸行鳥動彈不得。<hex:02100103>躲避炸彈，救出小陸行鳥！"
