key,0,1
#,Name,Requirement
offset,0,4
int32,str,int16
30001,"探索委託：平地1級",0
30002,"探索委託：平地2級",0
30003,"探索委託：平地3級",0
30004,"探索委託：平地4級",0
30005,"探索委託：平地5級",0
30006,"探索委託：平地6級",0
30007,"探索委託：平地7級",0
30008,"探索委託：平地8級",0
30009,"探索委託：平地9級",0
30010,"探索委託：平地10級",0
30011,"探索委託：平地11級",50
30012,"探索委託：平地12級",60
30013,"探索委託：平地13級",70
30014,"探索委託：山嶽1級",0
30015,"探索委託：山嶽2級",0
30016,"探索委託：山嶽3級",0
30017,"探索委託：山嶽4級",0
30018,"探索委託：山嶽5級",0
30019,"探索委託：山嶽6級",0
30020,"探索委託：山嶽7級",0
30021,"探索委託：山嶽8級",0
30022,"探索委託：山嶽9級",0
30023,"探索委託：山嶽10級",0
30024,"探索委託：山嶽11級",50
30025,"探索委託：山嶽12級",60
30026,"探索委託：山嶽13級",70
30027,"探索委託：森林1級",0
30028,"探索委託：森林2級",0
30029,"探索委託：森林3級",0
30030,"探索委託：森林4級",0
30031,"探索委託：森林5級",0
30032,"探索委託：森林6級",0
30033,"探索委託：森林7級",0
30034,"探索委託：森林8級",0
30035,"探索委託：森林9級",0
30036,"探索委託：森林10級",0
30037,"探索委託：森林11級",50
30038,"探索委託：森林12級",60
30039,"探索委託：森林13級",70
30040,"探索委託：水岸1級",0
30041,"探索委託：水岸2級",0
30042,"探索委託：水岸3級",0
30043,"探索委託：水岸4級",0
30044,"探索委託：水岸5級",0
30045,"探索委託：水岸6級",0
30046,"探索委託：水岸7級",0
30047,"探索委託：水岸8級",0
30048,"探索委託：水岸9級",0
30049,"探索委託：水岸10級",0
30050,"探索委託：水岸11級",50
30051,"探索委託：水岸12級",60
30052,"探索委託：水岸13級",70
30053,"自由探索委託",0
30054,"探索委託：平地14級",80
30055,"探索委託：山嶽14級",80
30056,"探索委託：森林14級",80
30057,"探索委託：水岸14級",80
30058,"探索委託：平地15級",90
30059,"探索委託：山嶽15級",90
30060,"探索委託：森林15級",90
30061,"探索委託：水岸15級",90
30062,"探索委託：平地16級",100
30063,"探索委託：山嶽16級",100
30064,"探索委託：森林16級",100
30065,"探索委託：水岸16級",100
30066,"探索委託：平地17級",110
30067,"探索委託：山嶽17級",110
30068,"探索委託：森林17級",110
30069,"探索委託：水岸17級",110
30070,"探索委託：平地18級",120
30071,"探索委託：山嶽18級",120
30072,"探索委託：森林18級",120
30073,"探索委託：水岸18級",120
30074,"探索委託：平地19級",130
30075,"探索委託：山嶽19級",130
30076,"探索委託：森林19級",130
30077,"探索委託：水岸19級",130
30078,"探索委託：平地20級",140
30079,"探索委託：山嶽20級",140
30080,"探索委託：森林20級",140
30081,"探索委託：水岸20級",140
30082,"探索委託：平地21級",150
30083,"探索委託：山嶽21級",150
30084,"探索委託：森林21級",150
30085,"探索委託：水岸21級",150
30086,"探索委託：平地22級",160
30087,"探索委託：山嶽22級",160
30088,"探索委託：森林22級",160
30089,"探索委託：水岸22級",160
30090,"探索委託：平地23級",170
30091,"探索委託：山嶽23級",170
30092,"探索委託：森林23級",170
30093,"探索委託：水岸23級",170
30094,"探索委託：平地24級",180
30095,"探索委託：山嶽24級",180
30096,"探索委託：森林24級",180
30097,"探索委託：水岸24級",180
30098,"探索委託：平地25級",190
30099,"探索委託：山嶽25級",190
30100,"探索委託：森林25級",190
30101,"探索委託：水岸25級",190
