key,0,1,2,3,4,5
#,,,,,,
offset,0,4,8,12,16,20
int32,str,str,str,str,str,str
0,"碧海幼狼","密林幼狼","黃沙幼狼","碧海幼狼","密林幼狼","黃沙幼狼"
1,"碧海幼狼","密林幼狼","黃沙幼狼","碧海幼狼","密林幼狼","黃沙幼狼"
2,"碧海幼狼","密林幼狼","黃沙幼狼","碧海幼狼","密林幼狼","黃沙幼狼"
3,"碧海幼狼","密林幼狼","黃沙幼狼","碧海幼狼","密林幼狼","黃沙幼狼"
4,"碧海幼狼","密林幼狼","黃沙幼狼","碧海幼狼","密林幼狼","黃沙幼狼"
5,"碧海幼狼","密林幼狼","黃沙幼狼","碧海幼狼","密林幼狼","黃沙幼狼"
6,"碧海幼狼","密林幼狼","黃沙幼狼","碧海幼狼","密林幼狼","黃沙幼狼"
7,"碧海幼狼","密林幼狼","黃沙幼狼","碧海幼狼","密林幼狼","黃沙幼狼"
8,"碧海幼狼","密林幼狼","黃沙幼狼","碧海幼狼","密林幼狼","黃沙幼狼"
9,"碧海幼狼","密林幼狼","黃沙幼狼","碧海幼狼","密林幼狼","黃沙幼狼"
10,"碧海吼狼","密林吼狼","黃沙吼狼","碧海吼狼","密林吼狼","黃沙吼狼"
11,"碧海吼狼","密林吼狼","黃沙吼狼","碧海吼狼","密林吼狼","黃沙吼狼"
12,"碧海吼狼","密林吼狼","黃沙吼狼","碧海吼狼","密林吼狼","黃沙吼狼"
13,"碧海吼狼","密林吼狼","黃沙吼狼","碧海吼狼","密林吼狼","黃沙吼狼"
14,"碧海吼狼","密林吼狼","黃沙吼狼","碧海吼狼","密林吼狼","黃沙吼狼"
15,"碧海吼狼","密林吼狼","黃沙吼狼","碧海吼狼","密林吼狼","黃沙吼狼"
16,"碧海吼狼","密林吼狼","黃沙吼狼","碧海吼狼","密林吼狼","黃沙吼狼"
17,"碧海吼狼","密林吼狼","黃沙吼狼","碧海吼狼","密林吼狼","黃沙吼狼"
18,"碧海吼狼","密林吼狼","黃沙吼狼","碧海吼狼","密林吼狼","黃沙吼狼"
19,"碧海吼狼","密林吼狼","黃沙吼狼","碧海吼狼","密林吼狼","黃沙吼狼"
20,"碧海嘯狼","密林嘯狼","黃沙嘯狼","碧海嘯狼","密林嘯狼","黃沙嘯狼"
21,"碧海嘯狼","密林嘯狼","黃沙嘯狼","碧海嘯狼","密林嘯狼","黃沙嘯狼"
22,"碧海嘯狼","密林嘯狼","黃沙嘯狼","碧海嘯狼","密林嘯狼","黃沙嘯狼"
23,"碧海嘯狼","密林嘯狼","黃沙嘯狼","碧海嘯狼","密林嘯狼","黃沙嘯狼"
24,"碧海嘯狼","密林嘯狼","黃沙嘯狼","碧海嘯狼","密林嘯狼","黃沙嘯狼"
25,"碧海嘯狼","密林嘯狼","黃沙嘯狼","碧海嘯狼","密林嘯狼","黃沙嘯狼"
26,"碧海嘯狼","密林嘯狼","黃沙嘯狼","碧海嘯狼","密林嘯狼","黃沙嘯狼"
27,"碧海嘯狼","密林嘯狼","黃沙嘯狼","碧海嘯狼","密林嘯狼","黃沙嘯狼"
28,"碧海嘯狼","密林嘯狼","黃沙嘯狼","碧海嘯狼","密林嘯狼","黃沙嘯狼"
29,"碧海嘯狼","密林嘯狼","黃沙嘯狼","碧海嘯狼","密林嘯狼","黃沙嘯狼"
30,"碧海獵狼","密林獵狼","黃沙獵狼","碧海獵狼","密林獵狼","黃沙獵狼"
31,"碧海獵狼","密林獵狼","黃沙獵狼","碧海獵狼","密林獵狼","黃沙獵狼"
32,"碧海獵狼","密林獵狼","黃沙獵狼","碧海獵狼","密林獵狼","黃沙獵狼"
33,"碧海獵狼","密林獵狼","黃沙獵狼","碧海獵狼","密林獵狼","黃沙獵狼"
34,"碧海獵狼","密林獵狼","黃沙獵狼","碧海獵狼","密林獵狼","黃沙獵狼"
35,"碧海獵狼","密林獵狼","黃沙獵狼","碧海獵狼","密林獵狼","黃沙獵狼"
36,"碧海獵狼","密林獵狼","黃沙獵狼","碧海獵狼","密林獵狼","黃沙獵狼"
37,"碧海獵狼","密林獵狼","黃沙獵狼","碧海獵狼","密林獵狼","黃沙獵狼"
38,"碧海獵狼","密林獵狼","黃沙獵狼","碧海獵狼","密林獵狼","黃沙獵狼"
39,"碧海獵狼","密林獵狼","黃沙獵狼","碧海獵狼","密林獵狼","黃沙獵狼"
40,"碧海巡狼","密林巡狼","黃沙巡狼","碧海巡狼","密林巡狼","黃沙巡狼"
41,"碧海巡狼","密林巡狼","黃沙巡狼","碧海巡狼","密林巡狼","黃沙巡狼"
42,"碧海巡狼","密林巡狼","黃沙巡狼","碧海巡狼","密林巡狼","黃沙巡狼"
43,"碧海巡狼","密林巡狼","黃沙巡狼","碧海巡狼","密林巡狼","黃沙巡狼"
44,"碧海巡狼","密林巡狼","黃沙巡狼","碧海巡狼","密林巡狼","黃沙巡狼"
45,"碧海巡狼","密林巡狼","黃沙巡狼","碧海巡狼","密林巡狼","黃沙巡狼"
46,"碧海巡狼","密林巡狼","黃沙巡狼","碧海巡狼","密林巡狼","黃沙巡狼"
47,"碧海巡狼","密林巡狼","黃沙巡狼","碧海巡狼","密林巡狼","黃沙巡狼"
48,"碧海巡狼","密林巡狼","黃沙巡狼","碧海巡狼","密林巡狼","黃沙巡狼"
49,"碧海巡狼","密林巡狼","黃沙巡狼","碧海巡狼","密林巡狼","黃沙巡狼"
50,"碧海追狼","密林追狼","黃沙追狼","碧海追狼","密林追狼","黃沙追狼"
51,"碧海追狼","密林追狼","黃沙追狼","碧海追狼","密林追狼","黃沙追狼"
52,"碧海追狼","密林追狼","黃沙追狼","碧海追狼","密林追狼","黃沙追狼"
53,"碧海追狼","密林追狼","黃沙追狼","碧海追狼","密林追狼","黃沙追狼"
54,"碧海追狼","密林追狼","黃沙追狼","碧海追狼","密林追狼","黃沙追狼"
55,"碧海追狼","密林追狼","黃沙追狼","碧海追狼","密林追狼","黃沙追狼"
56,"碧海追狼","密林追狼","黃沙追狼","碧海追狼","密林追狼","黃沙追狼"
57,"碧海追狼","密林追狼","黃沙追狼","碧海追狼","密林追狼","黃沙追狼"
58,"碧海追狼","密林追狼","黃沙追狼","碧海追狼","密林追狼","黃沙追狼"
59,"碧海追狼","密林追狼","黃沙追狼","碧海追狼","密林追狼","黃沙追狼"
60,"碧海凶狼","密林凶狼","黃沙凶狼","碧海凶狼","密林凶狼","黃沙凶狼"
61,"碧海凶狼","密林凶狼","黃沙凶狼","碧海凶狼","密林凶狼","黃沙凶狼"
62,"碧海凶狼","密林凶狼","黃沙凶狼","碧海凶狼","密林凶狼","黃沙凶狼"
63,"碧海凶狼","密林凶狼","黃沙凶狼","碧海凶狼","密林凶狼","黃沙凶狼"
64,"碧海凶狼","密林凶狼","黃沙凶狼","碧海凶狼","密林凶狼","黃沙凶狼"
65,"碧海凶狼","密林凶狼","黃沙凶狼","碧海凶狼","密林凶狼","黃沙凶狼"
66,"碧海凶狼","密林凶狼","黃沙凶狼","碧海凶狼","密林凶狼","黃沙凶狼"
67,"碧海凶狼","密林凶狼","黃沙凶狼","碧海凶狼","密林凶狼","黃沙凶狼"
68,"碧海凶狼","密林凶狼","黃沙凶狼","碧海凶狼","密林凶狼","黃沙凶狼"
69,"碧海凶狼","密林凶狼","黃沙凶狼","碧海凶狼","密林凶狼","黃沙凶狼"
70,"碧海奔狼","密林奔狼","黃沙奔狼","碧海奔狼","密林奔狼","黃沙奔狼"
71,"碧海奔狼","密林奔狼","黃沙奔狼","碧海奔狼","密林奔狼","黃沙奔狼"
72,"碧海奔狼","密林奔狼","黃沙奔狼","碧海奔狼","密林奔狼","黃沙奔狼"
73,"碧海奔狼","密林奔狼","黃沙奔狼","碧海奔狼","密林奔狼","黃沙奔狼"
74,"碧海奔狼","密林奔狼","黃沙奔狼","碧海奔狼","密林奔狼","黃沙奔狼"
75,"碧海奔狼","密林奔狼","黃沙奔狼","碧海奔狼","密林奔狼","黃沙奔狼"
76,"碧海奔狼","密林奔狼","黃沙奔狼","碧海奔狼","密林奔狼","黃沙奔狼"
77,"碧海奔狼","密林奔狼","黃沙奔狼","碧海奔狼","密林奔狼","黃沙奔狼"
78,"碧海奔狼","密林奔狼","黃沙奔狼","碧海奔狼","密林奔狼","黃沙奔狼"
79,"碧海奔狼","密林奔狼","黃沙奔狼","碧海奔狼","密林奔狼","黃沙奔狼"
80,"海洋星狼","森林星狼","沙漠星狼","海洋星狼","森林星狼","沙漠星狼"
81,"海洋星狼","森林星狼","沙漠星狼","海洋星狼","森林星狼","沙漠星狼"
82,"海洋星狼","森林星狼","沙漠星狼","海洋星狼","森林星狼","沙漠星狼"
83,"海洋星狼","森林星狼","沙漠星狼","海洋星狼","森林星狼","沙漠星狼"
84,"海洋星狼","森林星狼","沙漠星狼","海洋星狼","森林星狼","沙漠星狼"
85,"海洋星狼","森林星狼","沙漠星狼","海洋星狼","森林星狼","沙漠星狼"
86,"海洋星狼","森林星狼","沙漠星狼","海洋星狼","森林星狼","沙漠星狼"
87,"海洋星狼","森林星狼","沙漠星狼","海洋星狼","森林星狼","沙漠星狼"
88,"海洋星狼","森林星狼","沙漠星狼","海洋星狼","森林星狼","沙漠星狼"
89,"海洋星狼","森林星狼","沙漠星狼","海洋星狼","森林星狼","沙漠星狼"
90,"海都戰狼","森都戰狼","沙都戰狼","海都戰狼","森都戰狼","沙都戰狼"
91,"海都戰狼","森都戰狼","沙都戰狼","海都戰狼","森都戰狼","沙都戰狼"
92,"海都戰狼","森都戰狼","沙都戰狼","海都戰狼","森都戰狼","沙都戰狼"
93,"海都戰狼","森都戰狼","沙都戰狼","海都戰狼","森都戰狼","沙都戰狼"
94,"海都戰狼","森都戰狼","沙都戰狼","海都戰狼","森都戰狼","沙都戰狼"
95,"海都戰狼","森都戰狼","沙都戰狼","海都戰狼","森都戰狼","沙都戰狼"
96,"海都戰狼","森都戰狼","沙都戰狼","海都戰狼","森都戰狼","沙都戰狼"
97,"海都戰狼","森都戰狼","沙都戰狼","海都戰狼","森都戰狼","沙都戰狼"
98,"海都戰狼","森都戰狼","沙都戰狼","海都戰狼","森都戰狼","沙都戰狼"
99,"海都戰狼","森都戰狼","沙都戰狼","海都戰狼","森都戰狼","沙都戰狼"
100,"海都戰狼","森都戰狼","沙都戰狼","海都戰狼","森都戰狼","沙都戰狼"
