key,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25
10,54,"薩納蘭的菁英獵手","成功討伐以下惡名菁英：苔角長老、仙人掌傑克、長腿老爹、彈指通柯柯盧恩、蟻巢指揮官、巴狄、蛾龍螟蜥。",0,0,10,0,0,255,255,0,62904,2,0,0,0,0,0,0,0,0,0,0,0,1,0
11,54,"庫爾札斯的菁英獵手","成功討伐以下惡名菁英：烏賴烏斯、爆發石火精、毛絨絨鄧斯坦。",0,0,10,0,0,255,255,0,62904,2,0,0,0,0,0,0,0,0,0,0,0,1,0
12,54,"摩杜納的菁英獵手","成功討伐以下惡名菁英：邪鬼之眼哆哆雷。",0,0,10,0,0,255,255,0,62904,2,0,0,0,0,0,0,0,0,0,0,0,1,0
13,54,"斯珀謝靈窟的菁英獵手","成功討伐以下惡名菁英：剪刀手謝里登、巨印瑞莫拉、獨行長鬚豹。",0,0,10,0,0,255,255,0,62904,2,0,0,0,0,0,0,0,0,0,0,0,1,0
14,54,"蠻族菁英獵手","成功討伐以下惡名菁英：劊子手羅索爾·托托羅克、烈火拳阿力古·秋、第3團高級教士茲伽。",0,0,10,0,0,255,255,0,62904,2,0,0,0,0,0,0,0,0,0,0,0,1,0
15,54,"菁英殺手","成功討伐25種不同的惡名菁英。",0,0,30,10,0,255,255,0,62904,2,0,0,0,0,0,0,0,0,0,0,0,1,0
16,54,"炎神殲滅","在伊弗利特殲滅戰中戰勝伊弗利特。",0,0,5,0,0,255,255,0,62912,2,0,0,0,0,0,0,0,0,0,0,0,1,0
17,54,"賢王殲滅","在莫古力賢王殲滅戰中戰勝賢王莫古爾·莫古十二世。",0,0,5,0,0,255,255,0,62912,2,0,0,0,0,0,0,0,0,0,0,0,1,0
18,54,"風神殲滅","在迦樓羅殲滅戰中戰勝迦樓羅。",0,0,5,0,0,255,255,0,62912,2,0,0,0,0,0,0,0,0,0,0,0,1,0
19,13,"利劍中的領悟1","將劍術師升到10級。",0,0,5,0,0,255,255,0,30408,3,3,1,10,0,0,0,0,0,0,0,1,1,0
20,13,"利劍中的領悟2","將劍術師升到20級。",0,0,5,0,0,255,255,0,30408,3,3,1,20,0,0,0,0,0,0,0,2,1,0
21,13,"利劍中的領悟3","將劍術師升到30級。",0,0,5,0,0,255,255,0,30408,3,3,1,30,0,0,0,0,0,0,0,3,1,0
22,13,"利劍中的領悟4","將劍術師升到40級。",0,0,5,0,0,255,255,0,30408,3,3,1,40,0,0,0,0,0,0,0,4,1,0
23,13,"利劍中的領悟5","將劍術師升到50級。",0,0,5,0,0,255,255,0,30408,3,3,1,50,0,0,0,0,0,0,0,5,1,0
24,13,"鬥拳中的領悟1","將格鬥家升到10級。",0,0,5,0,0,255,255,0,31004,3,3,2,10,0,0,0,0,0,0,0,21,1,0
25,13,"鬥拳中的領悟2","將格鬥家升到20級。",0,0,5,0,0,255,255,0,31004,3,3,2,20,0,0,0,0,0,0,0,22,1,0
26,13,"鬥拳中的領悟3","將格鬥家升到30級。",0,0,5,0,0,255,255,0,31004,3,3,2,30,0,0,0,0,0,0,0,23,1,0
27,13,"鬥拳中的領悟4","將格鬥家升到40級。",0,0,5,0,0,255,255,0,31004,3,3,2,40,0,0,0,0,0,0,0,24,1,0
28,13,"鬥拳中的領悟5","將格鬥家升到50級。",0,0,5,0,0,255,255,0,31004,3,3,2,50,0,0,0,0,0,0,0,25,1,0
29,13,"大斧中的領悟1","將斧術師升到10級。",0,0,5,0,0,255,255,0,31409,3,3,3,10,0,0,0,0,0,0,0,41,1,0
30,13,"大斧中的領悟2","將斧術師升到20級。",0,0,5,0,0,255,255,0,31409,3,3,3,20,0,0,0,0,0,0,0,42,1,0
31,13,"大斧中的領悟3","將斧術師升到30級。",0,0,5,0,0,255,255,0,31409,3,3,3,30,0,0,0,0,0,0,0,43,1,0
32,13,"大斧中的領悟4","將斧術師升到40級。",0,0,5,0,0,255,255,0,31409,3,3,3,40,0,0,0,0,0,0,0,44,1,0
33,13,"大斧中的領悟5","將斧術師升到50級。",0,0,5,0,0,255,255,0,31409,3,3,3,50,0,0,0,0,0,0,0,45,1,0
34,13,"尖槍中的領悟1","將槍術師升到10級。",0,0,5,0,0,255,255,0,31816,3,3,4,10,0,0,0,0,0,0,0,61,1,0
35,13,"尖槍中的領悟2","將槍術師升到20級。",0,0,5,0,0,255,255,0,31816,3,3,4,20,0,0,0,0,0,0,0,62,1,0
36,13,"尖槍中的領悟3","將槍術師升到30級。",0,0,5,0,0,255,255,0,31816,3,3,4,30,0,0,0,0,0,0,0,63,1,0
37,13,"尖槍中的領悟4","將槍術師升到40級。",0,0,5,0,0,255,255,0,31816,3,3,4,40,0,0,0,0,0,0,0,64,1,0
38,13,"尖槍中的領悟5","將槍術師升到50級。",0,0,5,0,0,255,255,0,31816,3,3,4,50,0,0,0,0,0,0,0,65,1,0
39,13,"箭矢中的領悟1","將弓箭手升到10級。",0,0,5,0,0,255,255,0,32204,3,3,5,10,0,0,0,0,0,0,0,81,1,0
40,13,"箭矢中的領悟2","將弓箭手升到20級。",0,0,5,0,0,255,255,0,32204,3,3,5,20,0,0,0,0,0,0,0,82,1,0
41,13,"箭矢中的領悟3","將弓箭手升到30級。",0,0,5,0,0,255,255,0,32204,3,3,5,30,0,0,0,0,0,0,0,83,1,0
42,13,"箭矢中的領悟4","將弓箭手升到40級。",0,0,5,0,0,255,255,0,32204,3,3,5,40,0,0,0,0,0,0,0,84,1,0
43,13,"箭矢中的領悟5","將弓箭手升到50級。",0,0,5,0,0,255,255,0,32204,3,3,5,50,0,0,0,0,0,0,0,85,1,0
44,12,"尚武之勇者","將劍術師、格鬥家、斧術師、弓箭手、槍術師都升到50級。",41,50,20,13,0,255,255,0,2547,1,26,7,5,0,0,0,0,0,0,0,1,1,0
45,14,"幻術中的領悟1","將幻術師升到10級。",0,0,5,0,0,255,255,0,32611,3,3,6,10,0,0,0,0,0,0,0,1,1,0
46,14,"幻術中的領悟2","將幻術師升到20級。",0,0,5,0,0,255,255,0,32611,3,3,6,20,0,0,0,0,0,0,0,2,1,0
47,14,"幻術中的領悟3","將幻術師升到30級。",0,0,5,0,0,255,255,0,32611,3,3,6,30,0,0,0,0,0,0,0,3,1,0
48,14,"幻術中的領悟4","將幻術師升到40級。",0,0,5,0,0,255,255,0,32611,3,3,6,40,0,0,0,0,0,0,0,4,1,0
49,14,"幻術中的領悟5","將幻術師升到50級。",0,0,5,0,0,255,255,0,32611,3,3,6,50,0,0,0,0,0,0,0,5,1,0
50,14,"咒術中的領悟1","將咒術師升到10級。",0,0,5,0,0,255,255,0,32806,3,3,7,10,0,0,0,0,0,0,0,21,1,0
51,14,"咒術中的領悟2","將咒術師升到20級。",0,0,5,0,0,255,255,0,32806,3,3,7,20,0,0,0,0,0,0,0,22,1,0
52,14,"咒術中的領悟3","將咒術師升到30級。",0,0,5,0,0,255,255,0,32806,3,3,7,30,0,0,0,0,0,0,0,23,1,0
53,14,"咒術中的領悟4","將咒術師升到40級。",0,0,5,0,0,255,255,0,32806,3,3,7,40,0,0,0,0,0,0,0,24,1,0
54,14,"咒術中的領悟5","將咒術師升到50級。",0,0,5,0,0,255,255,0,32806,3,3,7,50,0,0,0,0,0,0,0,25,1,0
55,12,"禦魔之智者","將幻術師、咒術師和秘術師都升到50級。",42,50,20,14,0,255,255,0,2658,1,26,8,3,0,0,0,0,0,0,0,2,1,0
56,12,"八重之道的探究者","達成「尚武之勇者」和「禦魔之智者」兩個成就。",43,50,30,0,2909,1,255,3,2517,4,2,44,55,0,0,0,0,0,0,0,3,1,0
57,15,"木工中的領悟1","將刻木匠升到10級。",0,0,5,0,0,255,255,0,35001,3,3,8,10,0,0,0,0,0,0,0,1,1,0
58,15,"木工中的領悟2","將刻木匠升到20級。",0,0,5,0,0,255,255,0,35001,3,3,8,20,0,0,0,0,0,0,0,2,1,0
59,15,"木工中的領悟3","將刻木匠升到30級。",0,0,5,0,0,255,255,0,35001,3,3,8,30,0,0,0,0,0,0,0,3,1,0
60,15,"木工中的領悟4","將刻木匠升到40級。",0,0,5,0,0,255,255,0,35001,3,3,8,40,0,0,0,0,0,0,0,4,1,0
61,15,"木工中的領悟5","將刻木匠升到50級。",0,0,5,0,0,255,255,0,35001,3,3,8,50,0,0,0,0,0,0,0,5,1,0
62,15,"鍛冶中的領悟1","將鍛鐵匠升到10級。",0,0,5,0,0,255,255,0,35106,3,3,9,10,0,0,0,0,0,0,0,21,1,0
63,15,"鍛冶中的領悟2","將鍛鐵匠升到20級。",0,0,5,0,0,255,255,0,35106,3,3,9,20,0,0,0,0,0,0,0,22,1,0
64,15,"鍛冶中的領悟3","將鍛鐵匠升到30級。",0,0,5,0,0,255,255,0,35106,3,3,9,30,0,0,0,0,0,0,0,23,1,0
65,15,"鍛冶中的領悟4","將鍛鐵匠升到40級。",0,0,5,0,0,255,255,0,35106,3,3,9,40,0,0,0,0,0,0,0,24,1,0
66,15,"鍛冶中的領悟5","將鍛鐵匠升到50級。",0,0,5,0,0,255,255,0,35106,3,3,9,50,0,0,0,0,0,0,0,25,1,0
67,15,"甲胄中的領悟1","將鑄甲匠升到10級。",0,0,5,0,0,255,255,0,35203,3,3,10,10,0,0,0,0,0,0,0,41,1,0
68,15,"甲胄中的領悟2","將鑄甲匠升到20級。",0,0,5,0,0,255,255,0,35203,3,3,10,20,0,0,0,0,0,0,0,42,1,0
69,15,"甲胄中的領悟3","將鑄甲匠升到30級。",0,0,5,0,0,255,255,0,35203,3,3,10,30,0,0,0,0,0,0,0,43,1,0
70,15,"甲胄中的領悟4","將鑄甲匠升到40級。",0,0,5,0,0,255,255,0,35203,3,3,10,40,0,0,0,0,0,0,0,44,1,0
71,15,"甲胄中的領悟5","將鑄甲匠升到50級。",0,0,5,0,0,255,255,0,35203,3,3,10,50,0,0,0,0,0,0,0,45,1,0
72,15,"雕金中的領悟1","將雕金匠升到10級。",0,0,5,0,0,255,255,0,35301,3,3,11,10,0,0,0,0,0,0,0,61,1,0
73,15,"雕金中的領悟2","將雕金匠升到20級。",0,0,5,0,0,255,255,0,35301,3,3,11,20,0,0,0,0,0,0,0,62,1,0
74,15,"雕金中的領悟3","將雕金匠升到30級。",0,0,5,0,0,255,255,0,35301,3,3,11,30,0,0,0,0,0,0,0,63,1,0
75,15,"雕金中的領悟4","將雕金匠升到40級。",0,0,5,0,0,255,255,0,35301,3,3,11,40,0,0,0,0,0,0,0,64,1,0
76,15,"雕金中的領悟5","將雕金匠升到50級。",0,0,5,0,0,255,255,0,35301,3,3,11,50,0,0,0,0,0,0,0,65,1,0
77,15,"皮革中的領悟1","將製革匠升到10級。",0,0,5,0,0,255,255,0,35404,3,3,12,10,0,0,0,0,0,0,0,81,1,0
78,15,"皮革中的領悟2","將製革匠升到20級。",0,0,5,0,0,255,255,0,35404,3,3,12,20,0,0,0,0,0,0,0,82,1,0
79,15,"皮革中的領悟3","將製革匠升到30級。",0,0,5,0,0,255,255,0,35404,3,3,12,30,0,0,0,0,0,0,0,83,1,0
80,15,"皮革中的領悟4","將製革匠升到40級。",0,0,5,0,0,255,255,0,35404,3,3,12,40,0,0,0,0,0,0,0,84,1,0
81,15,"皮革中的領悟5","將製革匠升到50級。",0,0,5,0,0,255,255,0,35404,3,3,12,50,0,0,0,0,0,0,0,85,1,0
82,15,"裁縫中的領悟1","將裁衣匠升到10級。",0,0,5,0,0,255,255,0,35501,3,3,13,10,0,0,0,0,0,0,0,101,1,0
83,15,"裁縫中的領悟2","將裁衣匠升到20級。",0,0,5,0,0,255,255,0,35501,3,3,13,20,0,0,0,0,0,0,0,102,1,0
84,15,"裁縫中的領悟3","將裁衣匠升到30級。",0,0,5,0,0,255,255,0,35501,3,3,13,30,0,0,0,0,0,0,0,103,1,0
85,15,"裁縫中的領悟4","將裁衣匠升到40級。",0,0,5,0,0,255,255,0,35501,3,3,13,40,0,0,0,0,0,0,0,104,1,0
86,15,"裁縫中的領悟5","將裁衣匠升到50級。",0,0,5,0,0,255,255,0,35501,3,3,13,50,0,0,0,0,0,0,0,105,1,0
87,15,"煉金中的領悟1","將鍊金術士升到10級。",0,0,5,0,0,255,255,0,35604,3,3,14,10,0,0,0,0,0,0,0,121,1,0
88,15,"煉金中的領悟2","將鍊金術士升到20級。",0,0,5,0,0,255,255,0,35604,3,3,14,20,0,0,0,0,0,0,0,122,1,0
89,15,"煉金中的領悟3","將鍊金術士升到30級。",0,0,5,0,0,255,255,0,35604,3,3,14,30,0,0,0,0,0,0,0,123,1,0
90,15,"煉金中的領悟4","將鍊金術士升到40級。",0,0,5,0,0,255,255,0,35604,3,3,14,40,0,0,0,0,0,0,0,124,1,0
91,15,"煉金中的領悟5","將鍊金術士升到50級。",0,0,5,0,0,255,255,0,35604,3,3,14,50,0,0,0,0,0,0,0,125,1,0
92,15,"烹調中的領悟1","將烹調師升到10級。",0,0,5,0,0,255,255,0,35704,3,3,15,10,0,0,0,0,0,0,0,141,1,0
93,15,"烹調中的領悟2","將烹調師升到20級。",0,0,5,0,0,255,255,0,35704,3,3,15,20,0,0,0,0,0,0,0,142,1,0
94,15,"烹調中的領悟3","將烹調師升到30級。",0,0,5,0,0,255,255,0,35704,3,3,15,30,0,0,0,0,0,0,0,143,1,0
95,15,"烹調中的領悟4","將烹調師升到40級。",0,0,5,0,0,255,255,0,35704,3,3,15,40,0,0,0,0,0,0,0,144,1,0
96,15,"烹調中的領悟5","將烹調師升到50級。",0,0,5,0,0,255,255,0,35704,3,3,15,50,0,0,0,0,0,0,0,145,1,0
97,12,"博學之巧者","將刻木匠、鍛鐵匠、鑄甲匠、雕金匠、製革匠、裁衣匠、鍊金術士、烹調師都升到50級。",44,50,20,15,0,255,255,0,61269,1,26,9,8,0,0,0,0,0,0,0,21,1,0
98,16,"礦石中的領悟1","將採礦工升到10級。",0,0,5,0,0,255,255,0,38003,3,3,16,10,0,0,0,0,0,0,0,1,1,0
99,16,"礦石中的領悟2","將採礦工升到20級。",0,0,5,0,0,255,255,0,38003,3,3,16,20,0,0,0,0,0,0,0,2,1,0
100,16,"礦石中的領悟3","將採礦工升到30級。",0,0,5,0,0,255,255,0,38003,3,3,16,30,0,0,0,0,0,0,0,3,1,0
101,16,"礦石中的領悟4","將採礦工升到40級。",0,0,5,0,0,255,255,0,38003,3,3,16,40,0,0,0,0,0,0,0,4,1,0
102,16,"礦石中的領悟5","將採礦工升到50級。",0,0,5,0,0,255,255,0,38003,3,3,16,50,0,0,0,0,0,0,0,5,1,0
103,16,"草木中的領悟1","將園藝工升到10級。",0,0,5,0,0,255,255,0,38103,3,3,17,10,0,0,0,0,0,0,0,21,1,0
104,16,"草木中的領悟2","將園藝工升到20級。",0,0,5,0,0,255,255,0,38103,3,3,17,20,0,0,0,0,0,0,0,22,1,0
105,16,"草木中的領悟3","將園藝工升到30級。",0,0,5,0,0,255,255,0,38103,3,3,17,30,0,0,0,0,0,0,0,23,1,0
106,16,"草木中的領悟4","將園藝工升到40級。",0,0,5,0,0,255,255,0,38103,3,3,17,40,0,0,0,0,0,0,0,24,1,0
107,16,"草木中的領悟5","將園藝工升到50級。",0,0,5,0,0,255,255,0,38103,3,3,17,50,0,0,0,0,0,0,0,25,1,0
108,16,"垂釣中的領悟1","將捕魚人升到10級。",0,0,5,0,0,255,255,0,38203,3,3,18,10,0,0,0,0,0,0,0,41,1,0
109,16,"垂釣中的領悟2","將捕魚人升到20級。",0,0,5,0,0,255,255,0,38203,3,3,18,20,0,0,0,0,0,0,0,42,1,0
110,16,"垂釣中的領悟3","將捕魚人升到30級。",0,0,5,0,0,255,255,0,38203,3,3,18,30,0,0,0,0,0,0,0,43,1,0
111,16,"垂釣中的領悟4","將捕魚人升到40級。",0,0,5,0,0,255,255,0,38203,3,3,18,40,0,0,0,0,0,0,0,44,1,0
112,16,"垂釣中的領悟5","將捕魚人升到50級。",0,0,5,0,0,255,255,0,38203,3,3,18,50,0,0,0,0,0,0,0,45,1,0
113,12,"廣識之賢者","將採礦工、園藝工、捕魚人的職業都升到50級。",45,50,20,16,0,255,255,0,1981,1,26,10,3,0,0,0,0,0,0,0,22,1,0
114,20,"血與汗的價值1","通過理符任務獲得累計100金幣的報酬。",0,0,5,0,0,255,255,0,25919,3,1,13,100,0,0,0,0,0,0,0,0,1,0
115,20,"血與汗的價值2","通過理符任務獲得累計1000金幣的報酬。",0,0,5,0,0,255,255,0,25919,3,1,13,1000,0,0,0,0,0,0,0,0,1,0
116,20,"血與汗的價值3","通過理符任務獲得累計10000金幣的報酬。",0,0,5,0,0,255,255,0,25919,3,1,13,10000,0,0,0,0,0,0,0,0,1,0
117,20,"血與汗的價值4","通過理符任務獲得累計100000金幣的報酬。",0,0,5,0,0,255,255,0,25919,3,1,13,100000,0,0,0,0,0,0,0,0,1,0
118,20,"血與汗的價值5","通過理符任務獲得累計1000000金幣的報酬。",0,0,5,0,0,255,255,0,25919,3,1,13,1000000,0,0,0,0,0,0,0,0,1,0
119,20,"商貿之神的垂青","通過理符任務獲得累計10000000金幣的報酬。",47,1,10,11,0,255,255,0,463,3,1,13,10000000,0,0,0,0,0,0,0,0,1,0
120,55,"積土成山1","通過討伐敵人獲得累計1000金幣的報酬。",0,0,5,0,0,255,255,0,26001,0,1,12,1000,0,0,0,0,0,0,0,0,1,0
121,55,"積土成山2","通過討伐敵人獲得累計10000金幣的報酬。",0,0,5,0,0,255,255,0,26001,0,1,12,10000,0,0,0,0,0,0,0,0,1,0
122,55,"積土成山3","通過討伐敵人獲得累計100000金幣的報酬。",0,0,5,0,0,255,255,0,26001,0,1,12,100000,0,0,0,0,0,0,0,0,1,0
123,55,"積土成山4","通過討伐敵人獲得累計1000000金幣的報酬。",0,0,5,0,0,255,255,0,26001,0,1,12,1000000,0,0,0,0,0,0,0,0,1,0
124,55,"積土成山5","通過討伐敵人獲得累計10000000金幣的報酬。",0,0,5,0,0,255,255,0,26001,0,1,12,10000000,0,0,0,0,0,0,0,0,1,0
125,55,"勇武之人的賞金","通過討伐敵人獲得累計100000000金幣的報酬。",0,0,10,12,0,255,255,0,613,0,1,12,100000000,0,0,0,0,0,0,0,0,1,0
126,19,"高潔的聖堂騎士","收集到聖堂鎖甲頭罩、聖堂鎖子鎧、聖堂鎖甲靴三件套裝。<hex:02100103>※將收集到的裝備全都穿到身上之後與位於格里達尼亞舊街的喬納森對話後獲得。",0,0,5,0,0,255,255,0,40039,4,1,232,0,0,0,0,0,0,0,0,1,1,0
127,19,"勇猛的海盜戰士","收集到海盜三角帽、海盜戰裝、海盜長靴三件套裝。<hex:02100103>※將收集到的裝備全都穿到身上之後與位於格里達尼亞舊街的喬納森對話後獲得。",0,0,5,0,0,255,255,0,40599,4,1,233,0,0,0,0,0,0,0,0,2,1,0
128,19,"詼諧的滑稽小丑","收集到滑稽帽、滑稽棉甲、滑稽緊身褲三件套裝。<hex:02100103>※將收集到的裝備全都穿到身上之後與位於格里達尼亞舊街的喬納森對話後獲得。",0,0,5,0,0,255,255,0,40575,4,1,234,0,0,0,0,0,0,0,0,3,1,0
129,62,"無鋒之騎士","完成任務「復甦的上古武器」，獲得無鋒劍柯塔納和神聖盾。",20,50,10,2,0,255,255,0,30446,4,6,66656,0,0,0,0,0,0,0,0,1,1,0
130,62,"釋法之武僧","完成任務「復甦的上古武器」，獲得釋法來。",21,50,10,3,0,255,255,0,31034,4,6,66657,0,0,0,0,0,0,0,0,2,1,0
131,62,"勇悍之戰士","完成任務「復甦的上古武器」，獲得勇悍斧。",22,50,10,4,0,255,255,0,31440,4,6,66655,0,0,0,0,0,0,0,0,3,1,0
132,62,"穿心之龍騎士","完成任務「復甦的上古武器」，獲得穿心槍蓋博爾格。",23,50,10,5,0,255,255,0,31842,4,6,66658,0,0,0,0,0,0,0,0,4,1,0
133,62,"月神之吟遊詩人","完成任務「復甦的上古武器」，獲得月神之弓。",24,50,10,6,0,255,255,0,32238,4,6,66661,0,0,0,0,0,0,0,0,5,1,0
134,62,"酒神之白魔法師","完成任務「復甦的上古武器」，獲得酒神杖。",25,50,10,7,0,255,255,0,32626,4,6,66660,0,0,0,0,0,0,0,0,7,1,0
135,62,"星塵之黑魔法師","完成任務「復甦的上古武器」，獲得星塵杖。",26,50,10,8,0,255,255,0,33012,4,6,66659,0,0,0,0,0,0,0,0,8,1,0
136,62,"復甦的上古武器","完成任務「復甦的上古武器」，獲得無鋒劍柯塔納、神聖盾、釋法來、勇悍斧、穿心槍蓋博爾格、月神之弓、酒神杖、星塵杖、綠瞳列傳以及萬辭全書。",43,50,30,1,0,255,255,0,2502,4,2,129,130,131,132,133,134,135,597,598,31,1,0
137,24,"木工愛好者","完成50次1-10級的木工作業。",0,0,5,0,0,255,255,0,35001,3,1,23,50,0,0,0,0,0,0,0,1,1,0
138,24,"木工初學者","完成300次11-20級的木工作業。",0,0,5,0,0,255,255,0,35001,3,1,24,300,0,0,0,0,0,0,0,2,1,0
139,24,"木工實習生","完成750次21-30級的木工作業。",0,0,5,0,0,255,255,0,35001,3,1,25,750,0,0,0,0,0,0,0,3,1,0
140,24,"木工熟練工","完成1500次31-40級的木工作業。",0,0,5,0,0,255,255,0,35001,3,1,26,1500,0,0,0,0,0,0,0,4,1,0
141,24,"木工手藝人","完成3000次41-50級的木工作業。",9,50,10,17,0,255,255,0,35001,3,1,27,3000,0,0,0,0,0,0,0,5,1,0
142,24,"木工之巧匠","達成「木工愛好者」「木工初學者」「木工實習生」「木工熟練工」「木工手藝人」五個成就。",9,50,30,0,2326,2,255,3,35010,4,2,137,138,139,140,141,0,0,0,0,6,1,0
143,25,"鍛冶愛好者","完成50次1-10級的鍛冶作業。",0,0,5,0,0,255,255,0,35106,3,1,28,50,0,0,0,0,0,0,0,1,1,0
144,25,"鍛冶初學者","完成300次11-20級的鍛冶作業。",0,0,5,0,0,255,255,0,35106,3,1,29,300,0,0,0,0,0,0,0,2,1,0
145,25,"鍛冶實習生","完成750次21-30級的鍛冶作業。",0,0,5,0,0,255,255,0,35106,3,1,30,750,0,0,0,0,0,0,0,3,1,0
146,25,"鍛冶熟練工","完成1500次31-40級的鍛冶作業。",0,0,5,0,0,255,255,0,35106,3,1,31,1500,0,0,0,0,0,0,0,4,1,0
147,25,"鍛冶手藝人","完成3000次41-50級的鍛冶作業。",10,50,10,18,0,255,255,0,35106,3,1,32,3000,0,0,0,0,0,0,0,5,1,0
148,25,"鍛冶之巧匠","達成「鍛冶愛好者」「鍛冶初學者」「鍛冶實習生」「鍛冶熟練工」「鍛冶手藝人」五個成就。",10,50,30,0,2353,3,255,3,35110,4,2,143,144,145,146,147,0,0,0,0,6,1,0
149,26,"鑄甲愛好者","完成50次1-10級的鑄甲作業。",0,0,5,0,0,255,255,0,35203,3,1,33,50,0,0,0,0,0,0,0,1,1,0
150,26,"鑄甲初學者","完成300次11-20級的鑄甲作業。",0,0,5,0,0,255,255,0,35203,3,1,34,300,0,0,0,0,0,0,0,2,1,0
151,26,"鑄甲實習生","完成750次21-30級的鑄甲作業。",0,0,5,0,0,255,255,0,35203,3,1,35,750,0,0,0,0,0,0,0,3,1,0
152,26,"鑄甲熟練工","完成1500次31-40級的鑄甲作業。",0,0,5,0,0,255,255,0,35203,3,1,36,1500,0,0,0,0,0,0,0,4,1,0
153,26,"鑄甲手藝人","完成3000次41-50級的鑄甲作業。",11,50,10,19,0,255,255,0,35203,3,1,37,3000,0,0,0,0,0,0,0,5,1,0
154,26,"鑄甲之巧匠","達成「鑄甲愛好者」「鑄甲初學者」「鑄甲實習生」「鑄甲熟練工」「鑄甲手藝人」五個成就。",11,50,30,0,2378,4,255,3,35209,4,2,149,150,151,152,153,0,0,0,0,6,1,0
155,27,"雕金愛好者","完成50次1-10級的雕金作業。",0,0,5,0,0,255,255,0,35301,3,1,38,50,0,0,0,0,0,0,0,1,1,0
156,27,"雕金初學者","完成300次11-20級的雕金作業。",0,0,5,0,0,255,255,0,35301,3,1,39,300,0,0,0,0,0,0,0,2,1,0
157,27,"雕金實習生","完成750次21-30級的雕金作業。",0,0,5,0,0,255,255,0,35301,3,1,40,750,0,0,0,0,0,0,0,3,1,0
158,27,"雕金熟練工","完成1500次31-40級的雕金作業。",0,0,5,0,0,255,255,0,35301,3,1,41,1500,0,0,0,0,0,0,0,4,1,0
159,27,"雕金手藝人","完成3000次41-50級的雕金作業。",12,50,10,20,0,255,255,0,35301,3,1,42,3000,0,0,0,0,0,0,0,5,1,0
160,27,"雕金之巧匠","達成「雕金愛好者」「雕金初學者」「雕金實習生」「雕金熟練工」「雕金手藝人」五個成就。",12,50,30,0,2403,5,255,3,35309,4,2,155,156,157,158,159,0,0,0,0,6,1,0
161,28,"製革愛好者","完成50次1-10級的製革作業。",0,0,5,0,0,255,255,0,35404,3,1,43,50,0,0,0,0,0,0,0,1,1,0
162,28,"製革初學者","完成300次11-20級的製革作業。",0,0,5,0,0,255,255,0,35404,3,1,44,300,0,0,0,0,0,0,0,2,1,0
163,28,"製革實習生","完成750次21-30級的製革作業。",0,0,5,0,0,255,255,0,35404,3,1,45,750,0,0,0,0,0,0,0,3,1,0
164,28,"製革熟練工","完成1500次31-40級的製革作業。",0,0,5,0,0,255,255,0,35404,3,1,46,1500,0,0,0,0,0,0,0,4,1,0
165,28,"製革手藝人","完成3000次41-50級的製革作業。",13,50,10,21,0,255,255,0,35404,3,1,47,3000,0,0,0,0,0,0,0,5,1,0
