key,0,1,2,3,4
#,Name,SeparateType,DataType,JournalSection,
offset,0,4,5,6,7
int32,str,byte,byte,JournalSection,byte
0,"無效分類",0,0,255,0
1,"重生之境主線任務",1,1,0,0
2,"第七星曆主線任務",1,1,0,0
3,"蒼穹之禁城主線任務",1,1,0,0
4,"龍詩戰爭終章主線任務",1,1,0,0
5,"龍詩戰爭尾聲主線任務",1,1,0,0
6,"紅蓮之狂潮主線任務",1,1,0,0
7,"解放戰爭戰後主線任務",1,1,0,0
8,"暗影之逆焰主線任務",1,1,0,0
9,"拂曉回歸主線任務",1,1,0,0
10,"末日序曲主線任務",1,1,0,0
11,"曉月之終途主線任務",1,1,1,0
12,"第七星曆編年史：蠻神",1,1,2,0
13,"第七星曆編年史：巴哈姆特",1,1,2,0
14,"第七星曆編年史：水晶塔",1,1,2,0
15,"第七星曆編年史：亞歷山大",1,1,2,0
16,"第七星曆編年史：上古眾神",1,1,2,0
17,"第七星曆編年史：瑪哈之影",1,1,2,0
18,"第七星曆編年史：歐米茄",1,1,2,0
19,"第七星曆編年史：重返伊瓦利斯",1,1,2,0
20,"第七星曆編年史：四聖獸奇譚",1,1,2,0
21,"第七星曆編年史：伊甸",1,1,2,0
22,"寄葉異聞：暗黑天啟",1,1,2,0
23,"第七星曆編年史：維爾利特戰役",1,1,2,0
24,"第七星曆編年史：萬魔殿",1,1,2,0
25,"矮人族任務",2,1,5,0
26,"奇塔利族任務",2,1,5,0
27,"仙子族任務",2,1,5,0
28,"蜥蜴人族任務",2,1,4,0
29,"妖精族任務",2,1,4,0
30,"地靈族任務",2,1,4,0
31,"魚人族任務",2,1,4,0
32,"鳥人族任務",2,1,4,0
33,"瓦努族任務",2,1,4,0
34,"骨頜族任務",2,1,4,0
35,"莫古力族任務",2,1,4,0
36,"甲人族任務",2,1,4,0
37,"阿難陀族任務",2,1,4,0
38,"鯰魚精族任務",2,1,4,0
39,"支線劇情任務",2,1,3,0
40,"拉諾西亞支線任務",3,1,3,0
41,"黑衣森林支線任務",3,1,3,0
42,"薩納蘭支線任務",3,1,3,0
43,"庫爾札斯支線任務",3,1,3,0
44,"摩杜納支線任務",3,1,3,0
45,"伊修加德支線任務",3,1,3,0
46,"阿巴拉提亞支線任務",3,1,3,0
47,"龍堡支線任務",3,1,3,0
48,"魔大陸支線任務",3,1,3,0
49,"基拉巴尼亞支線任務",3,1,3,0
50,"奧薩德支線任務",3,1,3,0
51,"遠東之國支線任務",3,1,3,0
52,"雷克蘭德支線任務",3,1,3,0
53,"珂露西亞島支線任務",3,1,3,0
54,"安穆·艾蘭支線任務",3,1,3,0
55,"伊爾美格支線任務",3,1,3,0
56,"拉凱提卡大森林支線任務",3,1,3,0
57,"黑風海支線任務",3,1,3,4
58,"舊薩雷安支線任務",3,1,3,0
59,"薩維奈島支線任務",3,1,3,0
60,"加雷馬支線任務",3,1,3,0
61,"歎息海支線任務",3,1,3,7
62,"希望之地厄爾匹斯支線任務",3,1,3,9
63,"天涯海角支線任務",3,1,3,8
64,"戰鬥菁英職業任務",2,1,6,0
65,"魔法導師職業任務",2,1,6,0
66,"能工巧匠職業任務",2,1,6,0
67,"大地使者職業任務",2,1,6,0
68,"中庸工藝館交易職業任務",2,1,6,0
69,"魔法大學交易職業任務",2,1,6,0
70,"戰鬥菁英特職任務",2,1,6,0
71,"魔法導師特職任務",2,1,6,0
72,"職能任務",2,1,6,0
73,"軍隊任務",2,1,7,0
74,"季節活動",2,1,7,0
75,"其他任務",2,1,7,0
76,"傭兵理符",3,2,8,0
77,"採礦理符",3,2,8,0
78,"園藝理符",3,2,8,0
79,"釣魚理符",3,2,8,0
80,"木工理符",3,2,8,0
81,"鍛冶理符",3,2,8,0
82,"鑄甲理符",3,2,8,0
83,"雕金理符",3,2,8,0
84,"製革理符",3,2,8,0
85,"裁縫理符",3,2,8,0
86,"煉金理符",3,2,8,0
87,"烹調理符",3,2,8,0
88,"神殿騎士團傭兵理符",3,2,8,0
89,"神殿騎士團採礦理符",3,2,8,0
90,"神殿騎士團園藝理符",3,2,8,0
91,"神殿騎士團釣魚理符",3,2,8,0
92,"神殿騎士團木工理符",3,2,8,0
93,"神殿騎士團鍛冶理符",3,2,8,0
94,"神殿騎士團鑄甲理符",3,2,8,0
95,"神殿騎士團雕金理符",3,2,8,0
96,"神殿騎士團製革理符",3,2,8,0
97,"神殿騎士團裁縫理符",3,2,8,0
98,"神殿騎士團煉金理符",3,2,8,0
99,"神殿騎士團烹調理符",3,2,8,0
100,"特殊部隊理符",2,2,8,0
101,"軍隊理符",2,2,8,0
102,"迷宮挑戰",2,3,9,0
103,"大型任務",2,3,9,0
104,"討伐殲滅戰",2,3,9,0
105,"其他任務",2,3,9,0
106,"遺產任務",2,4,7,0
