key,0,1,2,3,4,5,6,7,8,9,10,11
#,Text,Item,GatheringItemLevel,,IsHidden,,FishingRecordType,TerritoryType,GatheringSubCategory,IsInLog,TimeRestricted,WeatherRestricted
offset,0,4,12,16,18,18,17,8,14,18,18,18
int32,str,Row,GatheringItemLevelConvertTable,byte,bit&01,bit&02,FishingRecordType,TerritoryType,GatheringSubCategory,bit&04,bit&08,bit&10
0,"",0,0,0,False,False,0,0,0,True,False,False
1,"據說這種海帶能夠成長到1星里（約1600米）之長，在艾歐澤亞的五大海區均有分布。",4776,4,0,False,False,0,128,0,True,False,False
2,"一種食慾特別旺盛的水生動物，據說釣上它甚至都不需要用釣鉤。只要眼前出現了活動的東西，一律會用螯爪先抓住再說。",4925,2,0,False,False,2,148,0,True,False,False
3,"這種魚一旦進入繁殖期就會改變身體的顏色，頭部、腹部還有尾部都會變得非常鮮豔，是一種非常受歡迎的觀賞魚，經常用來作為送給結婚新人的禮物。",4926,3,0,False,False,2,134,0,True,False,False
4,"一種有條紋的海水魚，經常是多種大型魚的捕食對象，可以說是食物鏈的基礎。捕魚人們也非常喜歡用這種魚做釣餌。",4869,3,0,False,False,0,134,0,True,False,False
5,"在很長一段時間裡，這種魚都不曾被人類成功捕撈過。不過有一次一個盧恩人在船艙內部發現了一條腐爛的鯷魚，並且發現吃起來非常美味。從那之後，醃鯷魚便逐漸走上了千家萬戶的餐桌。",4870,3,0,False,False,0,134,0,True,False,False
6,"根據庫爾札斯的民間傳說，這種魚的祖先有著能夠在空中飛翔的能力，可是由於過於傲慢，受到了眾神的懲罰，後世子孫只能永遠潛伏在水底。",4927,4,0,False,False,2,148,0,True,False,False
7,"這種小魚上鉤的時候會發出「唧唧」的聲音，大概是對被魚餌騙上鉤感到懊悔吧。",4928,4,0,False,False,2,134,0,True,False,False
8,"只有手指大小的小蝦，經常用在各種煮菜中調味，同時也很適合做魚餌。",4871,4,0,False,False,0,134,0,True,False,False
9,"由於主要棲息的環境基本沒有陽光，導致這種生物的甲殼完全變成了白色。特別是在蛻皮之後幾乎是透明的。",4929,5,0,False,False,2,148,0,True,False,False
10,"看上去像石頭，但實際上卻是一種貨真價實的生物。打磨之後會發出美麗的白色光澤，有著「海洋寶石」的美譽。",5460,5,0,False,False,0,134,0,True,False,False
11,"雖然名為公主，但實際上卻是對釣魚新人來說非常適合練手的入門魚種。另外對於已經技藝精湛的老手捕魚人來說，晚年的時候也會通過這種魚找回一些青春的回憶。",4930,5,0,False,False,2,134,0,True,False,False
12,"非常普通的水母，根據薩雷安的博物學家的研究，水母的成長會經歷九個變態階段。",4872,6,0,False,False,0,134,0,True,False,False
13,"在威爾布蘭德島的河流中能夠找到這種小魚，不過其實它們的生命力比想像中的強，即使在河流入海口這種淡水鹹水混雜的地方，也對它們的生活基本沒什麼影響。",4931,6,0,False,False,2,134,0,True,False,False
14,"很多人都不喜歡藤皮海參的外型，不過在翠浪海的馬茲拉雅島和近東地區的薩維奈島上，人們會將這種海參乾燥後作為食物。",4873,7,0,False,False,0,135,0,True,False,False
15,"一種主要在港灣附近活動的魚，是海釣的人的老朋友了。利姆薩·羅敏薩的人們更是非常喜歡這種魚。",4874,7,0,False,False,0,134,0,True,False,False
16,"非常兇猛的淡水食肉魚，下水玩的孩子和家畜被它們咬傷的情況時有發生。不過經過紅燜之後相當美味。",4932,7,0,False,False,2,148,0,True,False,False
17,"這種蝲蛄在幼年時期還是藍灰色，隨著年齡不斷增加，外殼的紅色也逐漸加深。",4933,8,0,False,False,2,137,0,True,False,False
18,"以其美味聞名於世的雙殼貝類，一般住在海邊的居民都會用來做各種家庭菜餚。",4875,8,0,False,False,0,135,0,True,False,False
19,"有潛伏在水底並用沙子掩蓋自己身形的習性，所以在拉諾西亞地區，形容一個人膽小懦弱時就會說他「像一條潛沙魚」。",4934,8,0,False,False,2,134,0,True,False,False
20,"這種魚在檸檬色的身體上還有些淡淡的花紋，令人賞心悅目。在喜歡金色的烏爾達哈富人群體中非常受歡迎。",4876,9,0,False,False,0,134,0,True,False,False
21,"又細又長的黃銅色淡水魚，農耕民族出身的拉拉菲爾人非常喜歡吃，但是一般人只會覺得有種土腥味。",4935,9,0,False,False,3,152,0,True,False,False
22,"傳說中，這種魚曾經是淡水魚，不過有一次山嶽神奧修昂聽到海洋女神利姆萊茵的呼喚動身前往時不小心將它踩死了。後來利姆萊茵可憐它的不幸，將它轉生成為了一種扁平的海魚。",4877,10,0,False,False,0,135,0,True,False,False
23,"雜食性的淡水魚，因為什麼都吃，所以釣魚的時候各種魚餌都有效，也因此廣受捕魚人的歡迎。烤熟之後撒點鹽就能變身成為驚天美味。",4936,10,0,False,False,2,148,0,True,False,False
