key,0,1,2,3,4,5,6,7
#,Singular,Adjective,Plural,PossessivePronoun,StartsWithVowel,,Pronoun,Article
offset,0,8,4,9,10,11,12,13
int32,str,sbyte,str,sbyte,sbyte,sbyte,sbyte,sbyte
2000000,"",0,"",0,0,1,0,0
2000001,"透明君※α未使用",0,"",0,0,1,0,0
2000002,"草むらテスト※α未使用",0,"",0,0,1,0,0
2000003,"クエストツールテスト※α未使用",0,"",0,0,1,0,0
2000004,"クエストツールテスト２※α未使用",0,"",0,0,1,0,0
2000006,"草むら※α未使用",0,"",0,0,1,0,0
2000007,"草むら※α未使用",0,"",0,0,1,0,0
2000008,"境樹",0,"",0,0,1,0,0
2000009,"指定地點",0,"",0,0,1,0,0
2000010,"變色龍蛋",0,"",0,0,1,0,0
2000011,"變色龍蛋",0,"",0,0,1,0,0
2000012,"變色龍蛋",0,"",0,0,1,0,0
2000013,"變色龍蛋",0,"",0,0,1,0,0
2000014,"變色龍蛋",0,"",0,0,1,0,0
2000015,"",0,"",0,0,1,0,0
2000016,"腐朽的樹",0,"",0,0,1,0,0
2000017,"腐朽的樹",0,"",0,0,1,0,0
2000018,"腐朽的樹",0,"",0,0,1,0,0
2000019,"",0,"",0,0,1,0,0
2000020,"森林特產蔬菜",0,"",0,0,1,0,0
2000021,"森林特產蔬菜",0,"",0,0,1,0,0
2000022,"森林特產蔬菜",0,"",0,0,1,0,0
2000023,"森林特產蔬菜",0,"",0,0,1,0,0
2000024,"森林特產蔬菜",0,"",0,0,1,0,0
2000025,"森林特產蔬菜",0,"",0,0,1,0,0
2000026,"阿澤瑪玫瑰果",0,"",0,0,1,0,0
2000027,"阿澤瑪玫瑰果",0,"",0,0,1,0,0
2000028,"阿澤瑪玫瑰果",0,"",0,0,1,0,0
2000029,"阿澤瑪玫瑰果",0,"",0,0,1,0,0
2000030,"阿澤瑪玫瑰果",0,"",0,0,1,0,0
2000031,"阿澤瑪玫瑰果",0,"",0,0,1,0,0
2000032,"",0,"",0,0,1,0,0
2000033,"埋門",0,"",0,0,1,0,0
2000034,"",0,"",0,0,1,0,0
2000035,"",0,"",0,0,1,0,0
2000037,"",0,"",0,0,1,0,0
2000038,"",0,"",0,0,1,0,0
2000039,"魔導感光器",0,"",0,0,1,0,0
2000040,"",0,"",0,0,1,0,0
2000041,"",0,"",0,0,1,0,0
2000042,"指定地點",0,"",0,0,1,0,0
2000043,"潮濕窪地",0,"",0,0,1,0,0
2000044,"潮濕窪地",0,"",0,0,1,0,0
2000045,"潮濕窪地",0,"",0,0,1,0,0
2000046,"退出點",0,"",0,0,1,0,0
2000047,"",0,"",0,0,1,0,0
2000048,"歐米茄傳送裝置",0,"",0,0,1,0,0
2000051,"",0,"",0,0,1,0,0
2000052,"",0,"",0,0,1,0,0
2000053,"蕾亞的蛋",0,"",0,0,1,0,0
2000054,"",0,"",0,0,1,0,0
2000055,"邪教念珠",0,"",0,0,1,0,0
2000056,"邪教念珠",0,"",0,0,1,0,0
2000057,"邪教念珠",0,"",0,0,1,0,0
2000058,"封印結界",0,"",0,0,1,0,0
2000059,"封印結界",0,"",0,0,1,0,0
2000060,"封印結界",0,"",0,0,1,0,0
2000061,"邪教寶珠",0,"",0,0,1,0,0
2000062,"邪教寶珠",0,"",0,0,1,0,0
2000063,"邪教寶珠",0,"",0,0,1,0,0
2000064,"",0,"",0,0,1,0,0
2000065,"",0,"",0,0,1,0,0
2000066,"退出點",0,"",0,0,1,0,0
2000067,"邪教寶珠",0,"",0,0,1,0,0
2000068,"",0,"",0,0,1,0,0
2000069,"",0,"",0,0,1,0,0
2000070,"香台",0,"",0,0,1,0,0
2000071,"香台",0,"",0,0,1,0,0
2000072,"傳喚鈴",0,"",0,0,1,0,0
2000073,"市場布告板",0,"",0,0,1,0,0
2000075,"指定地點",0,"",0,0,1,0,0
2000076,"指定地點",0,"",0,0,1,0,0
2000077,"指定地點",0,"",0,0,1,0,0
2000078,"指定地點",0,"",0,0,1,0,0
2000087,"客房的門",0,"",0,0,1,0,0
2000088,"舒適的睡床",0,"",0,0,1,0,0
2000089,"荒亂的庭院",0,"",0,0,1,0,0
2000093,"濕潤的貼紙",0,"",0,0,1,0,0
2000094,"濕潤的貼紙",0,"",0,0,1,0,0
2000095,"濕潤的貼紙",0,"",0,0,1,0,0
2000096,"濕潤的貼紙",0,"",0,0,1,0,0
2000097,"濕潤的貼紙",0,"",0,0,1,0,0
2000098,"濕潤的貼紙",0,"",0,0,1,0,0
2000099,"濕潤的貼紙",0,"",0,0,1,0,0
2000100,"魔導感光器",0,"",0,0,1,0,0
2000101,"魔導感光器",0,"",0,0,1,0,0
2000102,"魔導感光器",0,"",0,0,1,0,0
2000103,"魔導感光器",0,"",0,0,1,0,0
2000104,"魔導感光器",0,"",0,0,1,0,0
2000105,"魔導感光器",0,"",0,0,1,0,0
2000106,"魔導感光器",0,"",0,0,1,0,0
2000107,"魔導感光器",0,"",0,0,1,0,0
2000108,"魔導感光器",0,"",0,0,1,0,0
2000109,"魔導感光器",0,"",0,0,1,0,0
2000110,"魔導感光器",0,"",0,0,1,0,0
2000111,"",0,"",0,0,1,0,0
2000112,"",0,"",0,0,1,0,0
2000113,"",0,"",0,0,1,0,0
2000114,"",0,"",0,0,1,0,0
2000115,"",0,"",0,0,1,0,0
2000116,"魔導終端",0,"",0,0,1,0,0
2000117,"",0,"",0,0,1,0,0
2000118,"魔導終端",0,"",0,0,1,0,0
2000119,"魔導終端",0,"",0,0,1,0,0
2000120,"",0,"",0,0,1,0,0
2000121,"",0,"",0,0,1,0,0
2000122,"魔導終端",0,"",0,0,1,0,0
2000123,"魔導終端",0,"",0,0,1,0,0
2000124,"",0,"",0,0,1,0,0
2000125,"魔導傳送裝置",0,"",0,0,1,0,0
2000126,"魔導傳送裝置",0,"",0,0,1,0,0
2000127,"魔導傳送裝置",0,"",0,0,1,0,0
2000128,"花粉塊",0,"",0,0,1,0,0
2000129,"花粉塊",0,"",0,0,1,0,0
2000130,"花粉塊",0,"",0,0,1,0,0
2000131,"",0,"",0,0,1,0,0
2000132,"",0,"",0,0,1,0,0
2000133,"",0,"",0,0,1,0,0
2000134,"",0,"",0,0,1,0,0
2000135,"",0,"",0,0,1,0,0
2000136,"細微的足跡",0,"",0,0,1,0,0
2000137,"",0,"",0,0,1,0,0
2000138,"",0,"",0,0,1,0,0
2000139,"退出點",0,"",0,0,1,0,0
2000140,"雜草叢",0,"",0,0,1,0,0
2000141,"測量記錄冊",0,"",0,0,1,0,0
2000142,"雜草叢",0,"",0,0,1,0,0
2000143,"骯髒的路標",0,"",0,0,1,0,0
2000144,"骯髒的路標",0,"",0,0,1,0,0
2000145,"燈火茸",0,"",0,0,1,0,0
2000146,"暖和的麻袋",0,"",0,0,1,0,0
2000147,"測量工具箱",0,"",0,0,1,0,0
2000148,"測量工具箱",0,"",0,0,1,0,0
2000149,"測量用的粗繩",0,"",0,0,1,0,0
2000150,"變色龍蛋",0,"",0,0,1,0,0
2000151,"城內乙太之晶",0,"",0,0,1,0,0
2000152,"小鑰匙",0,"",0,0,1,0,0
2000153,"城內乙太之晶",0,"",0,0,1,0,0
2000154,"城內乙太之晶",0,"",0,0,1,0,0
