key,0,1,2,3,4,5
#,Color,Shade,SubOrder,Name,,
offset,4,8,9,0,10,10
int32,Color,byte,byte,str,bit&01,bit&02
0,0,2,1,"",False,True
1,14999504,2,2,"素雪白",False,True
2,11315362,2,3,"蒼白灰",False,True
3,9013124,2,4,"古菩灰",False,True
4,6645093,2,5,"石板灰",False,True
5,4736834,2,6,"木炭灰",False,True
6,2828579,2,7,"煤煙黑",False,True
7,15114134,4,1,"玫瑰粉",False,True
8,8612201,4,2,"丁香紫",False,True
9,5969705,4,3,"羅蘭莓",False,True
10,7871002,4,4,"衛月紅",False,True
11,6431239,4,5,"鐵鏽紅",False,True
12,4527377,4,6,"果酒紅",False,True
13,13397086,4,7,"珊瑚粉",False,True
14,9517863,4,8,"鮮血紅",False,True
15,14985866,4,9,"鮭魚粉",False,True
16,12016685,5,1,"日落橙",False,True
17,8206598,5,2,"台地紅",False,True
18,6966071,5,3,"樹皮棕",False,True
19,7224612,5,4,"巧克力",False,True
20,5188895,5,5,"鐵鏽棕",False,True
21,3154203,5,6,"鈷鐵棕",False,True
22,13209942,5,7,"軟木棕",False,True
23,10055231,5,8,"盧恩棕",False,True
24,8084525,5,9,"奧猴棕",False,True
25,10651484,5,10,"山羊棕",False,True
26,12940324,5,11,"南瓜橙",False,True
27,9328667,5,12,"橡果棕",False,True
28,6570518,5,13,"果園棕",False,True
29,4008205,5,14,"山栗棕",False,True
30,12166281,5,15,"哥布林",False,True
31,9601388,5,16,"頁岩棕",False,True
32,6378053,5,17,"鼴鼠棕",False,True
33,4141865,5,18,"沃土棕",False,True
34,15455136,6,1,"骸骨白",False,True
35,12034928,6,2,"黃沙棕",False,True
36,14398551,6,3,"陸行鳥黃",False,True
37,16434731,6,4,"蜂蜜黃",False,True
38,14982708,6,5,"玉米黃",False,True
39,12355588,6,6,"猛豹黃",False,True
40,15914864,6,7,"奶油黃",False,True
41,10847280,6,8,"日影黃",False,True
42,4207377,6,9,"萄乾棕",False,True
43,5788208,7,1,"泥沼綠",False,True
44,12303242,7,2,"妖精綠",False,True
45,11251796,7,3,"青檸綠",False,True
46,7369510,7,4,"苔蘚綠",False,True
47,9149539,7,5,"牧草綠",False,True
48,4936242,7,6,"橄欖綠",False,True
49,3290657,7,7,"沼澤綠",False,True
50,10204003,7,8,"蘋果綠",False,True
51,6652481,7,9,"仙人掌",False,True
52,2640684,7,10,"獵人綠",False,True
53,4219705,7,11,"口花綠",False,True
54,6255960,7,12,"金龜綠",False,True
55,3886396,7,13,"地神綠",False,True
56,1976865,7,14,"深林綠",False,True
57,9878969,7,15,"天上藍",False,True
58,4420210,7,16,"綠松藍",False,True
59,2049606,7,17,"魔花綠",False,True
60,11715790,8,1,"寒冰藍",False,True
61,8630482,8,2,"天空藍",False,True
62,6586784,8,3,"海霧藍",False,True
63,3893382,8,4,"孔雀藍",False,True
64,1850708,8,5,"羅海藍",False,True
65,9345964,8,6,"腐屍藍",False,True
66,5199718,8,7,"青磷藍",False,True
67,3094609,8,8,"靛青藍",False,True
68,1711911,8,9,"油墨藍",False,True
69,5996480,8,10,"盜龍藍",False,True
70,3102857,8,11,"東洲藍",False,True
71,2310514,8,12,"風暴藍",False,True
72,1124676,8,13,"虛空藍",False,True
73,2568295,8,14,"皇室藍",False,True
74,1579319,8,15,"午夜藍",False,True
75,3618631,8,16,"陰影藍",False,True
76,3222871,8,17,"深淵藍",False,True
77,8880046,9,1,"薰衣草",False,True
78,5326176,9,2,"憂鬱紫",False,True
79,3288123,9,3,"醋栗紫",False,True
80,12033724,9,4,"虹膜紫",False,True
81,3877437,9,5,"葡萄紫",False,True
82,16699125,9,6,"蓮花粉",False,True
83,14457802,9,7,"蜂鳥粉",False,True
84,7950956,9,8,"仙子梅",False,True
85,6697038,9,9,"帝王紫",False,True
86,14942225,4,10,"寶石紅",False,True
87,16070555,4,11,"櫻桃粉",False,True
88,16709732,6,10,"絲雀黃",False,True
89,16511412,6,11,"香草黃",False,True
90,3746,8,18,"龍騎藍",False,True
91,307149,8,19,"松石藍",False,True
92,6316136,10,21,"炮銅黑",True,False
93,15328218,10,22,"珍珠白",True,False
94,15192471,10,23,"金屬銅",True,False
95,0,0,0,"",False,False
96,0,0,0,"",False,False
97,0,0,0,"",False,False
98,0,0,0,"",False,False
99,0,0,0,"",False,False
100,0,0,0,"",False,False
101,16382196,10,1,"無瑕白",False,True
102,1973790,10,2,"煤玉黑",False,True
103,16632006,10,3,"柔彩粉",False,True
104,3283225,10,4,"黑暗紅",False,True
105,2629916,10,5,"黑暗棕",False,True
106,12242858,10,6,"柔彩綠",False,True
107,1387564,10,7,"黑暗綠",False,True
108,9872601,10,8,"柔彩藍",False,True
109,1187629,10,9,"黑暗藍",False,True
110,12301786,10,10,"柔彩紫",False,True
111,2301990,10,11,"黑暗紫",False,True
112,10987431,10,12,"閃耀銀",True,False
113,15590973,10,13,"閃耀金",True,False
114,11935051,10,14,"金屬紅",True,False
115,14978095,10,15,"金屬橙",True,False
116,16046662,10,16,"金屬黃",True,False
117,2271063,10,17,"金屬綠",True,False
118,6214886,10,18,"金屬藍",True,False
119,5264089,10,19,"金屬靛",True,False
120,10708674,10,20,"金屬紫",True,False
