key,0
#,Text
offset,0
int32,str
0,""
1,"× <hex:022003E80203>"
2,"殘り"
3,"東"
4,"南"
5,"西"
6,"北"
7,"點數表示切換"
8,"鳴牌有效"
9,"鳴牌無效"
10,"碰！"
11,"吃！"
12,"杠！"
13,"立直！"
14,"自摸！"
15,"和牌！"
16,"立直"
17,"碰"
18,"吃"
19,"杠"
20,"自摸"
21,"和牌"
22,"放棄"
23,"取消"
24,"關閉"
25,"九種么九倒牌"
26,"四家立直"
27,"三家和"
28,"四杠散了"
29,"四風子連打"
30,"荒牌平局"
31,"流局"
32,"要流局嗎？"
33,"是"
34,"否"
35,"此局流局"
36,"確定要中途放棄多瑪方城戰嗎？"
37,"在有段位變動的對戰中，如果中途退出則戰績會自動被記錄為第4名。<hex:02100103>確認要退出嗎？"
38,"現在是　最高段位"
39,"結果"
40,"結果"
41,"自摸"
42,"和牌"
43,"東家"
44,"南家"
45,"西家"
46,"北家"
47,"寶牌"
48,"裏寶牌"
49,"<hex:022003E80203>番"
50,"<hex:022003E80203>符"
51,"下一局"
52,"滿貫"
53,"跳滿"
54,"倍滿"
55,"三倍滿"
56,"役滿"
57,"累計役滿"
58,"雙倍役滿"
59,"三倍役滿"
60,"距離下次對戰還有<hex:022003E80203>:<hex:022403E80303>"
61,"距離最終成績發表還有<hex:022003E80203>:<hex:022403E80303>"
62,"對戰結果"
63,"正在等待其他玩家……"
64,"對戰結束"
65,"●OPPONENT SELECT"
66,"●対戦者選択"
67,"●麻雀を始める"
68,"●戻る"
69,"●殘り対戦者"
70,"●<hex:022003E80203>/<hex:022003E80303>"
71,"●まわりを気にせずカンをしまくって場を荒らす暴れん坊。"
72,"●ポンポン鳴いて「トイトイ」を狙う。"
73,"●「メンタンピン三色」が得意な正統派。他家のリーチが怖くておりちゃうことも。"
74,"●混一が好き。カンでドラを増やして高得點を狙う。黙聴もあり油斷できない。"
75,"●お得意の四暗刻が炸裂する。"
76,"●手をつくるのが速い。親での一発逆転は要注意。"
77,"●伝承では古の知識をもつ理知的なおじいちゃん。牌の流れに逆らわない自然流。"
78,"●いつ誰がこの雀荘に呼び降ろしたのか、その真実を知る者はいない。"
79,"●"
80,""
81,""
82,""
83,"+ <hex:022003E80203>"
84,"- <hex:022003E80203>"
85,"▲<hex:022003E80203>"
86,"▼<hex:022003E80203>"
87,"<hex:0212020C03> 輔助功能"
88,"放棄"
89,"捨牌"
90,"捨牌"
91,"捨牌"
92,"杠！"
93,"碰！"
94,"吃！"
95,"立直！"
96,"和牌！"
97,"自摸！"
98,"九種么九倒牌"
99,"碰！"
100,"吃！"
101,"杠！"
102,"立直！"
103,"自摸！"
104,"和牌！"
105,"碰！"
106,"吃！"
107,"杠！"
108,"立直！"
109,"自摸！"
110,"和牌！"
111,"碰！"
112,"吃！"
113,"杠！"
114,"立直！"
115,"自摸！"
116,"和牌！"
117,"碰！"
118,"吃！"
119,"杠！"
120,"立直！"
121,"自摸！"
122,"和牌！"
123,"碰！"
124,"吃！"
125,"杠！"
126,"立直！"
127,"自摸！"
128,"和牌！"
129,"碰！"
130,"吃！"
131,"杠！"
132,"立直！"
133,"自摸！"
134,"和牌！"
135,"碰！"
136,"吃！"
137,"杠！"
138,"立直！"
139,"自摸！"
140,"和牌！"
141,"碰！"
142,"吃！"
143,"杠！"
144,"立直！"
145,"自摸！"
146,"和牌！"
147,"碰！"
148,"吃！"
149,"杠！"
150,"立直！"
151,"自摸！"
152,"和牌！"
153,"點數"
154,"段位"
155,"距離結束還有<hex:022003E80203>:<hex:022403E80303>"
156,"東一局"
157,"東二局"
158,"東三局"
159,"東四局"
160,"南一局"
161,"南二局"
162,"南三局"
163,"南四局"
164,""
165,""
166,""
167,""
168,""
169,""
170,""
171,""
172,"因文字牌與數字牌的1與9的數量合計超過9張，因此此局流局。"
173,"因4人同時立直，因此此局流局。"
174,"因3人同時和牌，因此此局流局。"
175,"因第4回開杠，因此此局流局。"
176,"因4人打出的第一張牌均為同一張風牌，因此此局流局。"
177,"獲得點數"
178,"在流局時<hex:024804F201F403><hex:024904F201F503>沒有聽牌的玩家<hex:0249020103><hex:0248020103>需支付點數給<hex:024804F201FA03><hex:024904F201FB03>已經聽牌的玩家<hex:0249020103><hex:0248020103>。"
179,"聽牌！"
180,"未聽牌……"
181,"總計段位點數"
182,"<hex:022003E80203><hex:020810E1E80301FF08>/<hex:022003E80303><hex:FF01><hex:03>"
183,"現在的段位"
184,"距離下一段位還有"
185,"點"
186,"<hex:020818E1E80201FF09> +<hex:022003E80203><hex:FF08> <hex:022003E80203><hex:03>"
187,"每人<hex:022003E80203> "
188,"<hex:022003E80203> - <hex:022003E80303>"
189,"<hex:022003E80203>本場"
190,"在其他玩家操作結束前請耐心等待。"
191,""
192,""
193,""
194,""
195,""
196,""
197,"寶牌指示牌（傳統式）"
198,"寶牌（多瑪式）"
199,"<hex:020828E4E95101FF1B><hex:020814E4E94F04FF08>control<hex:FF05>Ctrl<hex:03>鍵<hex:FF06><hex:021E021003><hex:03> 顯示點數差距"
200,"段位<hex:022003E80203>"
201,"距離新一局的開始時間還有<hex:02100103><hex:022003E80203>分鐘"
202,"距離新一局的開始時間還有不到1分鐘"
203,"下一局將是最終局"
204,"此局為最終局"
205,"<hex:020828E4E95101FF1B><hex:020814E4E94F04FF08>control<hex:FF05>Ctrl<hex:03>鍵<hex:FF06><hex:021E021003><hex:03> 確認捨牌"
206,"四倍役滿"
207,"剩餘時間"
208,"振聽狀態：可以和牌的牌為自己曾經捨棄或錯過的牌時，又或者未湊齊任何役時，只能自摸和牌。"
209,"自動和牌有效"
210,"自動和牌無效"
211,"対戦者リスト"
212,"<hex:022903EA0203>"
213,"<hex:022903EA0203>"
214,"<hex:022903EA0203>"
215,"顯示對戰者名單"
216,""
217,""
218,""
219,""
220,""
221,""
222,""
223,""
224,""
225,""
226,""
227,""
228,""
229,""
230,""
231,""
232,""
233,""
234,""
235,""
236,""
237,""
238,""
239,""
240,""
241,""
242,""
243,""
244,""
245,""
246,""
247,""
248,""
249,""
250,""
251,""
252,""
253,""
254,""
255,""
256,"在不碰不吃等情況下僅用抓到的牌和牌。"
257,"在宣告立直後和牌。"
258,"在宣告立直後的一輪內和牌。"
259,"用開杠後用追加的牌和牌。"
260,"用其他玩家開杠的牌和牌。"
261,"用本局的最後一張牌和牌。"
262,"用本局的最後一張牌和牌。"
263,"在只用順子做出兩面聽且對子不能為役牌的情況下和牌。"
264,"1,9の數字及び文字の牌が無い狀態であがる"
265,"在不含有數字牌1和9以及文字牌的情況下和牌。"
266,"在含有2個相同順子的情況下和牌。"
267,"役のある牌であがる"
268,"役牌「東」。"
269,"役牌「南」。"
270,"役牌「西」。"
271,"役牌「北」。"
272,"場風東與自風東的雙役牌。"
273,"場風南與自風南的雙役牌。"
274,"場風西與自風西的雙役牌。"
275,"場風北與自風北的雙役牌。"
276,"役牌「白」。"
277,"役牌「發」。"
278,"役牌「中」。"
279,"獎勵牌。雖然無法作為役牌使用，但是能夠提高番數。"
280,"在開始的第一輪宣告立直後和牌。"
281,"在三種花色數值相同的順子的情況下和牌。"
282,"在有花色相同的「123、456、789」三個順子的情況下和牌。"
283,"在所有的順子、刻子、杠子、對子都含有么九牌的情況下和牌。"
284,"由一對對子加四組刻子或杠子組成的和牌。"
285,"牌中有三種花色數值相同的三個順子組成的和牌。"
286,"在么九牌與字牌組成的刻子或是對子的情況下和牌。"
287,"在不碰的情況下湊齊3組刻子和牌。"
288,"在自身開杠3回後和牌。"
289,"在湊齊中、發、白的其中兩種刻子或杠子再加上其餘一種對子的情況下和牌。"
290,"在所有牌均為對子的情況下和牌。"
