key,0,1,2,3,4
#,LogKind,,,,Text
offset,4,6,8,9,0
int32,uint16,uint16,byte,bit&01,str
0,0,0,0,False,""
1,57,1,0,False,"向<hex:020816E908FF10><hex:02280CFF07>ObjStr<hex:E9080103><hex:EB0303>發送了入隊邀請。"
2,57,1,0,False,"<hex:020816E908FF10><hex:02280CFF07>ObjStr<hex:E9080103><hex:EB0303>發來的入隊邀請被取消了。"
3,57,33,0,False,"收到了<hex:020816E908FF10><hex:02280CFF07>ObjStr<hex:E9080103><hex:EB0303>發來的入隊邀請。"
4,57,1,0,False,"退出了小隊。"
5,57,1,0,False,"小隊解散了。 "
6,0,0,0,False,""
7,0,0,0,False,""
8,57,1,0,False,"將<hex:020816E908FF10><hex:02280CFF07>ObjStr<hex:E9080103><hex:EB0303>加入到黑名單中。"
9,57,1,0,False,"將<hex:020816E908FF10><hex:02280CFF07>ObjStr<hex:E9080103><hex:EB0303>從黑名單中移除。"
10,57,33,0,False,"向<hex:020816E908FF10><hex:02280CFF07>ObjStr<hex:E9080103><hex:EB0303>發送了好友邀請。"
11,57,33,0,False,"收到了<hex:020816E908FF10><hex:02280CFF07>ObjStr<hex:E9080103><hex:EB0303>發來的好友邀請。"
12,57,1,0,False,"將<hex:020816E908FF10><hex:02280CFF07>ObjStr<hex:E9080103><hex:EB0303>從好友名單中移除。"
13,57,1,0,False,"向<hex:020816E908FF10><hex:02280CFF07>ObjStr<hex:E9080103><hex:EB0303>發送了加入通訊貝「<hex:020816E909FF10><hex:02280CFF07>ObjStr<hex:E9090103><hex:EB0403>」的邀請。"
14,57,33,0,False,"收到了<hex:020816E908FF10><hex:02280CFF07>ObjStr<hex:E9080103><hex:EB0303>發來的加入通訊貝「<hex:020816E909FF10><hex:02280CFF07>ObjStr<hex:E9090103><hex:EB0403>」的邀請。"
15,57,1,0,False,"將<hex:020816E908FF10><hex:02280CFF07>ObjStr<hex:E9080103><hex:EB0303>任命為「<hex:020816E909FF10><hex:02280CFF07>ObjStr<hex:E9090103><hex:EB0403>」的隊長。"
16,57,1,0,False,"解除了<hex:020816E908FF10><hex:02280CFF07>ObjStr<hex:E9080103><hex:EB0303>作為「<hex:020816E909FF10><hex:02280CFF07>ObjStr<hex:E9090103><hex:EB0403>」隊長的任命。"
17,57,1,0,False,"退出了通訊貝「<hex:020816E909FF10><hex:02280CFF07>ObjStr<hex:E9090103><hex:EB0403>」。"
18,57,33,0,False,"通訊貝「<hex:020816E909FF10><hex:02280CFF07>ObjStr<hex:E9090103><hex:EB0403>」解散了。"
19,57,1,0,False,"<hex:020816E908FF10><hex:02280CFF07>ObjStr<hex:E9080103><hex:EB0303>被移除出了通訊貝「<hex:020816E909FF10><hex:02280CFF07>ObjStr<hex:E9090103><hex:EB0403>」。"
20,57,1,0,False,"被移除出了通訊貝「<hex:020816E909FF10><hex:02280CFF07>ObjStr<hex:E9090103><hex:EB0403>」。"
21,57,1,0,False,"通訊貝「<hex:020816E909FF10><hex:02280CFF07>ObjStr<hex:E9090103><hex:EB0403>」的管理員許可權轉交給了<hex:020816E908FF10><hex:02280CFF07>ObjStr<hex:E9080103><hex:EB0303>。"
22,57,33,0,False,"通訊貝「<hex:020816E909FF10><hex:02280CFF07>ObjStr<hex:E9090103><hex:EB0403>」的管理員許可權轉交給了<hex:020816E908FF10><hex:02280CFF07>ObjStr<hex:E9080103><hex:EB0303>。"
23,57,33,0,False,"接受了通訊貝「<hex:020816E909FF10><hex:02280CFF07>ObjStr<hex:E9090103><hex:EB0403>」的隊長任命。"
24,57,1,0,False,"解除了通訊貝「<hex:020816E909FF10><hex:02280CFF07>ObjStr<hex:E9090103><hex:EB0403>」的隊長任命。"
25,57,33,0,False,"郵件已發送。"
26,57,1,0,False,"郵件已刪除。"
27,57,1,0,False,"從郵件中獲得了<hex:02280AFF05>Item<hex:E8020103><hex:020811E1E80302FF09>×<hex:022003E80303><hex:FF01><hex:03>。"
28,57,1,0,False,"從郵件中獲得了<hex:022206E802FF022C03>金幣。"
29,60,9,0,False,"由於未領取好友發來的道具，現已無法收到更多來自好友的道具郵件。"
30,60,8,0,False,"<hex:020816E909FF10><hex:02280CFF07>ObjStr<hex:E9090103><hex:EB0403>現在無法進行交易。"
31,60,8,0,False,"該道具無法交易給其他玩家。"
32,57,1,0,False,"向<hex:020816E909FF10><hex:02280CFF07>ObjStr<hex:E9090103><hex:EB0403>發送了交易申請。"
33,57,1,0,False,"等待<hex:020816E909FF10><hex:02280CFF07>ObjStr<hex:E9090103><hex:EB0403>確認交易內容。"
34,57,1,0,False,"收到了<hex:020816E909FF10><hex:02280CFF07>ObjStr<hex:E9090103><hex:EB0403>發來的交易申請。"
35,57,1,0,False,"交易開始。"
36,57,1,0,False,"交易取消。"
37,57,1,0,False,"交易內容變更。"
38,57,33,0,False,"交易完成。"
39,60,8,0,False,"無法進行交易，背包已滿。"
40,60,8,0,False,"無法進行交易，對方背包已滿。"
41,60,8,0,False,"有損耗的道具無法進行交易。"
42,60,8,0,False,"無法進行交易，珍稀道具只能持有一個。"
43,60,8,0,False,"無法進行交易，對方已經持有珍稀道具。"
44,57,8,0,False,"離開交易對象會中斷交易。"
45,60,8,0,False,"已達到可輸入文字上限。"
46,60,8,0,False,"無法交易，所持金幣已達上限。"
47,60,8,0,False,"無法進行交易，對方所持金幣已達上限。"
48,60,8,0,False,"無法向「忙碌中」狀態的玩家申請交易。"
49,60,1,0,False,"無法向<hex:022903EA0203>發送悄悄話，對方現在處於「忙碌中」狀態。"
50,60,1,0,False,"向<hex:022903EA0203>發送悄悄話失敗。"
51,60,8,0,False,"沒有找到目標玩家。"
52,57,33,0,False,"開始跟隨<hex:020816E909FF10><hex:02280CFF07>ObjStr<hex:E9090103><hex:EB0403>。"
53,57,33,0,False,"取消跟隨。"
54,60,8,0,False,"無法完成交易。"
55,60,8,0,False,"無法向黑名單中的玩家發送悄悄話。"
56,60,8,0,False,"無法向黑名單中的玩家申請交易。"
57,60,8,0,False,"無法向黑名單中的玩家發送組隊邀請。"
58,60,8,0,False,"無法向黑名單中的玩家發送通訊貝邀請。"
59,60,8,0,False,"背包中還剩下<hex:022003E80203>格空位。"
60,57,33,1,False,"<hex:026003014203><hex:020816E908FF10><hex:02280CFF07>ObjStr<hex:E9080103><hex:EB0303>加入了小隊。"
61,57,33,1,False,"<hex:026003014203>加入了<hex:020816E908FF10><hex:02280CFF07>ObjStr<hex:E9080103><hex:EB0303>的小隊。"
62,57,1,0,False,"<hex:020816E908FF10><hex:02280CFF07>ObjStr<hex:E9080103><hex:EB0303>拒絕了入隊邀請。"
63,57,1,0,False,"拒絕了<hex:020816E908FF10><hex:02280CFF07>ObjStr<hex:E9080103><hex:EB0303>發來的入隊邀請。"
64,57,1,1,False,"將隊長許可權轉讓給了<hex:020816E908FF10><hex:02280CFF07>ObjStr<hex:E9080103><hex:EB0303>。"
65,57,33,1,False,"接受了<hex:020816E908FF10><hex:02280CFF07>ObjStr<hex:E9080103><hex:EB0303>轉讓來的隊長許可權。"
66,57,33,1,False,"<hex:020816E908FF10><hex:02280CFF07>ObjStr<hex:E9080103><hex:EB0303>成為了新的隊長。"
67,57,1,1,False,"<hex:026003014803><hex:020816E908FF10><hex:02280CFF07>ObjStr<hex:E9080103><hex:EB0303>被移出了小隊。"
