key,0
#,Name
offset,0
int32,str
0,""
1,"第一艦隊第二陸戰隊 希爾斯凱辛陸士"
2,"布魯蓋爾商會 採購負責人 文斯汀·瓦爾達"
3,"文字數測試＿＿＿■一二三四五六七八九■一二三四五六七八九■一二三四五六七八九■一二三四五六七八九■一二三四五六七八九■一二三四五六七八九"
4,"莫古力禮峰牧童"
5,"莫古力禮峰牧童 奧多莉"
6,"碩老樹冥想窟的幻術師"
7,"酒保商人 艾蕾德"
8,"巴斯卡隆酒家老闆"
9,"黑兔堂採購部長 麥森塔"
10,"鬼哭隊第三槍隊隊員"
11,"鬼哭隊第四槍隊隊員"
12,"鬼哭隊第五槍隊隊員"
13,"鬼哭隊第五槍隊隊員 朱利昂貝爾"
14,"石場水車居民"
15,"園藝工公會會員"
16,"狩獵人公會"
17,"加比諾老爹"
18,"鬼哭隊第一槍隊隊員"
19,"鬼哭隊第一槍隊輜重兵 朗韋爾萊"
20,"狩獵人公會 厄讓奈爾"
21,"神勇隊人馬師團 加爾弗里德教官"
22,"園藝工公會 加比諾老爹"
23,"園藝工公會 萊昂索"
24,"碩老樹冥想窟法師 阿麗克希"
25,"神勇隊人馬師團 莫雷蘭"
26,"莫古力禮峰牧童 瑪爾戈"
27,"鬼哭隊第三槍隊 艾爾格"
28,"莫古力禮峰牧童 居斯塔萬"
29,"碩老樹冥想窟法師 瓦爾迪尤"
30,"鬼哭隊第四槍隊 弗洛里蒙"
31,"巴斯卡隆酒家老闆：巴斯卡隆"
32,"盛花養蜂場 羅莎·霍桑"
33,"森林居民 伊莎貝爾·霍桑"
34,"森林居民 羅爾佛·霍桑"
35,"鬼哭隊第五槍隊 巴蘭"
36,"石場水車居民 翁布莉娜"
37,"吟遊莫古力 庫帕恩·哢噗"
38,"碩老樹冥想窟法師 沙利娜"
39,"石場水車居民 阿爾德里克"
40,"鬼哭隊第六槍隊 阿維雷"
41,"碩老樹冥想窟 艾德斯坦"
42,"品行端正的旅行商人 伽特里克斯"
43,"格爾莫拉探索者 羅朗代"
44,"鬼哭隊第二槍隊 皮茉·奈爾赫"
45,"鬼哭隊第五槍隊 卡斯特蘭"
46,"赤血雄雞農場主 阿納奧克"
47,"赤血雄雞農場本草學者 亞雷恩隆納"
48,"赤血雄雞農場馴獸人 穆格拉姆"
49,"灰艦風車群風車長 維茲阿雷恩"
50,"遠洋交易船「獵戶號」船長 阿爾德斯奇夫"
51,"雨燕塔殖民地 利爾夫"
52,"瓦瓦拉哥網組 福西里安"
53,"黃衫隊第二陸戰隊陸兵 安克蕾塔"
54,"黃衫隊第二陸戰隊陸士 希爾斯凱辛"
55,"黃衫隊第三陸戰隊陸兵 弗雷洛夫"
56,"黃衫隊第三陸戰隊陸兵 斯克里布斯克夫"
57,"黃衫隊第四陸戰隊陸士長 雅·亞拉巴莉"
58,"小麥酒港釀酒師 敏德艾丁"
59,"小麥酒港釀酒師 奧·阿德布"
60,"守炬埠頭 哈爾德布羅達"
61,"格格魯玖家管家 古古蒂"
