key,0,1,2,3,4,5,6,7,8,9,10,11,12,13
#,Name,Name{Short},Passengers,X,Y,RankReq,CeruleumTankReq,SurveyDuration<min>,SurveyDistance,,SurveillanceReq,,,ExpReward
offset,0,4,27,18,20,22,12,14,16,23,25,24,26,8
int32,str,str,bit&01,int16,int16,byte,uint16,uint16,uint16,byte,byte,byte,byte,uint32
0,"雲海01","雲海01",False,371,831,1,1,180,13,0,0,0,0,10610
1,"雲海02","雲海02",False,615,800,1,1,180,13,0,0,0,0,10610
2,"雲海03","雲海03",False,156,800,4,1,180,13,0,0,0,0,27840
3,"雲海04","雲海04",False,787,834,7,1,180,13,0,0,0,0,46660
4,"雲海05","雲海05",False,492,720,10,2,360,13,0,0,0,0,75920
5,"雲海06","雲海06",False,334,653,14,2,360,13,0,0,0,0,102600
6,"雲海07","雲海07",False,587,645,17,2,360,13,0,0,0,0,118350
7,"雲海08","雲海08",False,516,544,20,3,540,13,0,0,0,0,146210
8,"雲海09","雲海09",False,380,493,24,3,540,13,0,0,0,0,174980
9,"雲海10","雲海10",False,721,629,27,3,540,13,0,0,0,0,200430
10,"雲海11","雲海11",False,185,567,30,4,720,13,0,0,0,0,231750
11,"雲海12","雲海12",False,906,642,34,4,720,13,0,0,0,0,263530
12,"雲海13","雲海13",False,202,434,37,4,720,13,0,0,0,0,292170
13,"雲海14","雲海14",False,77,689,40,5,900,13,0,0,0,0,338330
14,"雲海15","雲海15",False,103,348,44,5,900,13,0,0,0,0,374020
15,"雲海16","雲海16",False,886,445,47,5,900,13,0,0,0,0,406590
16,"雲海17","雲海17",False,721,335,50,6,1440,13,0,90,0,0,0
17,"雲海18","雲海18",False,540,371,50,6,1440,13,0,90,0,0,0
18,"雲海19","雲海19",False,248,234,50,6,1440,13,0,90,0,0,0
19,"雲海20","雲海20",False,421,141,50,6,1440,13,0,90,0,0,0
20,"雲海21","雲海21",False,556,208,50,6,1440,13,0,90,0,0,0
21,"雲海22","雲海22",False,663,105,50,6,1440,13,0,90,0,0,0
22,"雲冠群島夜晚探索","雲冠群島夜晚探索",True,0,0,50,1,20,1,0,90,0,0,0
23,"雲海23","雲海23",False,130,120,50,6,1440,13,0,90,0,0,0
24,"雲海24","雲海24",False,390,380,50,6,1440,13,0,90,0,0,0
25,"","",False,0,0,0,0,0,0,0,0,0,0,0
127,"","",False,483,927,0,0,0,0,0,0,0,0,0
128,"","",False,0,0,0,0,0,0,0,0,0,0,0
