key,0,1,2
#,,,
offset,4,5,0
int32,byte,bit&01,str
0,4,True,""
1,7,False,"魔導裝甲的殘骸。
這裡難道經歷了激烈的戰鬥？"
2,7,False,"久經使用的劍和盾。
看起來不像是加雷馬帝國軍的裝備。
它們的主人究竟是誰？"
3,4,True,"好像是西德年輕時記錄的衛月觀測數據。
上面書寫著整整齊齊的文字和複雜的公式。

根據西德推測，
衛月擁有收集太陽能後進行轉換、輸送的機能。

如果在未做好接收準備的情況下啟動衛月，
積蓄了數千年的龐大能量將會從天而降，
造成重大的事故。"
4,7,False,"魔導死神的殘骸。"
5,7,False,"腳部損壞的魔導死神。"
6,7,False,"已經沒救了。"
7,7,False,"似乎是被控制住的帝國兵襲擊了，已經沒救了。"
8,7,False,"有拚命抵抗的跡象，但是已經沒救了。"
9,7,False,"腳部損壞的魔導死神。"
10,7,False,"腳部損壞的魔導死神。"
11,7,False,"魔導死神的殘骸。"
12,7,False,"腳部損壞的魔導死神。"
13,7,False,"魔導死神的殘骸。"
14,7,False,"魔導死神的殘骸。"
15,7,False,"已經沒救了。"
16,7,False,"魔導死神的殘骸。"
17,7,False,"像是年輕的新兵，已經沒救了。"
18,7,False,"從被控制的帝國兵身上獲得了“軍用恢復藥”！"
19,7,False,"魔導死神的殘骸。"
20,7,False,"魔導死神的殘骸。"
21,7,False,"魔導死神的殘骸。"
22,7,False,"魔導死神的殘骸。"
23,7,False,"已經沒救了。"
24,7,False,"好像是從背後被偷襲的，已經沒救了。"
25,7,False,"已經沒救了。"
26,7,False,"是個破破爛爛的小麻袋。"
27,7,False,"是個破破爛爛的小麻袋。"
28,7,False,"腳部損壞的魔導死神。"
29,7,False,"水面微微搖晃，產生了細小的氣泡……"
30,7,False,"葉子的表面有足跡。"
31,7,False,"在水底，看到了被植物寄生的動物的屍體。"
32,7,False,"看見有微小燒焦痕跡的水草。"
