key,0,1,2,3,4
#,List,,Priority,Name,Icon
offset,9,9,8,0,4
int32,bit&01,bit&02,byte,str,Image
0,False,False,0,"",0
1,False,False,0,"遊戲測試",61532
2,False,False,0,"遊戲管理員",61524
3,False,False,0,"遊戲管理員",61532
4,False,False,0,"活動參與者",61533
5,False,False,0,"通訊切斷",61503
6,True,False,1,"臨時好友",61501
7,True,False,2,"臨時加入",61501
8,True,False,3,"臨時加入",61501
9,True,False,4,"不存在",61502
10,True,False,5,"離線",61504
11,True,False,6,"戰鬥指導者",61542
12,True,False,7,"忙碌中",61509
13,True,False,8,"對戰任務中",61510
14,True,False,9,"幻卡對局中",61539
15,True,False,10,"過場動畫中",61508
16,True,False,12,"陸行鳥運輸騎乘中",61534
17,True,False,13,"離開",61511
18,True,False,14,"觀景模式中",61546
19,True,False,15,"請求修理",61512
20,True,False,16,"提供修理",61513
21,True,True,17,"接受鑲嵌魔晶石請求",61514
22,True,False,18,"角色扮演中",61545
23,True,False,19,"希望組隊",61515
24,True,False,20,"傭兵",61516
25,True,False,21,"任務搜尋申請中",61517
26,True,False,22,"隊員招募中",61536
27,True,False,31,"指導者",61540
28,True,False,32,"戰鬥指導者",61542
29,True,False,33,"製作採集指導者",61543
30,True,False,34,"對戰指導者",61544
31,True,False,35,"回歸者",61547
32,True,False,36,"新人",61523
33,True,False,23,"團隊隊長",61518
34,True,False,24,"團隊小隊長",61519
35,True,False,25,"團隊隊員",61520
36,True,False,26,"小隊隊長",61521
37,True,False,27,"小隊隊員",61522
38,True,True,28,"跨服小隊隊長",61961
39,True,True,29,"跨服小隊隊員",61962
40,True,False,30,"封閉任務中",61535
41,False,False,0,"同隊任務中",61506
42,False,False,0,"同一任務的其他隊伍中",61507
43,True,False,11,"任務中",61510
44,True,False,38,"試玩期新人",61525
45,False,False,0,"部隊",0
46,False,False,0,"軍隊",0
47,True,False,37,"線上",61505
