key,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41
#,Name,Category,,Description,DutyType,,,IsGoldSaucer,IsInDutyFinder,OpenRule,IsPvP,RequiredLevel,,ItemLevel{Required},,Icon,ContentRouletteRoleBonus,Reward{TomeA},Reward{TomeB},Reward{TomeC},,,SortKey,,ContentMemberType,,,,,,,,,,RequireAllDuties,,ContentRouletteOpenRule,InstanceContent,,,,
offset,0,4,8,12,16,46,20,63,63,47,63,48,49,32,34,24,50,36,38,40,28,42,51,52,53,54,55,62,56,57,58,59,63,63,63,63,60,44,63,61,64,64
int32,str,str,str,str,str,byte,uint32,bit&01,bit&02,ContentRouletteOpenRule,bit&04,byte,byte,uint16,uint16,Image,ContentRouletteRoleBonus,uint16,uint16,uint16,uint32,uint16,byte,byte,ContentMemberType,byte,byte,sbyte,byte,byte,byte,byte,bit&08,bit&10,bit&20,bit&40,byte,InstanceContent,bit&80,byte,bit&01,bit&02
0,"","","","","",0,0,False,False,1,False,0,0,0,0,0,0,0,0,0,0,0,0,108,0,0,0,-1,0,0,0,0,True,True,False,False,0,0,False,0
1,"隨機任務：練級","練級","","隨機參加當前可以參加的迷宮或輕銳小隊用討伐戰。成功完成任務後得到的報酬會大幅高於正常途徑參加同樣任務時的報酬。<hex:02100103><hex:02100103>※隨機任務中所獲得的額外經驗值與金幣報酬由參加時的職業與等級決定，在任務過程中所獲得的經驗值與金幣的差額會在最後作為報酬一併獲取。<hex:02100103>※軍票的報酬量由參加時的職業與等級決定。<hex:02100103>※隨機任務的獎勵一天只能獲得一次。<hex:02100103>※組滿規定人數參加時不會獲得「少數職能獎勵」。","對應任務：輕銳小隊用迷宮、輕銳小隊用討伐戰",0,0,False,True,1,False,16,16,0,0,112034,1,0,100,20,0,0,4,142,2,0,0,0,1,0,90,0,True,True,False,False,2,0,False,0
2,"隨機任務：50級/60級/70級/80級","50級/60級/70級/80級","","隨機參加已經開放的50級或60級或70級或80級迷宮。成功完成任務後得到的報酬會大幅高於正常途徑參加同樣任務時的報酬。<hex:02100103><hex:02100103>※隨機任務中所獲得的額外經驗值與金幣報酬由參加時的職業與等級決定，在任務過程中所獲得的經驗值與金幣的差額會在最後作為報酬一併獲取。<hex:02100103>※隨機任務的獎勵一天只能獲得一次。<hex:02100103>※組滿規定人數參加時不會獲得「少數職能獎勵」。","對應任務：輕銳小隊用50級/60級/70級/80級迷宮",0,0,False,True,1,False,50,50,45,0,112035,2,100,120,0,0,0,3,142,2,0,0,1,1,0,90,0,True,True,False,False,2,0,False,0
3,"隨機任務：主線任務","主線任務","","隨機參加已經開放的主線劇情8人任務。成功完成任務後得到的報酬會大幅高於正常途徑參加同樣任務時的報酬。<hex:02100103><hex:02100103>※隨機任務中無法跳過過場動畫。<hex:02100103>※隨機任務中所獲得的額外經驗值與金幣報酬由參加時的職業與等級決定，在任務過程中所獲得的經驗值與金幣的差額會在最後作為報酬一併獲取。<hex:02100103>※隨機任務的獎勵一天只能獲得一次。<hex:02100103>※組滿規定人數參加時不會獲得「少數職能獎勵」。","對應任務：滿編小隊用迷宮",0,0,False,True,1,False,50,50,42,0,112036,3,300,100,50,0,0,6,142,3,0,0,2,1,0,120,0,True,True,False,False,2,0,False,0
4,"隨機任務：公會令","公會令","","隨機參加已經開放的公會令任務。成功完成任務後得到的報酬會大幅高於正常途徑參加同樣任務時的報酬。<hex:02100103><hex:02100103>※隨機任務中所獲得的額外經驗值與金幣報酬由參加時的職業與等級決定，在任務過程中所獲得的經驗值與金幣的差額會在最後作為報酬一併獲取。<hex:02100103>※軍票的報酬量由參加時的職業與等級決定。<hex:02100103>※隨機任務的獎勵一天只能獲得一次。<hex:02100103>※組滿規定人數參加時不會獲得「少數職能獎勵」。<hex:02100103>※以4人小隊組隊參加4人用公會令時可以無視職能要求自由組合。","對應任務：公會令",0,0,False,True,1,False,10,10,0,0,112037,4,0,0,0,0,0,7,142,3,0,0,3,1,0,30,0,True,True,False,False,2,0,False,0
5,"隨機任務：高難度","高難度","","隨機參加已經開放的高難度迷宮。成功完成任務後得到的報酬會大幅高於正常途徑參加同樣任務時的報酬。<hex:02100103><hex:02100103>※隨機任務中所獲得的額外金幣報酬由參加時的職業與等級決定，在任務過程中所獲得的金幣的差額會在最後作為報酬一併獲取。<hex:02100103>※隨機任務的獎勵一天只能獲得一次。<hex:02100103>※組滿規定人數參加時不會獲得「少數職能獎勵」。","對應任務：輕銳小隊用高難度迷宮",4,0,False,True,2,False,90,90,540,0,112057,5,0,60,40,0,0,1,142,2,0,0,4,1,0,90,0,True,True,False,False,2,0,False,0
6,"隨機任務：討伐殲滅戰","討伐殲滅戰","","隨機參加當前能夠加入的滿編小隊用討伐殲滅戰。成功完成任務後得到的報酬會大幅高於正常途徑參加同樣任務時的報酬。<hex:02100103><hex:02100103>※隨機任務的獎勵一天只能獲得一次。<hex:02100103>※組滿規定人數參加時不會獲得「少數職能獎勵」。","對應任務：滿編小隊用討伐殲滅戰",0,0,False,True,1,False,50,50,90,0,112056,6,0,60,15,0,0,5,142,3,0,0,5,1,0,60,0,True,True,False,False,2,0,False,0
7,"每日挑戰：紛爭前線","紛爭前線","","通過每日挑戰：紛爭前線，將會參加當日開放的紛爭前線戰鬥。紛爭前線的戰鬥每日都會變更，可以在下方的資訊中進行確認。<hex:02100103><hex:02100103>※每日挑戰的獎勵一天只能獲得一次。","對應任務：昂薩哈凱爾（競爭戰）",0,0,False,True,3,True,30,30,0,0,112083,0,0,50,20,1000,1000,15,146,24,0,0,6,1,28,20,0,True,True,False,False,0,0,False,0
8,"隨機任務：80級","80級","","隨機參加已經開放的80級迷宮。成功完成任務後得到的報酬會大幅高於正常途徑參加同樣任務時的報酬。<hex:02100103><hex:02100103>※隨機任務中所獲得的額外金幣報酬由參加時的職業與等級決定，在任務過程中所獲得的金幣的差額會在最後作為報酬一併獲取。<hex:02100103>※隨機任務的獎勵一天只能獲得一次。<hex:02100103>※組滿規定人數參加時不會獲得「少數職能獎勵」。","對應任務：輕銳小隊用80級迷宮",3,0,False,True,2,False,80,80,460,0,112123,7,0,100,15,0,0,2,142,2,0,0,7,1,0,90,0,True,True,False,False,2,0,False,0
9,"隨機任務：指導者","指導者","","隨機參加已經完成的指導者對應任務，僅限已成為戰鬥指導者的玩家使用。成功完成任務後得到的報酬會大幅高於正常途徑參加同樣任務時的報酬。<hex:02100103><hex:02100103>※隨機任務中所獲得的額外金幣報酬由參加時的職業與等級決定，在任務過程中所獲得的金幣的差額會在最後作為報酬一併獲取。<hex:02100103>※隨機任務的獎勵一天只能獲得一次。","對應任務：指導者對應任務",4,0,False,True,2,False,90,90,565,0,112144,8,0,30,10,0,0,10,142,1,0,0,8,1,0,30,120,True,True,False,False,2,0,False,0
10,"","","","","",0,0,False,False,0,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,0,0,False,0
11,"群狼盛宴 (練習賽)","","","凶狼們的饕餮盛宴即將揭開帷幕，主菜當然就是敵人的血肉！用大國防聯軍的軍用補給品代替香料，將面前的敵人吞噬殆盡！然而，敵人自然也不會甘為魚肉。配得上狼的敵人，當然只有同樣野性的狼！<hex:02100103><hex:02100103>來吧，被邀請至這饕餮盛宴的凶狼們，磨尖你的獠牙和利爪！吃光敵人的血肉，用敵人的骨頭築起自己的王座！","水晶塔演習場",0,0,False,True,3,True,30,30,0,0,112282,0,0,0,0,0,0,21,146,6,3,2,-1,6,1,6,0,False,False,False,False,0,40008,False,0
12,"","","","","",0,0,False,False,0,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,0,0,False,0
13,"群狼盛宴 (段位賽)","","","凶狼們的饕餮盛宴即將揭開帷幕，主菜當然就是敵人的血肉！用大國防聯軍的軍用補給品代替香料，將面前的敵人吞噬殆盡！然而，敵人自然也不會甘為魚肉。配得上狼的敵人，當然只有同樣野性的狼！<hex:02100103><hex:02100103>來吧，被邀請至這饕餮盛宴的凶狼們，磨尖你的獠牙和利爪！吃光敵人的血肉，用敵人的骨頭築起自己的王座！<hex:02100103><hex:02100103>※單人專用的段位積分會因比賽的勝負而變動。<hex:02100103>※會與單人專用段位積分相近的玩家進行匹配。<hex:02100103>※會盡量平衡雙方小隊成員的段位積分平均值來進行分組。","水晶塔演習場",0,1,False,True,3,True,30,30,0,0,112282,0,0,0,0,0,0,23,146,6,3,1,-1,6,1,6,0,False,False,True,True,0,40010,False,0
14,"","","","","",0,0,False,False,0,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,0,0,False,0
15,"隨機任務：團隊任務","團隊任務","","隨機參加24人團隊任務。成功完成任務後得到的報酬會大幅高於正常途徑參加同樣任務時的報酬。<hex:02100103><hex:02100103>※隨機任務中所獲得的額外經驗值與金幣報酬由參加時的職業與等級決定，在任務過程中所獲得的經驗值與金幣的差額會在最後作為報酬一併獲取。<hex:02100103>※隨機任務的獎勵一天只能獲得一次。","對應任務：大型任務",0,0,False,True,1,False,50,50,70,0,112259,9,120,120,50,0,0,8,142,5,0,0,9,1,0,120,0,True,True,False,False,2,0,False,0
