key,0,1,2,3,4,5
#,TYPE,PARAM,LINK,Text,,
offset,12,16,20,0,4,8
int32,uint32,uint32,uint32,str,str,str
0,0,0,0,"","",""
1,0,0,0,"Start","",""
2,0,0,0,"Config","",""
3,0,0,0,"Demo","",""
4,0,0,0,"Credits","",""
5,0,0,0,"","",""
6,0,0,0,"ゲームパッドのボタン設定を行いますか？<hex:02100103>※システムコンフィグからいつでも変更可能です。","",""
7,0,0,0,"はい","",""
8,0,0,0,"いいえ","",""
9,0,0,0,"","",""
10,0,0,0,"Service Account","",""
11,0,0,0,"サービスアカウントを選択してください。","",""
12,0,0,0,"Game Version： <hex:022903EA0203>(<hex:022903EA0303>)","",""
13,0,0,0,"<hex:024804F201F403><hex:024904F201F503>注意<hex:0249020103><hex:0248020103> : 低解像度(480p/i 576p/i)モードで起動中。<hex:02100103>本作は高解像度(720p)モード推奨です。","",""
14,0,0,0,"","",""
15,0,0,0,"OK","",""
16,0,0,0,"CANCEL","",""
17,0,0,0,"変更したい項目を右の一覧から選んで編集してください。???の項目はまだ未決定です。","",""
18,0,0,0,"変更したい項目を右の一覧から選んで編集してください。終了したら一番下のOKで決定すると変更が反映されます。","",""
19,0,0,0,"変更したい項目を右の一覧から選んで編集してください。???の項目はまだ未決定です。LOOKSを決定すると容姿作成を終了します。","",""
20,0,0,0,"削除","",""
21,0,0,0,"「<hex:022903EA0203>」を削除しますか？","",""
22,0,0,0,"はい。削除します。","",""
23,0,0,0,"名前を変更","",""
24,0,0,0,"リテイナー名を変更","",""
25,0,0,0,"「<hex:022903EA0203>」でログインします。<hex:02100103>よろしいですか？","",""
26,0,0,0,"このキャラクターでログインするには名前の変更が必要です。新しい名前を決めてください。","",""
27,0,0,0,"このキャラクターでログインするには名前の変更が必要です。","",""
28,0,0,0,"名前を「<hex:022903EA0203>」に<hex:02100103>変更します。よろしいですか？","",""
29,0,0,0,"リテイナー名を「<hex:022903EA0203>」に<hex:02100103>変更します。よろしいですか？","",""
30,0,0,0,"キャラクター作成","",""
31,0,0,0,"キャラクター作成を終了します。作成中のキャラクター情報は失われますがよろしいですか？","",""
32,0,0,0,"作成したキャラクターでゲームを開始します。<hex:02100103>よろしいですか？","",""
33,0,0,0,"新規にキャラクターを作成しますか？","",""
34,0,0,0,"これ以上キャラクターを作成することはできません。キャラクターを右クリックメニューから削除することで新しくキャラクターを作成できます。","",""
35,0,0,0,"<hex:022003E80203>/<hex:022003E80303>","",""
36,0,0,0,"LOCATION","",""
37,0,0,0,"<hex:02096FE802FF08>星1月<hex:FF08>霊1月<hex:FF08>星2月<hex:FF08>霊2月<hex:FF08>星3月<hex:FF08>霊3月<hex:FF08>星4月<hex:FF08>霊4月<hex:FF08>星5月<hex:FF08>霊5月<hex:FF08>星6月<hex:FF08>霊6月<hex:03> <hex:022003E80303>日","",""
38,0,0,0,"（<hex:022003E80203>月<hex:022003E80303>日）","",""
39,0,0,0,"","",""
40,0,0,0,"星1月","",""
41,0,0,0,"霊1月","",""
42,0,0,0,"星2月","",""
43,0,0,0,"霊2月","",""
44,0,0,0,"星3月","",""
45,0,0,0,"霊3月","",""
46,0,0,0,"星4月","",""
47,0,0,0,"霊4月","",""
48,0,0,0,"星5月","",""
49,0,0,0,"霊5月","",""
50,0,0,0,"星6月","",""
51,0,0,0,"霊6月","",""
52,0,0,0,"","",""
53,0,0,0,"<hex:0209BAE804FF04>1st<hex:FF04>2nd<hex:FF04>3rd<hex:FF04>4th<hex:FF04>5th<hex:FF04>6th<hex:FF04>7th<hex:FF04>8th<hex:FF04>9th<hex:FF05>10th<hex:FF05>11th<hex:FF05>12th<hex:FF05>13th<hex:FF05>14th<hex:FF05>15th<hex:FF05>16th<hex:FF05>17th<hex:FF05>18th<hex:FF05>19th<hex:FF05>20th<hex:FF05>21st<hex:FF05>22nd<hex:FF05>23rd<hex:FF05>24th<hex:FF05>25th<hex:FF05>26th<hex:FF05>27th<hex:FF05>28th<hex:FF05>29th<hex:FF05>30th<hex:FF05>31st<hex:FF05>32nd<hex:03> Sun of the <hex:020993E803FF0B>1st Astral<hex:FF0B>1st Umbral<hex:FF0B>2nd Astral<hex:FF0B>2nd Umbral<hex:FF0B>3rd Astral<hex:FF0B>3rd Umbral<hex:FF0B>4th Astral<hex:FF0B>4th Umbral<hex:FF0B>5th Astral<hex:FF0B>5th Umbral<hex:FF0B>6th Astral<hex:FF0B>6th Umbral<hex:03> Moon","",""
54,0,0,0,"<hex:02096FE802FF08>星1月<hex:FF08>霊1月<hex:FF08>星2月<hex:FF08>霊2月<hex:FF08>星3月<hex:FF08>霊3月<hex:FF08>星4月<hex:FF08>霊4月<hex:FF08>星5月<hex:FF08>霊5月<hex:FF08>星6月<hex:FF08>霊6月<hex:03> <hex:022003E80303>日","",""
55,0,0,0,"","",""
56,0,0,0,"<hex:022903EA0203><hex:02092EE803FF01><hex:FF09>(LEGACY)<hex:FF01><hex:FF09>(LEGACY)<hex:FF05>(EU)<hex:FF0C>(LEGACY/EU)<hex:03>","",""
57,0,0,0,"ワールドリストを取得中です。","",""
58,0,0,0,"ワールドリストが取得できませんでした。","",""
59,0,0,0,"各ワールドの状況を最新状態にします。更新後<hex:022003E80203>分空けないと再更新できません。","",""
60,0,0,0,"所持可能なキャラクター数の上限に達しています。新規の作成には、すでに所持しているキャラクターを削除する必要があります。<hex:02100103>削除したいキャラクターの名称の上で右クリックしてサブコマンドから削除を選択してください。","",""
61,0,0,0,"それぞれのワールドに所持できるキャラクター数の上限に達しているため、これ以上新規にキャラクターを作成できません。新規の作成には、いずれかのワールドにすでに所持しているキャラクターを削除する必要があります。<hex:02100103>削除したいキャラクターの名称の上で右クリックしてサブコマンドから削除を選択してください。","",""
62,0,0,0,"このワールドに所持可能なキャラクター数の上限に達しています。","",""
63,0,0,0,"このワールドは現在新規キャラクターの作成が制限されています。制限が解除されるのを待つか、別のワールドを選択してください。","",""
64,0,0,0,"現在ご契約いただいているサービスでは、このキャラクターを使用できません。","",""
65,0,0,0,"種族や性別・外見や名前を一度だけ変更することができます。","",""
66,0,0,0,"このキャラクターでログインするにはリテイナーの名前の変更が必要です。","",""
67,0,0,0,"種族や性別・外見を変更することができます。","",""
68,0,0,0,"「<hex:02280FFF0A>ExVersion<hex:E8020103>」が必要なエリアにいるためログインできません。","",""
69,0,0,0,"「<hex:02280FFF0A>ExVersion<hex:E8020103>」が必要なエリアにいるため種族や性別・外見を変更することはできません。","",""
70,0,0,0,"このキャラクターはバージョン1.0からの引き継ぎキャラクターです。ログインしてゲームを始めるには、ゲーム開始時のバトルクラスを設定します。","",""
71,0,0,0,"OK","",""
72,0,0,0,"キャンセル","",""
73,0,0,0,"ゲーム開始時のバトルクラスを「<hex:02280EFF09>ClassJob<hex:E8020103>」に決定します。<hex:02100103>ゲーム開始都市は「<hex:02280AFF05>Town<hex:E8030103>」です。","",""
74,0,0,0,"OK","",""
75,0,0,0,"キャンセル","",""
76,0,0,0,"このキャラクターはバージョン1.0からの引き継ぎキャラクターです。ログインしてゲームを始めるには、ゲーム開始時のバトルクラスを設定しますが、同時に一度だけ種族や性別を含めた外見や名前を変更できます。","",""
77,0,0,0,"今すぐ編集する","",""
78,0,0,0,"あとで編集する","",""
79,0,0,0,"キャラクターの再編集","",""
80,0,0,0,"保存した外見で新規作成","",""
81,0,0,0,"外見データを保存","",""
82,0,0,0,"保存した外見データを利用する","",""
83,0,0,0,"キャラクターの表示に必要な情報が<hex:02100103>取得できませんでした。","",""
84,0,0,0,"ファイナルファンタジーXIVへようこそ。<hex:02100103>キャラクターを作成して、冒険を始めましょう。","",""
85,0,0,0,"OK","",""
86,0,0,0,"ファイナルファンタジーXIVへようこそ。<hex:02100103>キャラクターを選択するか、新規キャラクターを作成して、冒険を始めましょう。<hex:02100103>現在選択中のワールド<hex:022903EA0203>には<hex:022003E80303>キャラクターを作成済みです。ワールドを切り替えるにはワールド選択ボタンを押してください。","",""
87,0,0,0,"OK","",""
88,0,0,0,"キャラクターの一覧を表示したいワールドを選んでください。","",""
89,0,0,0,"お住まいの地域からの距離に応じて、ワールドは2つのグループに分かれています。通信状態の評価を見て、どちらかのグループを選びましょう。","",""
90,0,900,0,"","",""
91,0,900,0,"","",""
92,0,0,0,"","",""
93,0,0,0,"","",""
94,0,1200,0,"","",""
95,0,0,0,"「<hex:022903EA0203>」でログインします。<hex:02100103><hex:02100103><hex:024804F201FA03><hex:024904F201FB03>現在ホームワールドとは異なるワールドでプレイ中です。<hex:02100103>ホームワールドには、リムサ・ロミンサ／グリダニア／ウルダハの3都市のエーテライトのメニュー「他のワールドへ遊びにいく」からいつでも戻ることができます。<hex:0249020103><hex:0248020103>","",""
96,0,0,0,"","",""
97,0,120,0,"","",""
98,0,0,0,"","",""
99,0,0,0,"<hex:02100103><hex:02100103>初期パラメータ : STR <hex:022003E80203>/DEX <hex:022003E80403>/VIT <hex:022003E80303>/INT <hex:022003E80503>/MND <hex:022003E80603>","",""
100,0,0,0,"? ? ?","",""
101,0,5,0,"RACE&GENDER","種族",""
102,0,2,0,"TRIBE","部族",""
103,0,2,0,"GENDER","性別",""
104,0,0,0,"LOOKS","ルックス",""
105,0,0,0,"BIRTHDAY","誕生日",""
106,0,12,0,"GUARDIAN","守護神",""
107,0,10,0,"CLASS","クラス",""
108,0,0,0,"HOME WORLD","ワールド",""
109,0,0,0,"NAME","名前",""
110,0,0,0,"Hyuran<hex:02090FE802FF04> ©<hex:FF04> ®<hex:FF01><hex:03>","","平均的な体躯を持つエオルゼアを代表する民族。 
古代においては決して多数派ではなかったが、過去三度にわたる大移動を経て、 
エオルゼアでもっとも人口規模の大きい主要民族となった。 
その反面、同じ民族であってもルーツが多種多様であり、民族意識は極めて希薄。 
自由を是とする気風が強い。"
111,0,0,0,"ヒューラン","",""
112,0,0,0,"Elezen<hex:02090FE802FF04> ©<hex:FF04> ®<hex:FF01><hex:03>","","長い四肢が特徴的な、痩身長躯の民族。 
かつてエオルゼアにおいて、支配的地位を占めていた先住民族であり、
非常に誇り高い。 
過去、大量流入してきたヒューランと激しく戦ったが、
相互理解の進んだ今では、 共存共栄の道を歩んでいる。 
ヒューランに比べ、やや長命であることも特徴のひとつ。"
113,0,0,0,"エレゼン","",""
114,0,0,0,"Lalafell<hex:02090FE802FF04> ©<hex:FF04> ®<hex:FF01><hex:03>","","ずんぐりとした小柄な身体の民族。 
主要民族の中でもとりわけ身体が小さく、容姿も得てして幼く見えがちなことから、
他民族にとっては年齢を推測しにくい存在といえよう。 
南洋諸島の農耕民族を祖とする民で、交易を通じてエオルゼアに進出。
他民族との交流に積極的で、どの民族とも良好な関係を築いている。"
115,0,0,0,"ララフェル","",""
116,0,0,0,"Miqo'te<hex:02090FE802FF04> ©<hex:FF04> ®<hex:FF01><hex:03>","","大きく張り出した耳と、しなやかな尾を有す民族。
第五霊災「大氷雪時代」に、獲物を追って氷結した海を渡ってきた
狩猟民族の末裔で、エオルゼアにおいてはマイノリティである。 
同族間では縄張り意識が働くため、都市民でも単身で暮らす者が多い。 
特に男性は他者との接触を避ける傾向が強いという。"
117,0,0,0,"ミコッテ","",""
118,0,0,0,"Roegadyn<hex:02090FE802FF04> ©<hex:FF04> ®<hex:FF01><hex:03>","","大柄で筋骨たくましい、がっしりとした体格の民族。 
かつて北洋を荒らし回っていた海洋民の末裔であり、彼らの祖先の多くが、
ロングシップを駆りエオルゼアへと渡ってきた。 
蛮勇を競い合う風習を持つため、他民族からは野蛮だと思われがちだが、
情に厚く忠義を貫き通すことでも知られ、歴史的に偉大な武人を多く輩出してきた。"
119,0,0,0,"ルガディン","",""
120,0,0,0,"Midlanders","","人口の多いヒューランの中でも、過半数を占める優勢な部族。 
低地に入植した者が多いため「ミッドランダー」と呼ばれるが、その出自は様々。
生業も多種多様で、エオルゼア諸都市のいずれにおいても、
彼らの姿を見ることができる。"
121,0,0,0,"ミッドランダー","",""
122,0,0,0,"Highlanders","","高地ギラバニア地方を領地としていたヒューランの一部族。
ミッドランダー族に比べて大柄で、たくましい肉体を誇る。
城塞都市「アラミゴ」の陥落により祖国を失い、流民として
交易都市「ウルダハ」に身を寄せる者も少なくない。"
123,0,0,0,"ハイランダー","",""
124,0,0,0,"Forester","","古くから黒衣森を中心とする森林地帯を拠点としてきた部族。 
建国に関わった都市国家「イシュガルド」や「グリダニア」に多く居住する。
秩序を好み、規律を重んじるが、他の民族からは理屈っぽく高慢だと
思われることも。"
125,0,0,0,"フォレスター","",""
126,0,0,0,"Shader","","過去数百年間、森林地帯の薄暗い鍾乳洞を拠点としてきた部族。 
「グリダニア」建国時に主流派のフォレスター族と袂を分かち、
古来からの穴居生活を続けた者たちの末裔。
束縛を嫌い、現在も都市国家と距離を置く者が少なくない。"
127,0,0,0,"シェーダー","",""
128,0,0,0,"Plainsfolk","","ラノシア地方など、農耕に適した平野部に進出した部族。 
農業従事者が多いが、海洋都市「リムサ・ロミンサ」を拠点に、
海運や漁業関係に従事する者も少なくない。
一般的に呑気でマイペースな者が多いとされる。"
129,0,0,0,"プレーンフォーク","",""
130,0,0,0,"Dunesfolk","","ザナラーン地方など、荒涼とした砂漠地帯に進出した部族。
商都「ウルダハ」を築き上げた部族で、交易の民として有名。
思いつく側から行動に移す実践主義的な彼らの性向は、
商機を捉えるのに大いに役立っているようだ。"
131,0,0,0,"デューンフォーク","",""
132,0,0,0,"Seekers of the Sun","","自らを「太陽の使人」と称する部族で、太陽神アーゼマの信徒が多い。 
エオルゼアにおける総人口は少ないが、「リムサ・ロミンサ」では一定数が
他の民族に溶け込み暮らしている。
また、サゴリー砂漠などの辺境で暮らす氏族もいるようだ。"
133,0,0,0,"サンシーカー","",""
134,0,0,0,"Keepers of the Moon","","自らを「月の防人」と称する部族で、月神メネフィナの信徒が多い。 
黒衣森において狩猟生活を営むが、彼らを密猟者と見なす
森都「グリダニア」の民とは長年対立してきた。
しかし近年では和解が進み、都市に身を寄せる者もいる。"
135,0,0,0,"ムーンキーパー","",""
136,0,0,0,"Seewolf","","北洋から襲来する海賊「海の狼」として恐れられた部族。 
海洋都市「リムサ・ロミンサ」の主要構成部族として、
船乗りや水兵として生きる者が多い。
古来からの慣習に則り、古ルガディン語由来の名を持つ。"
137,0,0,0,"ゼーヴォルフ","",""
138,0,0,0,"Lohengarde","","北アバラシア山脈の山岳部に住み着いた少数部族。 
伝統的に傭兵産業に携わる者が多く、覚えやすい共通語の通名を
名乗るようになった。
今でも「ウルダハ」では、剣闘士や用心棒として働く彼らの姿が見られる。"
139,0,0,0,"ローエンガルデ","",""
140,0,0,0,"Au Ra<hex:02090FE802FF04> ©<hex:FF04> ®<hex:FF01><hex:03>","","はるか東方のオサード小大陸にルーツを持つ民族。
硬質化した肌の一部が鱗様の美しい模様を描いているのが特徴。
また側頭部から伸びる角は、彼らの誇りであると同時に、
聴覚や空間認識を司る役割を持つ。
男性は大柄で逞しい体躯を見せる一方で、
女性は小柄でしなやかな体つきを有しており、
性差が大きいことでも知られている。"
141,0,0,0,"アウラ","",""
142,0,0,0,"Raen","","淡く輝く白い鱗を有するアウラの一部族。
彼らの創世神話に登場する、一族の始祖「明けの父」の特徴を
色濃く受け継いだとされ、総じて静穏を好み、忍耐強い者が多い。
東州辺境の渓谷地帯を故郷とするが、近年、海路を通じて
エオルゼアに渡って来た。"
143,0,0,0,"アウラ・レン","",""
144,0,0,0,"Xaela","","闇に煌めく黒い鱗を有するアウラの一部族。
彼らの創世神話に登場する、一族の始祖「暮れの母」の特徴を
色濃く受け継いだとされ、総じて武勇を好み、猛々しい者が多い。
流浪の民として知られ、少数の家族単位で旅から旅の移動生活を
続けるという。"
145,0,0,0,"アウラ・ゼラ","",""
146,0,0,0,"","",""
147,0,0,0,"","",""
148,0,0,0,"","",""
149,0,0,0,"","",""
150,0,0,0,"","",""
151,0,0,0,"","",""
152,0,0,0,"CUSTOM","",""
153,0,0,0,"カスタム","",""
154,0,0,0,"Halone","",""
155,0,0,0,"ハルオーネ","",""
156,0,0,0,"Menphina","",""
157,0,0,0,"メネフィナ","",""
158,0,0,0,"Thaliak","",""
159,0,0,0,"サリャク","",""
160,0,0,0,"Nymeia","",""
161,0,0,0,"ニメーヤ","",""
162,0,0,0,"Llymlaen","",""
163,0,0,0,"リムレーン","",""
164,0,0,0,"Oschon","",""
165,0,0,0,"オシュオン","",""
166,0,0,0,"Byregot","",""
167,0,0,0,"ビエルゴ","",""
168,0,0,0,"Rhalgr","",""
169,0,0,0,"ラールガー","",""
170,0,0,0,"Azeyma","",""
171,0,0,0,"アーゼマ","",""
172,0,0,0,"Nald‘thal","",""
173,0,0,0,"ナルザル","",""
174,0,0,0,"Nophica","",""
175,0,0,0,"ノフィカ","",""
176,0,0,0,"Althyk","",""
177,0,0,0,"アルジク","",""
178,0,0,0,"Gladiator","","剣術士（けんじゅつし）。
諸刃の直剣から片刃の曲刀まで、幅広い種類の「片手剣」を主武器とするファイター。
「魅せる戦い」が求められる剣闘士たちの技を源流とするため、盾で巧みに攻撃を防ぎ、
流れるような剣さばきで敵を切り刻む防御主体の剣術が発達。 
集団戦においては切り込み役として真っ先に攻めかかると同時に、
敵を曳きつけ味方を守る文字通りの「盾」となる。

ゲーム開始都市　：　ウルダハ"
179,0,0,0,"剣術士","",""
180,0,0,0,"Pugilist","","格闘士（かくとうし）。
伝統的な護身術を修得したファイター。 
鍛え抜かれた拳はすでに武器を帯びているに等しいが、手の延長上に
「格闘武器」を装着することによって、その破壊力はさらに倍加される。
肉体の動きを阻む甲冑を嫌い軽装を好む彼らは、一見すると無防備にも見えるが、
その素早い身のこなしで打撃を重ね、確実に敵を追い込んでいく。

ゲーム開始都市　：　ウルダハ"
181,0,0,0,"格闘士","",""
182,0,0,0,"Marauder","","斧術士（ふじゅつし）。
海賊が敵船破壊や強襲上陸で用いる「両手斧」を主武器とするファイター。 
伝統的な海賊武器という印象が強いが、都市間の戦争や強大な魔物の討伐戦で
大暴れし、英雄として武名を残した斧術士も少なくない。
鍛え上げた肉体で、巨大な戦斧を力任せに振り回す豪快な戦闘スタイルは圧巻。
敵陣の只中で、悠然と踏みとどまる度胸こそが最大の武器となるだろう。

ゲーム開始都市　：　リムサ・ロミンサ"
183,0,0,0,"斧術士","",""
184,0,0,0,"Lancer","","槍術士（そうじゅつし）。
狩猟用の槍や銛から発展した「両手槍」を主武器とするファイター。 
強盛を誇ったアラミゴのパイク兵の影響で、かつては柄の長さを競う風潮があったが、
現在は多様な形式の槍が混在している。
長柄の得物を思いのままに操るのは、決して簡単ではない。しかし、ひとたび
その技を学びとれば、吹き荒れる嵐の如く次々と戦技を繰り出すことができるだろう。

ゲーム開始都市　：　グリダニア"
185,0,0,0,"槍術士","",""
