key,0,1,2,3,4,5
#,Text,SelfKind,TargetKind,NumParam,FCActivityCategory,IconType
offset,0,4,5,6,7,8
int32,str,byte,byte,byte,FCActivityCategory,sbyte
0,"",0,0,0,0,-1
1,"組建成了新部隊！",0,0,0,1,0
2,"部隊等級提升為<hex:022003E80203>級！",0,0,1,1,0
3,"與「<hex:022812FF0D>GrandCompany<hex:E8020103>」的友好關係提升為「<hex:022812FF0D>FCReputation<hex:E8030503>」！",1,0,1,1,5
4,"與「<hex:022812FF0D>GrandCompany<hex:E8020103>」的友好關係提升為「<hex:022812FF0D>FCReputation<hex:E8030503>」！",1,0,1,1,6
5,"與「<hex:022812FF0D>GrandCompany<hex:E8020103>」的友好關係提升為「<hex:022812FF0D>FCReputation<hex:E8030503>」！",1,0,1,1,7
6,"獲得了「<hex:02280EFF09>FCRights<hex:E8020103>」的權利！",0,0,1,1,0
7,"<hex:020816E908FF10><hex:02280CFF07>ObjStr<hex:E9080103><hex:EB0303>加入了部隊。",4,0,0,2,1
8,"<hex:020816E908FF10><hex:02280CFF07>ObjStr<hex:E9080103><hex:EB0303>加入了部隊。",4,0,0,2,1
9,"<hex:020816E908FF10><hex:02280CFF07>ObjStr<hex:E9080103><hex:EB0303>退出了部隊。",4,0,0,2,2
10,"<hex:020816E908FF10><hex:02280CFF07>ObjStr<hex:E9080103><hex:EB0303>退出了部隊。",4,0,0,2,2
11,"<hex:020816E908FF10><hex:02280CFF07>ObjStr<hex:E9080103><hex:EB0303>就任為<hex:020816E909FF10><hex:02280CFF07>ObjStr<hex:E9090103><hex:EB0403>。",4,5,0,2,3
12,"<hex:020816E908FF10><hex:02280CFF07>ObjStr<hex:E9080103><hex:EB0303>就任為<hex:020816E909FF10><hex:02280CFF07>ObjStr<hex:E9090103><hex:EB0403>。",4,5,0,2,3
13,"<hex:020816E908FF10><hex:02280CFF07>ObjStr<hex:E9080103><hex:EB0303>就任為<hex:020816E909FF10><hex:02280CFF07>ObjStr<hex:E9090103><hex:EB0403>。",4,5,0,2,3
14,"部隊轉到了「<hex:022812FF0D>GrandCompany<hex:E8020103>」屬下。",0,1,0,1,5
15,"部隊轉到了「<hex:022812FF0D>GrandCompany<hex:E8020103>」屬下。",0,1,0,1,6
16,"部隊轉到了「<hex:022812FF0D>GrandCompany<hex:E8020103>」屬下。",0,1,0,1,7
17,"<hex:020816E908FF10><hex:02280CFF07>ObjStr<hex:E9080103><hex:EB0303>修改了「<hex:020816E909FF10><hex:02280CFF07>ObjStr<hex:E9090103><hex:EB0403>」階級的設定。",4,5,0,3,3
18,"<hex:020816E908FF10><hex:02280CFF07>ObjStr<hex:E9080103><hex:EB0303>添加了「<hex:020816E909FF10><hex:02280CFF07>ObjStr<hex:E9090103><hex:EB0403>」階級。",4,5,0,3,3
19,"<hex:020816E908FF10><hex:02280CFF07>ObjStr<hex:E9080103><hex:EB0303>刪除了「<hex:020816E909FF10><hex:02280CFF07>ObjStr<hex:E9090103><hex:EB0403>」階級。",4,5,0,3,3
20,"<hex:020816E908FF10><hex:02280CFF07>ObjStr<hex:E9080103><hex:EB0303>修改了階級的序列。",4,0,0,3,3
21,"",4,6,1,0,-1
22,"",4,0,0,0,-1
23,"",4,0,0,0,-1
24,"<hex:020816E908FF10><hex:02280CFF07>ObjStr<hex:E9080103><hex:EB0303>更新了部隊公告。",4,0,0,3,4
25,"<hex:020816E908FF10><hex:02280CFF07>ObjStr<hex:E9080103><hex:EB0303>更新了部隊訊息。",4,0,0,3,4
26,"<hex:020816E908FF10><hex:02280CFF07>ObjStr<hex:E9080103><hex:EB0303>更新了部隊隊徽。",4,0,0,3,8
27,"<hex:020816E908FF10><hex:02280CFF07>ObjStr<hex:E9080103><hex:EB0303>獲得了「<hex:022813FF0E>CompanyAction<hex:E8020103>」的特效。",4,0,1,4,9
28,"<hex:020816E908FF10><hex:02280CFF07>ObjStr<hex:E9080103><hex:EB0303>使用了「<hex:022813FF0E>CompanyAction<hex:E8020103>」的特效。",4,0,1,4,9
29,"該動態已被刪除",0,0,0,0,4
30,"<hex:020816E908FF10><hex:02280CFF07>ObjStr<hex:E9080103><hex:EB0303>將階級名稱更改為「<hex:020816E909FF10><hex:02280CFF07>ObjStr<hex:E9090103><hex:EB0403>」。",4,5,0,3,3
31,"<hex:020816E908FF10><hex:02280CFF07>ObjStr<hex:E9080103><hex:EB0303>取消了「<hex:022813FF0E>CompanyAction<hex:E8020103>」的特效。",4,0,1,4,9
32,"<hex:020816E908FF10><hex:02280CFF07>ObjStr<hex:E9080103><hex:EB0303>放棄了「<hex:022813FF0E>CompanyAction<hex:E8020103>」的特效。",4,0,1,4,9
33,"部隊的簡稱已被修改為「<hex:020816E909FF10><hex:02280CFF07>ObjStr<hex:E9090103><hex:EB0403>」。",0,3,0,3,4
34,"部隊名已被修改為「<hex:020816E909FF10><hex:02280CFF07>ObjStr<hex:E9090103><hex:EB0403>」。",0,2,0,3,4
35,"<hex:020816E908FF10><hex:02280CFF07>ObjStr<hex:E9080103><hex:EB0303>將<hex:02280FFF0A>PlaceName<hex:E8020103>第<hex:022003E80303>區<hex:022003E80403>號住房名稱改成了「<hex:020816E909FF10><hex:02280CFF07>ObjStr<hex:E9090103><hex:EB0403>」。",4,9,0,5,11
36,"<hex:020816E908FF10><hex:02280CFF07>ObjStr<hex:E9080103><hex:EB0303>修改了「<hex:020816E909FF10><hex:02280CFF07>ObjStr<hex:E9090103><hex:EB0403>」的問候語。",4,8,0,5,11
37,"<hex:020816E908FF10><hex:02280CFF07>ObjStr<hex:E9080103><hex:EB0303>購買了<hex:02280FFF0A>PlaceName<hex:E8020103>第<hex:022003E80303>區<hex:022003E80403>號土地。",4,7,0,5,11
38,"<hex:020816E908FF10><hex:02280CFF07>ObjStr<hex:E9080103><hex:EB0303>廢棄了<hex:02280FFF0A>PlaceName<hex:E8020103>第<hex:022003E80303>區<hex:022003E80403>號土地。",4,7,0,5,11
39,"<hex:02280FFF0A>PlaceName<hex:E8020103> 第<hex:022003E80303>區<hex:022003E80403>號土地被廢棄了。",0,7,0,5,11
40,"<hex:020816E908FF10><hex:02280CFF07>ObjStr<hex:E9080103><hex:EB0303>在<hex:02280FFF0A>PlaceName<hex:E8020103>第<hex:022003E80303>區<hex:022003E80403>號土地上搭建起了「<hex:022813FF0E>HousingPreset<hex:E8050103>」。",4,7,1,5,11
41,"<hex:020816E908FF10><hex:02280CFF07>ObjStr<hex:E9080103><hex:EB0303>拆除了「<hex:020816E909FF10><hex:02280CFF07>ObjStr<hex:E9090103><hex:EB0403>」。",4,8,0,5,11
