key,0,1,2,3,4,5
#,,,Name,Text,,
offset,14,15,12,0,4,8
int32,byte,byte,SnipeTalkName,str,str,str
0,0,0,0,"","",""
1,0,0,0,"","",""
2,0,0,0,"","",""
3,0,0,0,"","",""
4,0,0,0,"","",""
5,0,0,0,"","",""
6,0,0,0,"","",""
7,0,0,0,"","",""
8,0,0,0,"","",""
9,0,0,0,"","",""
10,61,1,10,"……怎麼了？<hex:02100103>想買勒昂琅的話，1枚孚布特金幣可不夠哦？","",""
11,61,1,11,"水晶公說了什麼來著……","",""
12,61,1,12,"好黑啊……<hex:02100103>要不要從上面借點蠟燭過來？","",""
13,61,1,13,"…………<hex:02100103>幹嘛一直盯著我看啊？<hex:02100103>這邊的調查還需要點時間。","",""
14,61,1,14,"好痛……<hex:02100103>為、為什麼要瞄準我啊……","",""
15,57,7,0,"即使被擊中也紋絲不動，一直盯著這邊看。<hex:02100103>看來至少不是矮人族……","",""
16,61,1,15,"哦哦，射對啦！<hex:02100103>為你的判斷力和行動力鼓掌啦哩！","",""
17,61,1,16,"射錯啦！<hex:02100103>我戴的可是真真正正的圖爾頭盔！<hex:02100103>錯啦錯啦！嗯……錯啦！","",""
18,61,1,17,"嘎哈哈哈！哼哼！哼哼哼！<hex:02100103>不可以對我進行射擊哦，看來你還差得遠呢！","",""
19,57,7,0,"發現了疑似目標人物！","",""
20,57,7,0,"……穩重的氣場。<hex:02100103>不過並不是貓秘族。","",""
21,57,7,0,"看起來很舊的壁畫。<hex:02100103>身處中央的人物舉著武器。<hex:02100103>黑色野獸被打倒，周圍的人們看起來都很開心……","",""
22,57,7,0,"看起來非常舊的壁畫。<hex:02100103>坐在王座上的人物正在接受很多人的謁見……","",""
23,57,7,0,"看起來相當舊的壁畫。<hex:02100103>裡面畫有數名與湧動的黑暗對峙的人物，<hex:02100103>不過中央部分被刮掉許多……","",""
24,61,1,10,"那個是垂涎欲滴烙餅！<hex:02100103>裡面加入了又酸又甜的仙人掌的果實，<hex:02100103>所以幹一點也沒關係！有助於健康！","",""
25,61,1,10,"那個是幹勁熊熊火腿！<hex:02100103>是將蜥蜴的貴重部位利用秘傳香料製成的火腿！<hex:02100103>雖然有點奇怪的味道，但是吃了它能讓身體變得結實！","",""
26,61,1,10,"那個是黏黏小串！<hex:02100103>是將隱藏在附近石場中的小型青蛙簡單烤製得到的！<hex:02100103>很爽口，不粘牙！","",""
27,61,1,10,"那個是軟軟醃白蚯蚓！<hex:02100103>是將大家都很喜歡的白蚯蚓蘸到蜜汁裡的夢幻美食！<hex:02100103>吃完這個就吃不下其他甜食了！","",""
28,57,7,0,"發現了古舊的石板！","",""
29,61,1,18,"嗯……這個應該是祭壇，<hex:02100103>不過卻沒看到夜之民的代表性祭具水鏡啊。<hex:02100103>是他們離開的時候只把那個帶走了吧……","",""
30,57,7,0,"發現了疑似目標人物！<hex:02100103>但是往村落那邊逃走了……","",""
31,57,7,0,"一直在盯著這邊看。<hex:02100103>似乎不是神秘的人影……","",""
32,61,1,15,"啦哩吼！幹得漂亮！<hex:02100103>保持這個狀態，正式挑戰的時候也要加油啊！","",""
33,57,7,0,"高聳著的細長建築，上面有很多窗戶。<hex:02100103>是不曾在其他地方見到過的獨特設計。","",""
34,57,7,0,"……為什麼會有鯨頭鸛？<hex:02100103>完全不知道為什麼，但就是堂而皇之地出現在那裡。","",""
35,57,7,0,"冰海天使的幼體臉上一副柔弱的表情……<hex:02100103>肯定是個特別老實的生物。","",""
36,61,1,14,"咦？！不要趁亂瞄準我啊！<hex:02100103>兜帽我是不會摘下來的！","",""
37,57,7,0,"即使被擊中也紋絲不動，<hex:02100103>一直、一直盯著這邊看。<hex:02100103>看來並不是矮人族……","",""
38,0,0,0,"","",""
