key,0,1
#,Slowly,Dialogue
offset,4,0
int32,bit&01,str
0,False,""
1,False,""
2,False,"歡迎！歡迎！"
3,True,"我家的東西很便宜哦！"
4,True,"呼……"
5,False,"帝國有什麼動靜嗎？"
6,False,"我們派出去的人<hex:02100103>應該馬上就回來報告了。"
7,False,"多麼風光明媚的田園城邦啊！"
8,False,"真是座人情冷漠的城市啊。"
9,False,"好吧，怎麼了？"
10,False,"這樣也不壞。"
11,False,"魚……"
12,False,"咕哎！咕哎！"
13,False,"我明白了，<hex:02100103>我會報告給上面的。"
14,False,"拜託你了。"
15,False,"好像是鳥人族幹的。"
16,False,"我來給您當嚮導吧。"
17,False,"我需要在天黑前<hex:02100103>趕回利姆薩！"
18,False,"那傢伙真夠慢的……"
19,False,"……"
20,False,"……"
21,False,"……呼……"
22,False,"哼，外來者能幹得了什麼！"
23,False,"很好，沒看到鳥人族的影子！"
24,False,"這毛色真不錯……"
25,False,"沿著這條街一直走<hex:02100103>就是商店街了。"
26,False,"……"
27,False,"喵……喵？"
28,False,"借用元靈的力量<hex:02100103>會發生什麼呢？"
29,False,"森林就由我們來保護！"
30,False,"水車轉轉轉～<hex:02100103>咕嚕嚕地轉～"
31,False,"休息時自然要放鬆精神……"
32,False,"咕哎……"
33,False,"嗯？怎麼了？"
34,False,"一、二、三……"
35,False,"您的話深刻地感染了我……"
36,False,"呼……"
37,False,"滿手都是基薩爾野菜的味道。"
38,False,"以前整個森林裡<hex:02100103>到處都是那種堅果。"
39,False,"抱歉，女士。<hex:02100103>胡桃已經賣完了。"
40,False,"嘿咻！"
41,False,"採蘑菇的小姑娘～<hex:02100103>背著一個大籮筐～"
42,False,"啊！木屑進到鼻子裡了……"
43,False,"左敲敲，右敲敲……"
44,False,"又是大人……"
45,False,"啦啦啦～"
46,False,"告訴你我能行！<hex:02100103>好好看著！"
47,False,"啊……"
48,False,"要相信元靈的引導。"
49,False,"但是我都感受不到他們……<hex:02100103>要怎麼相信啊……"
50,False,"啦啦啦"
51,False,"嗯……"
52,False,"願大地女神保佑這些蜜蜂。"
53,False,"再多一點……"
54,False,"森林現在非常危險！"
55,False,"但是……"
56,False,"瞧一瞧看一看啊！<hex:02100103>我這都是好東西！"
57,False,"歡迎惠顧！"
58,False,"看來我們有必要重新開始……"
59,False,"是啊……"
60,False,"歡迎來到這裡，旅行者。"
61,False,"咕……"
62,False,"對不起！<hex:02100103>我再也不敢了……"
63,False,"最好沒有下次了。"
64,False,"你們這些黑影之民真是……"
65,False,"安靜！"
66,False,"站直了！"
67,False,"但是我的腿有點……"
68,False,"哈！"
69,False,"收腹！低頭！"
70,False,"腰挺得太高了！"
71,False,"是！"
72,False,"呵！"
73,False,"啊啊！"
74,False,"沒事了。"
75,False,"……"
76,False,"好吧，<hex:02100103>它看上去沒什麼大問題。"
77,False,"嗯……"
78,False,"我覺得我們需要再弄一些鹽。"
79,False,"挑個輕點的比較好吧？"
80,False,"我說……你們聽明白了嗎……"
81,False,"……"
82,False,"？"
83,False,"啦啦，啦"
84,False,"這是在鼓勵我嗎？"
85,False,"啦啦啦"
86,False,"接下來種什麼呢……"
87,False,"這次我試著換了種肥料。"
88,False,"看上去成長很不錯！"
89,False,"難怪啊！"
90,False,"工頭還在盯著？<hex:02100103>可惡……"
91,False,"喂，該換班了。"
92,False,"讓我休息10分鐘……"
93,False,"那可不行！"
94,False,"一不小心……"
95,False,"未使用：会話091"
96,False,"這就是森林的意志。"
97,False,"可是……那是不對的！"
98,False,"這個女孩才經歷過12次夏天。"
99,False,"求您了……請幫幫她……"
100,False,"森林一直在守望著我們。"
101,False,"元靈會保佑我的生意嗎？"
102,False,"我們快走吧。"
103,False,"不要急，<hex:02100103>我先喝點東西。"
104,False,"但是我們才剛到這裡！"
105,False,"……"
106,False,"偉大的元靈……法師大人……"
107,False,"元靈說了些什麼？"
108,False,"請保佑我們……"
109,False,"願你的傷痛早日康復。"
110,False,"謝謝！"
111,False,"太糟糕了！"
112,False,"長鬚豹吃掉了<hex:02100103>我們所有的雞雛！"
113,False,"還有小麥和其他作物……"
114,False,"欲罷不能啊！"
115,False,"這裡的酒簡直棒極了。"
116,False,"時間過得真快啊。"
117,False,"靈災已經過去5年了……"
118,False,"唉……"
119,False,"應該把那些外來者<hex:02100103>全部驅除出境！"
120,False,"幻術皇說我們必須接受他們。"
121,False,"……"
122,False,"難道就不能讓一位淑女<hex:02100103>休息一下嗎？"
123,False,"這事得按規定辦。"
124,False,"請通融一下嘛……"
125,False,"我馬上就想要貨喵！"
126,False,"我覺得這個不錯呢。"
127,False,"嗯……這個怎麼樣？"
128,False,"嗚哇……好酒！"
129,False,"這手工……做得真棒！"
130,False,"喂，你在聽我說話嗎？"
131,False,"啦啦啦啦～"
132,False,"寶寶乖，乖寶寶。"
133,False,"要細心做……"
134,False,"這些可惡的豆子！<hex:02100103>我怎麼也除不掉身上的臭味！"
135,False,"嗯，看來都合格。"
136,False,"真是精美的手工技術。"
137,False,"還有這種樣式的啊。"
138,False,"吵死了！<hex:02100103>我連一分鐘都睡不著！"
139,False,"呼……"
140,False,"嗯……"
141,False,"……哎！"
142,False,"放鬆……<hex:02100103>保持呼吸……"
143,False,"只要抓住時機<hex:02100103>給他們個出其不意……"
144,False,"不要小看鳥人族。"
145,False,"今天的訓練還沒結束嗎？"
146,False,"呵……呵……"
147,False,"你以為敵人會給你<hex:02100103>休息的時間嗎？"
148,False,"是！長官！"
149,False,"是！長官！"
150,False,"是！髒……啊不！長官！"
151,False,"你們甚至都射不中<hex:02100103>那邊的木樁！"
152,False,"請給予我們指引……"
153,False,"咕哎！"
154,False,"再來100次！"
155,False,"那種刺法連鳥人的<hex:02100103>羽毛都刺不穿！"
156,False,"哦親愛的……呼……"
157,False,"是魔物幹的嗎？"
158,False,"幼苗都被糟蹋了！"
159,False,"咕哎！"
160,False,"下次修樹枝的地點是……"
161,False,"好吧好吧。"
162,False,"就差一步了。"
163,False,"可以大賺一筆咯！"
164,False,"在事成之前都不能鬆懈啊……"
165,False,"你那句話已經嘟囔一晚上了。"
166,False,"嗝……<hex:02100103>再給我來最後一杯酒。"
167,False,"元靈是不會允許<hex:02100103>他們入住森林的！"
168,False,"又有人從阿拉米格來了……"
169,False,"哼……你是冒險者吧。"
170,False,"天啊，<hex:02100103>那邊過來的是什麼？"
171,False,"馬上要執行討伐任務了！<hex:02100103>有冒險者想加入我們嗎？"
172,False,"就沒有什麼好工作嗎？"
173,False,"別再讓我去打什麼松鼠了……"
174,False,"怎麼回事？<hex:02100103>我只是想要個房間！"
175,False,"好的，馬上就來。"
176,False,"給我你們這最好的花茶！"
177,False,"休息夠了就繼續鍛鍊！"
178,False,"可我才剛坐下……"
179,False,"問那邊的烏龜吧，<hex:02100103>我是沒有了。"
180,False,"我只想要一個蛋！"
181,False,"呃……荷依娜娜小姐<hex:02100103>我們不是很急嗎？"
182,False,"如果能有辦法上到<hex:02100103>它們背殼上的話……"
183,False,"我準備去問問公會裡<hex:02100103>有沒有人知道浮空的魔法。"
184,False,"在精金龜附近<hex:02100103>永遠不要放鬆警惕。"
185,False,"我已經不行了……"
186,False,"好吧，先生。<hex:02100103>不過貨物情況怎麼樣了？"
187,False,"有消息說在歐金尼婭哨塔<hex:02100103>附近發現了鳥人族。"
188,False,"我們最好提高警惕。"
189,False,"……"
190,False,"北邊的那個要塞？<hex:02100103>你瘋了嗎？"
191,False,"我們沒有進到裡面，<hex:02100103>只是靠近看了下。"
192,False,"就不能讓我安穩地<hex:02100103>睡上一會嗎？"
193,False,"哦，抱歉，<hex:02100103>你剛才說什麼？"
