key,0,1,2,3,4,5
#,Icon,Category,MainCommandCategory,SortID,Name,Description
offset,8,12,13,14,0,4
int32,Image,byte,MainCommandCategory,sbyte,str,str
0,0,0,0,0,"",""
1,16,1,1,-3,"切換行動狀態","在拔出武器與收回武器的狀態間切換。"
2,1,4,1,0,"角色","查看角色的各項狀態參數，也可以進行變更裝備、修改稱號等操作。"
3,4,2,1,-2,"技能選單","查看角色已經學會的各種技能，可以將技能設定到熱鍵上、選擇職能技能等多項操作。"
4,5,4,2,0,"日誌","查看當前已經接受和已經完成的任務及理符任務，切換任務情報中顯示的任務，開始或放棄理符任務等。"
5,47,11,2,7,"任務情報","查看關於任務的各種帶有計時的情報。理符受理限額的更新時間、蠻族日常的剩餘受理限額等。"
6,6,15,1,11,"成就","查看成就的完成狀況、達成條件及達成報酬等情報。"
7,23,4,3,1,"採集筆記","查看採集作業所能夠獲得的道具，也可以查看目標道具可以在哪片地區採集到。"
8,21,1,3,-2,"討伐筆記","查看戰鬥職業的討伐目標及其數量和生息地，以及成功討伐後能夠獲得的經驗等獎勵。"
9,22,3,3,0,"製作筆記","查看製作職業的各種配方，也可以直接開始製作作業。"
10,2,6,1,2,"物品","查看當前背包中的物品和水晶，也可以進行裝備、使用、排列順序等操作。"
11,3,3,2,-1,"任務道具","查看當前背包中的任務道具，在放棄任務時會丟棄相關的任務道具。"
12,17,1,5,0,"小隊隊員","查看小隊中的隊員，也可以進行更改排序、離開小隊、解散小隊等操作。"
13,18,10,6,7,"好友名單","查看自己的好友，可以直接發送悄悄話。也可以向好友發送組隊邀請。"
14,19,12,6,9,"黑名單","查看被列入黑名單的人，這些人的發言不會被看到，交易和組隊等各種邀請也會被自動屏蔽。"
15,20,1,6,-2,"玩家搜尋","通過各種指定條件搜尋其他玩家。"
16,7,4,4,0,"地圖","查看自己和小隊隊員的位置，以及乙太之光和商店的所在地、任務目的地等情報，地圖可以進行縮放，也可以查看其他地區的地圖。"
17,9,3,6,0,"情感動作","查看玩家表達情感的各種動作，在與他人的交流中能夠起到很大作用。"
18,10,3,5,2,"目標標記","在目標的頭頂設定小隊與團隊可見的表徵圖記號。"
19,29,6,7,1,"系統設定","對聲音、映像等系統項目進行調整。"
20,28,9,7,4,"鍵位設定","為各種操作和快捷功能配置自己慣用的鍵位。"
21,30,8,7,3,"用戶巨集","通過各種文本指令組合能夠建立用戶巨集命令。既可以建立角色專用的巨集命令，也可以建立各角色公用的巨集命令。建立完成的巨集命令可以設定到熱鍵欄上。在文本指令一覽中可以進行查看。"
22,31,7,7,2,"介面設定","修改遊戲介面中各個窗口的位置和大小，設定是否顯示窗口，還可以切換成已保存的介面。"
23,27,10,7,6,"返回標題畫面","退出當前角色，回到遊戲的標題畫面。"
24,26,11,7,7,"退出遊戲","退出並關閉遊戲客戶端。"
25,32,5,1,1,"兵裝庫","收納獲得的裝備。每個部位的裝備都會單獨收納，可以查看及裝備到身上。"
26,0,0,0,0,"",""
27,8,4,6,1,"部隊","查看所屬部隊的各種情報。"
28,11,7,6,4,"通訊貝","查看所屬的所有通訊貝的成員情報。"
29,24,5,3,2,"釣魚筆記","記錄了捕魚人的捕魚成果及釣場，在各種地域釣魚會追加記錄內容。"
30,33,4,7,-1,"新手指南","查看已經出現過的新手指南。"
31,25,1,2,-3,"推薦任務","查看周圍地區適合當前情況接受的任務及臨危受命，還有適合當前等級的副本任務。"
32,13,1,7,-4,"情報服務台","遊戲中的客服窗口，可以查看通知及報告問題。"
33,46,5,2,1,"任務搜尋器","可確認副本迷宮和公會令等組隊任務的內容和參加條件以及申請參加任務。參加時可以自動組成小隊參加或以任意編成進行挑戰。"
34,48,5,7,0,"角色設定","對操作、介面、快捷欄、消息欄等與角色相關的項目進行調整。"
35,0,0,4,1,"傳送","消耗相應的金幣，瞬間移動到已經共鳴過的水晶之光所在地，可以帶領小隊隊員一起移動。"
36,0,0,4,2,"返回","瞬間移動到設定為返回點的水晶之光所在地，不需要任何消耗，不過使用一次之後需要等待15分鐘才能使用下一次。如果在副本任務中使用，則會回到副本的開始地點。"
37,0,0,7,5,"許可證","查看«最終幻想14»的許可證。"
38,0,0,0,0,"筆記","（ヘルプ無し）"
39,0,0,0,0,"社交","（ヘルプ無し）"
40,0,0,0,0,"系統","（ヘルプ無し）"
41,50,6,3,3,"魚類圖鑑","捕魚人的圖鑑，記載了釣魚相關的各種詳細內容。釣上新種類的魚後會追加記入各種內容。"
42,49,8,1,4,"搭檔","查看搭檔的狀態、召喚剩餘時間和能夠使用的技能。搭檔的技能點也是在這裡分配。"
43,0,0,0,0,"任務輔助","（ヘルプ無し）"
44,52,5,6,2,"房屋","打開房屋菜單。"
45,35,0,0,0,"顯示設定","打開顯示設定窗口，可以對當前的顯示效果、螢幕模式、畫面解析度等功能進行設定。"
46,36,0,0,0,"聲音設定","打開聲音設定窗口，可以對音量和靜音等功能進行設定。"
47,37,0,0,0,"映像設定","打開映像設定窗口，可以對畫面品質的各種細節進行設定。"
48,38,0,0,0,"滑鼠設定","打開滑鼠設定窗口，可以對滑鼠操作功能進行設定。"
49,39,0,0,0,"<hex:020824E1E94C01FF10>控制器設定<hex:FF0D>手把設定<hex:03>","<hex:0208A5E1E94C01FF52>打開控制器設定窗口，可以對控制器的震動等功能進行設定。<hex:FF4C>打開手把設定窗口，可以對手把的震動等功能進行設定。<hex:03>"
50,51,0,0,0,"其他設定","打開其他設定窗口，可以對遊戲截圖的保存格式及語言等功能進行設定。"
51,41,0,0,0,"操作設定","打開操作設定窗口，可以對視角、目標等操作相關的功能進行設定。"
52,42,0,0,0,"介面設定","打開介面設定窗口，可以對畫面上的各種用戶介面布局進行設定。"
53,43,0,0,0,"名牌設定","打開名牌設定窗口，可以對玩家頭上的名牌進行設定。"
54,44,0,0,0,"熱鍵欄設定","打開熱鍵欄設定窗口，可以對熱鍵欄進行設定。"
55,45,0,0,0,"聊天視窗設定","打開聊天視窗設定畫面，可以對消息的字型大小及過濾屏蔽等功能進行設定。"
56,53,13,1,9,"對戰資料","查看對戰的戰績或對戰專用技能，可以將對戰技能設定到熱鍵欄。"
57,54,2,5,1,"隊員招募","以指定目的和職能來招募共同戰鬥的隊友。"
58,55,4,5,3,"場景標記","在場地上設定小隊及團隊可見的標記。"
59,56,6,5,5,"準備確認","確認小隊或團隊的隊員是否準備就緒。"
60,57,8,3,5,"挑戰筆記","查看各種挑戰項目的情況，包括項目的進度以及相應的報酬。項目的完成情況會在每<hex:020603120303><hex:02093ADDFF07>週日<hex:FF07>週一<hex:FF07>週二<hex:FF07>週三<hex:FF07>週四<hex:FF07>週五<hex:FF07>週六<hex:03>的<hex:020821DBFF1D><hex:020919DB02030405060708090A0B0C0D0E0F10111213141516171803><hex:0103>點（地球時間）重置。"
61,58,9,1,5,"坐騎一覽","查看關於坐騎的各種資訊，也可以直接召喚出坐騎。"
62,59,10,1,6,"寵物一覽","查看關於寵物的各種資訊，也可以直接召喚出寵物。"
63,60,0,0,0,"輔助功能設定","查看輔助功能設定畫面，包括聲音效果的輔助表現。"
64,61,2,3,-1,"探索筆記","查看探索筆記中的記錄情報。"
65,62,14,1,10,"金碟遊樂場","查看關於金碟遊樂場的各種情報。包括查看競賽陸行鳥的屬性和血統、更換裝備，搭配九宮幻卡的卡組，編輯萌寵之王寵物熱鍵欄，更改多瑪方城戰的設定等。"
66,63,3,1,-1,"貨幣一覽","查看所持金幣以及各種貨幣的數量。"
67,64,1,4,-3,"風脈泉","查看風脈泉的共鳴記錄。"
68,65,3,7,-2,"資訊中心","可以打開連接到«最終幻想14»官方網站內資訊中心頁面的菜單。"
69,67,7,3,4,"管弦樂琴樂譜集","可以使用管弦樂琴來欣賞的樂曲一覽。獲得樂譜可以追加相應曲目。"
70,66,10,2,6,"初學者學堂","可在這裡對各職能的戰鬥職業（防護職業、治療職業、進攻職業）的基本戰鬥方式進行訓練。會根據當前職能或訓練的進度來給出合適的訓練內容。"
71,68,0,0,0,"物品設定","打開物品設定窗口。"
72,69,6,2,2,"大型任務搜尋器","可以挑戰最新的高難度大型任務。即使未達到規定人數，也可以通過設定詳細條件，和志同道合的玩家們自動組成小隊，進行挑戰。"
73,70,7,5,6,"戰鬥開始倒數計時","將戰鬥開始倒數計時設定為任意秒數，並對自己、小隊成員或團隊成員顯示。"
74,71,11,6,8,"戰友列表","查看最近和自己組過隊的玩家。可以向列表中的玩家發送好友申請。"
75,72,2,4,-2,"坐騎速度","可以查看各區域騎乘狀態時的地面移動速度。"
76,73,8,2,4,"任務回顧","可以回顧保存的任務記錄。也可以進行任務記錄的設定。"
77,74,7,1,3,"陸行鳥鞍囊","可以自由存取搭檔陸行鳥的道具。（無法在任務中使用）"
78,75,6,6,3,"戰隊","確認所屬戰隊的各項情報。"
79,76,5,5,4,"記錄準備確認","進行記錄的準備確認和戰鬥開始倒數計時。只有在可以記錄的任務中才能使用。"
80,77,8,6,5,"跨服通訊貝","可以建立和確認跨服通訊貝，以及和其他伺服器的玩家進行跨服組隊。"
81,78,12,1,8,"青魔法書","可以查看青魔法的學習情況，也可以對已經學會並準備使用的青魔法進行設定。"
82,79,7,2,3,"親信戰友","可以和非玩家同伴一起挑戰迷宮。"
83,80,0,0,0,"顏色主題設定","更改窗口的顏色主題。"
84,81,3,4,-1,"危命任務完成度","查看在特定地區完成危命任務的記錄。在對應地區完成危命任務時取得最高評價的話，記錄的內容會增加。"
85,82,9,6,6,"同好會","可進行建立同好會、查看所屬同好會情報等操作。"
86,83,2,6,-1,"同好招募","可以看到正在招募成員的同好會，並且可以申請加入。"
87,85,2,2,-2,"重要物品","可查看重要物品。"
88,84,9,2,5,"昔日重現模式","可重新體驗已完成的任務。"
89,86,11,1,7,"時尚配飾","查看關於時尚配飾的各種資訊，也可以直接使用時尚配飾。"
90,87,2,7,-3,"官方網站","查看最終幻想14的官方網站。"
