key,0,1,2,3,4,5,6,7,8,9,10
#,Singular,Adjective,Plural,PossessivePronoun,StartsWithVowel,,Pronoun,Article,Title,Map,
offset,0,12,4,13,14,15,16,17,8,20,21
int32,str,sbyte,str,sbyte,sbyte,sbyte,sbyte,sbyte,str,byte,bit&01
1000000,"",0,"",0,0,1,0,0,"",3,False
1000001,"",0,"",0,0,0,0,0,"",0,False
1000002,"",0,"",0,0,0,0,0,"",0,False
1000003,"",0,"",0,0,0,0,0,"",0,False
1000004,"",0,"",0,0,0,0,0,"",0,False
1000005,"",0,"",0,0,0,0,0,"",0,False
1000006,"",0,"",0,0,0,0,0,"",0,False
1000007,"",0,"",0,0,0,0,0,"",0,False
1000008,"",0,"",0,0,0,0,0,"",0,False
1000009,"",0,"",0,0,0,0,0,"",0,False
1000010,"",0,"",0,0,0,0,0,"",0,False
1000011,"",0,"",0,0,0,0,0,"",0,False
1000012,"",0,"",0,0,0,0,0,"",0,False
1000013,"",0,"",0,0,0,0,0,"",0,False
1000014,"",0,"",0,0,0,0,0,"",0,False
1000015,"",0,"",0,0,0,0,0,"",0,False
1000016,"",0,"",0,0,0,0,0,"",0,False
1000017,"",0,"",0,0,0,0,0,"",0,False
1000018,"",0,"",0,0,0,0,0,"",0,False
1000019,"",0,"",0,0,0,0,0,"",0,False
1000020,"",0,"",0,0,0,0,0,"",0,False
1000021,"",0,"",0,0,0,0,0,"",0,False
1000022,"",0,"",0,0,0,0,0,"",0,False
1000023,"",0,"",0,0,0,0,0,"",0,False
1000024,"",0,"",0,0,0,0,0,"",0,False
1000025,"",0,"",0,0,0,0,0,"",0,False
1000026,"",0,"",0,0,0,0,0,"",0,False
1000027,"",0,"",0,0,0,0,0,"",0,False
1000028,"",0,"",0,0,0,0,0,"",0,False
1000029,"",0,"",0,0,0,0,0,"",0,False
1000030,"",0,"",0,0,0,0,0,"",0,False
1000031,"",0,"",0,0,0,0,0,"",0,False
1000032,"",0,"",0,0,0,0,0,"",0,False
1000033,"",0,"",0,0,0,0,0,"",0,False
1000034,"",0,"",0,0,0,0,0,"",0,False
1000035,"",0,"",0,0,0,0,0,"",0,False
1000036,"",0,"",0,0,0,0,0,"",0,False
1000037,"",0,"",0,0,0,0,0,"",0,False
1000038,"",0,"",0,0,0,0,0,"",0,False
1000039,"",0,"",0,0,0,0,0,"",0,False
1000040,"",0,"",0,0,0,0,0,"",0,False
1000041,"",0,"",0,0,0,0,0,"",0,False
1000042,"",0,"",0,0,0,0,0,"",0,False
1000043,"",0,"",0,0,0,0,0,"",0,False
1000044,"",0,"",0,0,0,0,0,"",0,False
1000045,"",0,"",0,0,0,0,0,"",0,False
1000046,"",0,"",0,0,0,0,0,"",0,False
1000047,"",0,"",0,0,0,0,0,"",0,False
1000048,"",0,"",0,0,0,0,0,"",0,False
1000049,"",0,"",0,0,0,0,0,"",0,False
1000050,"",0,"",0,0,0,0,0,"",0,False
