key,0
#,Param
offset,0
int32,str
0,"on"
1,"開"
2,"off"
3,"關"
4,"add"
5,"加入"
6,"leave"
7,"退隊"
8,"kick"
9,"移除"
10,"leader"
11,"隊長"
12,"breakup"
13,"解散"
14,"remove"
15,"清除"
16,"accept"
17,"接受"
18,"deny"
19,"拒絕"
20,"text"
21,"text"
22,"motion"
23,"動作"
24,"both"
25,"both"
26,"main"
27,"主手"
28,"sub"
29,"副手"
30,"throwing"
31,"投擲武器"
32,"pack"
33,"Pack"
34,"pouch"
35,"Pouch"
36,"head"
37,"頭部"
38,"shirt"
39,"內衣"
40,"body"
41,"身體"
42,"garment"
43,"內褲"
44,"legs"
45,"腿部"
46,"hands"
47,"手臂"
48,"feet"
49,"腳部"
50,"waist"
51,"腰帶"
52,"neck"
53,"頸部"
54,"R.ear"
55,"右耳"
56,"L.ear"
57,"左耳"
58,"R.wrist"
59,"右腕"
60,"L.wrist"
61,"左腕"
62,"R.index"
63,"右食指"
64,"L.index"
65,"左食指"
66,"R.ring"
67,"右無名指"
68,"L.ring"
69,"左無名指"
70,"all"
71,"全部"
72,"reset"
73,"重置"
74,"a"
75,"A"
76,"b"
77,"B"
78,"c"
79,"C"
80,"attack"
81,"攻擊"
82,"attack1"
83,"攻擊1"
84,"attack2"
85,"攻擊2"
86,"attack3"
87,"攻擊3"
88,"attack4"
89,"攻擊4"
90,"attack5"
91,"攻擊5"
92,"bind"
93,"止步"
94,"bind1"
95,"止步1"
96,"bind2"
97,"止步2"
98,"bind3"
99,"止步3"
100,"stop"
101,"禁止"
102,"stop1"
103,"禁止1"
104,"stop2"
105,"禁止2"
106,"square"
107,"方塊"
108,"circle"
109,"圓圈"
110,"plus"
111,"十字"
112,"triangle"
113,"三角"
114,"save"
115,"保存"
116,"load"
117,"讀取"
118,"copy"
119,"複製"
120,"paste"
121,"粘貼"
122,"equip"
123,"裝備"
124,"change"
125,"更換"
126,"status"
127,"狀態"
128,"create"
129,"新建"
130,"set"
131,"設定"
132,"view"
133,"查看"
134,"LDL"
135,"LD1"
136,"LDU"
137,"LD2"
138,"LDR"
139,"LD3"
140,"LDD"
141,"LD4"
142,"LAL"
143,"LA1"
144,"LAU"
145,"LA2"
146,"LAR"
147,"LA3"
148,"LAD"
149,"LA4"
150,"RDL"
151,"RD1"
152,"RDU"
153,"RD2"
154,"RDR"
155,"RD3"
156,"RDD"
157,"RD4"
158,"RAL"
159,"RA1"
160,"RAU"
161,"RA2"
162,"RAR"
163,"RA3"
164,"RAD"
165,"RA4"
166,"share"
167,"共通"
168,"display"
169,"顯示"
170,"ex"
171,"ex"
172,"time"
173,"時間"
174,"call"
175,"提示音"
176,"name"
177,"名字"
178,"fontsize"
179,"字型"
180,"local"
181,"本地"
182,"server"
183,"伺服器"
184,"self"
185,"自己"
186,"party"
187,"小隊"
188,"other"
189,"他人"
190,"full"
191,"high"
192,"simple"
193,"簡單"
194,"firstname"
195,"first"
196,"familyname"
197,"family"
198,"lookingforparty"
199,"希望組隊"
200,"leader"
201,"隊長"
202,"lookingformeld"
203,"接受鑲嵌魔晶石請求"
204,"away"
205,"離開"
206,"contents"
207,"任務中"
208,"event"
209,"劇情中"
210,"busy"
211,"忙碌"
212,"d"
213,"d"
214,"pvpteam"
215,"戰隊"
216,"cross"
217,"叉"
218,"LimitGauge"
219,"LimitGauge"
220,"cwlinkshell"
221,"跨服貝"
222,"et"
223,"艾"
224,"lt"
225,"本"
226,"st"
227,"服"
228,"repeat"
229,"重覆"
230,"ja"
231,"日語"
232,"en"
233,"英語"
234,"de"
235,"德語"
236,"fr"
237,"法語"
238,"Maelstrom"
239,"黑渦團"
240,"Order of the Twin Adder"
241,"雙蛇黨"
242,"Immortal Flames"
243,"恆輝隊"
244,"feast"
245,"群狼盛宴"
246,"friend"
247,"好友"
248,"item"
249,"道具"
