key,0
#,Objective
offset,0
int32,str
0,""
1,"討伐敵人"
2,"尋找道具"
3,"殲滅敵人"
4,"追擊敵人"
5,"令敵人弱化，並利用<hex:020833E4E80201FF19>情感動作「安撫」<hex:FF13><hex:02280FFF0A>EventItem<hex:E8020103><hex:03>將其馴服"
6,"通過<hex:020827E4E80201FF07>攻擊<hex:FF19>使用<hex:02280FFF0A>EventItem<hex:E8020103><hex:03>來識破敵人的真身並進行討伐"
7,"在指定地點巡邏，並擊退敵人"
8,"收集«妖異全集»的書頁<hex:02100103>召喚出被封印的魔物並將其打倒"
9,"使用情感動作「招手」，將<hex:02280EFF09>BNpcName<hex:E8020103>帶領到目的地"
10,"到所有目標地點進行採集<hex:02100103>隨著評價提高會有相應報酬<hex:02100103>320以上　+25%<hex:02100103>303以上　+10%<hex:02100103>286以上　+05%"
11,"獲得目標物品"
12,"到所有目標地點進行採集，並獲得目標物品"
13,"記錄所有目標地點的採集結果<hex:02100103>隨著評價提高會有相應報酬<hex:02100103>160以上　+25%<hex:02100103>152以上　+10%<hex:02100103>143以上　+05%"
14,"將委託品設定到目標上"
15,"目標物品不足則任務失敗"
16,"搜索目標地點"
17,"引誘出目標並將其打倒"
18,"到所有目標地點進行採集<hex:02100103>隨著評價提高會有相應報酬<hex:02100103>479以上　+25%<hex:02100103>454以上　+10%<hex:02100103>429以上　+05%"
19,"記錄所有目標地點的採集結果<hex:02100103>隨著評價提高會有相應報酬<hex:02100103>240以上　+25%<hex:02100103>227以上　+10%<hex:02100103>215以上　+05%"
20,"打倒出現的魔物回收«妖異全集»的書頁<hex:02100103>召喚出被封印的魔物並將其打倒"
21,"進度"
22,"巡邏目的地"
23,"過早嘗試馴服會起到相反的效果<hex:02100103>目標會陷入興奮狀態<hex:02100103>打倒馴服目標也會導致任務失敗"
24,"使用打倒<hex:02280EFF09>BNpcName<hex:E8020103>後獲得的<hex:02280FFF0A>EventItem<hex:E8030103>，識破魔物的真身"
25,"<hex:02280EFF09>BNpcName<hex:E8020103>被打倒則任務失敗"
26,"保護目標的同時擊退敵人"
27,"在限制時間內盡可能打倒更多的敵人"
28,"找到<hex:02280FFF0A>EventItem<hex:E8020103>的持有者<hex:02100103>識破其本體並將其消滅"
29,""
30,"打倒呼叫增援的敵人"
31,"失敗條件：沒有達到目標數量"
32,"打倒對「<hex:020815E4E80202FF07>戳指<hex:FF07>質疑<hex:03>」動作有反應的敵人<hex:02100103>獲得<hex:02280FFF0A>EventItem<hex:E8030103>"
33,"失敗條件：失去所有<hex:02280EFF09>BNpcName<hex:E8020103>"
34,"從<hex:02280EFF09>BNpcName<hex:E8020103>身上獲得<hex:02280FFF0A>EventItem<hex:E8030103><hex:02100103>並對<hex:02280AFF05>EObj<hex:E8040103>使用<hex:02100103>將<hex:02280EFF09>BNpcName<hex:E8050103>引誘出來"
35,"過早嘗試馴服會起到相反的效果<hex:02100103>目標會陷入興奮狀態"
