key,0,1,2,3,4,5,6,7
#,Singular,Adjective,Plural,PossessivePronoun,StartsWithVowel,,Pronoun,Article
offset,0,8,4,9,10,11,12,13
int32,str,sbyte,str,sbyte,sbyte,sbyte,sbyte,sbyte
0,"",0,"",0,0,1,0,0
1,"",0,"",0,0,0,0,0
2,"遺跡走龍",0,"",0,0,1,0,0
3,"雌羚羊",0,"",0,0,1,0,0
4,"雄羚羊",0,"",0,0,1,0,0
5,"奧猴",0,"",0,0,1,0,0
6,"狐猴",0,"",0,0,1,0,0
7,"巨蠅",0,"",0,0,1,0,0
8,"巨虻",0,"",0,0,1,0,0
9,"靈蛛蠍",0,"",0,0,1,0,0
10,"凶蛛蠍",0,"",0,0,1,0,0
11,"禍蛛蠍",0,"",0,0,1,0,0
12,"兀鷲",0,"",0,0,1,0,0
13,"禿鷲",0,"",0,0,1,0,0
14,"狂野仔豬",0,"",0,0,1,0,0
15,"狂野野豬",0,"",0,0,1,0,0
16,"狂野疣豬",0,"",0,0,1,0,0
17,"氣球怪",0,"",0,0,1,0,0
18,"殭屍",0,"",0,0,1,0,0
19,"殭屍法師",0,"",0,0,1,0,0
20,"屍鬼",0,"",0,0,1,0,0
21,"搗蛋小鬼",0,"",0,0,1,0,0
22,"小紅花",0,"",0,0,1,0,0
23,"飛虻陷阱草",0,"",0,0,1,0,0
24,"樹精",0,"",0,0,1,0,0
25,"樹妖",0,"",0,0,1,0,0
26,"巨蟾蜍",0,"",0,0,1,0,0
27,"夜蟾蜍",0,"",0,0,1,0,0
28,"長鬚豹幼崽",0,"",0,0,1,0,0
29,"無頭騎士",0,"",0,0,1,0,0
30,"泥土巨像",0,"",0,0,1,0,0
31,"奪心魔",0,"",0,0,1,0,0
32,"小口花",0,"",0,0,1,0,0
33,"大口花",0,"",0,0,1,0,0
34,"精金龜",0,"",0,0,1,0,0
35,"冬貝利",0,"",0,0,1,0,0
36,"圓甲蟲",0,"",0,0,1,0,0
37,"松鼠",0,"",0,0,1,0,0
38,"漆黑蝙蝠",0,"",0,0,1,0,0
39,"樹生蛞蝓",0,"",0,0,1,0,0
40,"森林兔蝓",0,"",0,0,1,0,0
41,"飛蠅群",0,"",0,0,1,0,0
42,"盲頭蟹",0,"",0,0,1,0,0
43,"沙蚤",0,"",0,0,1,0,0
44,"血蚤",0,"",0,0,1,0,0
45,"妖火",0,"",0,0,1,0,0
46,"離子電",0,"",0,0,1,0,0
47,"叢林魔菇",0,"",0,0,1,0,0
48,"毒蟾魔餌",0,"",0,0,1,0,0
49,"花甲蟲",0,"",0,0,1,0,0
50,"哥布林暴徒",0,"",0,0,1,0,0
51,"首領變色龍",0,"",0,0,1,0,0
52,"紅腹警戒蜂兵",0,"",0,0,1,0,0
53,"第三大隊劍鬥士",0,"",0,0,1,0,0
54,"黃蜂群",0,"",0,0,1,0,0
55,"死亡凝視",0,"",0,0,1,0,0
56,"水元精",0,"",0,0,1,0,0
57,"第三大隊十夫長",0,"",0,0,1,0,0
58,"第三大隊繩鬥士",0,"",0,0,1,0,0
59,"第三大隊騎士",0,"",0,0,1,0,0
60,"第三大隊拳鬥士",0,"",0,0,1,0,0
61,"第三大隊旗手",0,"",0,0,1,0,0
62,"翼蜥",0,"",0,0,1,0,0
63,"軟糊怪",0,"",0,0,1,0,0
64,"嚎叫之妖精",0,"",0,0,1,0,0
65,"歎息之妖精",0,"",0,0,1,0,0
66,"咆哮之妖精",0,"",0,0,1,0,0
67,"嚎叫之森精",0,"",0,0,1,0,0
68,"歎息之森精",0,"",0,0,1,0,0
69,"咆哮之森精",0,"",0,0,1,0,0
70,"歌唱之森精",0,"",0,0,1,0,0
71,"黃昏結 西爾貝希奧",0,"",0,0,1,0,0
72,"波克曼",0,"",0,0,1,0,0
73,"主宰者 加爾梵斯",0,"",0,0,1,0,0
74,"破碎金龜",0,"",0,0,1,0,0
75,"埃利科",0,"",0,0,1,0,0
76,"格爾莫拉高戰士",0,"",0,0,1,0,0
77,"格爾莫拉鈍戰士",0,"",0,0,1,0,0
78,"格爾莫拉爪戰士",0,"",0,0,1,0,0
79,"衛月祭司",0,"",0,0,1,0,0
80,"紅腹敢死蜂兵",0,"",0,0,1,0,0
81,"毒針 塞韋蘭",0,"",0,0,1,0,0
82,"紅腹守巢蜂兵",0,"",0,0,1,0,0
83,"紅腹銳眼蜂兵",0,"",0,0,1,0,0
84,"紅腹吟歌蜂兵",0,"",0,0,1,0,0
85,"懺悔者 多夫甘",0,"",0,0,1,0,0
86,"餓犬家族操舵員",0,"",0,0,1,0,0
87,"餓犬家族甲板員",0,"",0,0,1,0,0
88,"餓犬家族機關手",0,"",0,0,1,0,0
89,"餓犬家族炮手",0,"",0,0,1,0,0
90,"魔石精",0,"",0,0,1,0,0
91,"魔石精",0,"",0,0,1,0,0
92,"心火蛛蠍",0,"",0,0,1,0,0
93,"明尾蛛蠍",0,"",0,0,1,0,0
94,"螯刺蛛蠍",0,"",0,0,1,0,0
95,"熔體軟糊怪",0,"",0,0,1,0,0
96,"百臂首腦巨人",0,"",0,0,1,0,0
97,"百臂運石巨人",0,"",0,0,1,0,0
98,"百臂抗擊巨人",0,"",0,0,1,0,0
99,"百臂打樁巨人",0,"",0,0,1,0,0
100,"百臂暴衝巨人",0,"",0,0,1,0,0
101,"強腕的居格斯",0,"",0,0,1,0,0
102,"鳥人劍衛",0,"",0,0,1,0,0
103,"鳥人豪放猛士",0,"",0,0,1,0,0
104,"鳥人敏捷戰士",0,"",0,0,1,0,0
105,"鳥人迷霧術士",0,"",0,0,1,0,0
106,"長鬚豹",0,"",0,0,1,0,0
107,"蔓德拉",0,"",0,0,1,0,0
108,"",0,"",0,0,0,0,0
109,"掘墓小妖",0,"",0,0,1,0,0
110,"屍鬼士兵",0,"",0,0,1,0,0
111,"墓園靈蛛蠍",0,"",0,0,1,0,0
112,"狐蝠",0,"",0,0,1,0,0
113,"土元精",0,"",0,0,1,0,0
114,"冰元精",0,"",0,0,1,0,0
115,"風元精",0,"",0,0,1,0,0
116,"火元精",0,"",0,0,1,0,0
117,"雷元精",0,"",0,0,1,0,0
118,"飛蚊群",0,"",0,0,1,0,0
119,"遺恨者 奧克塔韋爾",0,"",0,0,1,0,0
120,"變色龍",0,"",0,0,1,0,0
121,"紅腹群點蜂兵",0,"",0,0,1,0,0
122,"紅腹螯刺蜂兵",0,"",0,0,1,0,0
123,"毒波陷阱草",0,"",0,0,1,0,0
124,"猛毒陷阱草",0,"",0,0,1,0,0
125,"膿血巨蠅",0,"",0,0,1,0,0
126,"巨型蛞蝓",0,"",0,0,1,0,0
127,"龐大蛞蝓",0,"",0,0,1,0,0
128,"幼體樹精",0,"",0,0,1,0,0
129,"螢火蟲",0,"",0,0,1,0,0
130,"森疾龍",0,"",0,0,1,0,0
131,"隕坑巨像",0,"",0,0,1,0,0
132,"煙霧彈怪",0,"",0,0,1,0,0
133,"巨型蝙蝠",0,"",0,0,1,0,0
134,"汙濁的土元精",0,"",0,0,1,0,0
135,"汙濁的風元精",0,"",0,0,1,0,0
136,"汙濁的水元精",0,"",0,0,1,0,0
137,"徘徊屍鬼",0,"",0,0,1,0,0
138,"紅腹狩獵蜂兵",0,"",0,0,1,0,0
