key,0
#,String
offset,0
int32,str
0,""
1,"射擊"
2,""
3,""
4,""
5,""
6,""
7,""
8,""
9,""
10,""
100,"進入獎勵時間！<hex:02100103>金碟遊樂場的工作人員也都在為你加油！<hex:02100103>抓住機會，盡情射擊！"
101,"獎勵時間結束！<hex:02100103>成果如何？<hex:02100103>離終點只有一步之遙了，向著高分努力吧！"
102,""
103,""
104,""
105,""
106,""
107,""
108,""
109,""
110,""
111,""
112,""
113,""
114,""
115,""
116,""
117,""
118,""
119,""
120,""
121,""
122,""
123,""
124,""
125,""
126,""
127,""
128,""
129,""
130,""
131,""
132,""
133,""
134,""
135,""
136,""
137,""
138,""
139,""
140,""
141,""
142,""
143,""
144,""
145,""
146,""
147,""
148,""
149,""
150,""
