key,0,1,2,3,4,5,6,7,8,9,10,11
#,,,,,,Command,ShortCommand,Description,Alias,ShortAlias,Param,
offset,26,27,28,29,30,12,16,0,4,8,24,20
int32,byte,byte,sbyte,sbyte,sbyte,str,str,str,str,str,TextCommandParam,uint32
1,1,0,0,0,0,"/record","","/任務回顧<hex:02100103>/replay、/record<hex:02100103>打開任務回顧視窗。","/replay","",32,0
2,2,1,0,0,0,"/recordready","","/記錄準備確認 子命令<hex:02100103>/replayready、/recordready<hex:02100103>發起記錄準備確認。<hex:02100103>>>子命令<hex:02100103><hex:024804F201FA03><hex:024904F201FB03>秒數(5-30)<hex:0249020103><hex:0248020103><hex:02100103>發起記錄準備確認，全員通過後開啟戰鬥開始倒數計時。記錄準備確認完畢後再次使用時功能將變為普通的準備確認加戰鬥開始倒數計時。<hex:02100103><hex:024804F201FA03><hex:024904F201FB03>無子命令<hex:0249020103><hex:0248020103><hex:02100103>打開記錄準備確認視窗。","/replayready","",0,0
3,1,0,0,0,0,"/pvpteamcmd","","/戰隊命令<hex:02100103>/pvpteamcmd<hex:02100103>打開戰隊視窗。","","",0,0
4,1,0,0,0,0,"/saddlebag","","/陸行鳥鞍囊<hex:02100103>/chocobobag、/saddlebag<hex:02100103>打開陸行鳥鞍囊。","/chocobobag","",0,0
5,1,0,0,0,0,"/magiaright","","/魔素板順時旋轉<hex:02100103>/magiaright<hex:02100103>順時針轉動魔素板。","","",0,0
6,1,0,0,0,0,"/magialeft","","/魔素板逆時旋轉<hex:02100103>/magialeft<hex:02100103>逆時針轉動魔素板。","","",0,0
7,1,0,0,0,0,"/cwlinkshellcmd","/cwlcmd","/跨服貝命令(/跨服貝)<hex:02100103>/cwlinkshellcmd、/cwlcmd<hex:02100103>打開跨服通訊貝視窗。","","",0,0
8,3,1,17,0,0,"/quickchat","/qchat","/快捷發言 快捷發言名 代名詞<hex:02100103>/quickchat、/qchat<hex:02100103>進行快捷發言。<hex:02100103>※只能在群狼盛宴中使用。<hex:02100103>>>示例<hex:02100103>/快捷發言 全力攻擊<hex:02100103>發送快捷發言「全力攻擊」。<hex:02100103>/快捷發言 攻擊目標 <目標><hex:02100103>發送快捷發言「攻擊目標」加上當前所選目標的名字。","","",1021,0
9,4,3,2,18,2,"/bluespellbook","","/青魔法書 子命令<hex:02100103>/bluespellbook<hex:02100103>對青魔法進行有效技能設定。<hex:02100103>>>子命令<hex:02100103><hex:024804F201FA03><hex:024904F201FB03>設定 青魔法名 開<hex:0249020103><hex:0248020103><hex:02100103>將指定青魔法設為有效技能。<hex:02100103><hex:024804F201FA03><hex:024904F201FB03>設定 青魔法名 關<hex:0249020103><hex:0248020103><hex:02100103>將指定青魔法從有效技能中解除。<hex:02100103><hex:024804F201FA03><hex:024904F201FB03>預設 有效技能組序號(1-5)<hex:0249020103><hex:0248020103><hex:02100103>換上指定序號的有效技能組。<hex:02100103><hex:024804F201FA03><hex:024904F201FB03>撤除<hex:0249020103><hex:0248020103><hex:02100103>將當前設定的有效技能全解除。<hex:02100103><hex:024804F201FA03><hex:024904F201FB03>無子命令<hex:0249020103><hex:0248020103><hex:02100103>開啟或關閉青魔法書。<hex:02100103><hex:02100103>>>示例<hex:02100103>/青魔法書 設定 水炮<hex:02100103>將青魔法水炮設為有效技能或從有效技能中解除。<hex:02100103>/青魔法書 預設 2<hex:02100103>將有效技能變為預設好的有效技能組2。","","",36,0
10,2,1,2,0,0,"/magiaattack","","/魔素板攻勢 代名詞<hex:02100103>/magiaattack<hex:02100103>將魔素板的屬性切換為攻擊時克制當前目標的屬性。代名詞可省略。<hex:02100103><hex:02100103>>>示例<hex:02100103>/魔素板攻勢 <目標><hex:02100103>將魔素板的屬性切換為攻擊時克制當前目標的屬性。","","",0,0
11,2,1,2,0,0,"/magiadefense","","/魔素板守勢 代名詞<hex:02100103>/magiadefense<hex:02100103>將魔素板的屬性切換為與當前目標相同的屬性利於防禦。代名詞可省略。<hex:02100103><hex:02100103>>>示例<hex:02100103>/魔素板守勢 <目標><hex:02100103>將魔素板的屬性切換為與當前目標相同的屬性。","","",0,0
12,2,1,2,0,0,"/magiaauto","","/魔素板自動 子命令<hex:02100103>/magiaauto<hex:02100103>修改魔素板的自動調整設定。啟用時會在選中目標後自動切換魔素屬性。<hex:02100103>>>子命令<hex:02100103><hex:024804F201FA03><hex:024904F201FB03>攻勢(atk)<hex:0249020103><hex:0248020103><hex:02100103>向利於攻擊的屬性自動調整。<hex:02100103><hex:024804F201FA03><hex:024904F201FB03>守勢(def)<hex:0249020103><hex:0248020103><hex:02100103>向利於防禦的屬性自動調整。<hex:02100103><hex:024804F201FA03><hex:024904F201FB03>關(off)<hex:0249020103><hex:0248020103><hex:02100103>關閉自動調整功能。<hex:02100103><hex:02100103>>>示例<hex:02100103>/魔素板自動 攻勢<hex:02100103>選中敵人時魔素板會自動切換到利於攻擊的屬性。","","",0,0
13,1,0,0,0,0,"/cwlinkshell1","/cwl1","/跨服貝頻道1(/跨1) 發言內容<hex:02100103>/cwlinkshell1、/cwl1<hex:02100103>向跨服通訊貝頻道1內的玩家發送聊天消息，無論離多遠、是不是在同一地圖都可以看到。<hex:02100103>只輸入「/跨服貝頻道1(/跨1)」可將預設聊天頻道變更為跨服通訊貝頻道1。<hex:02100103>>>示例<hex:02100103><hex:02100103>/跨1 大家好！<hex:02100103>在跨服通訊貝頻道1中發送消息「大家好！」。<hex:02100103>/跨1<hex:02100103>將預設聊天頻道變更為跨服通訊貝頻道1。","","",1021,0
14,1,0,0,0,0,"/cwlinkshell2","/cwl2","/跨服貝頻道2(/跨2) 發言內容<hex:02100103>/cwlinkshell2、/cwl2<hex:02100103>向跨服通訊貝頻道2內的玩家發送聊天消息，無論離多遠、是不是在同一地圖都可以看到。<hex:02100103>只輸入「/跨服貝頻道2(/跨2)」可將預設聊天頻道變更為跨服通訊貝頻道2。<hex:02100103>>>示例<hex:02100103><hex:02100103>/跨2 大家好！<hex:02100103>在跨服通訊貝頻道2中發送消息「大家好！」。<hex:02100103>/跨2<hex:02100103>將預設聊天頻道變更為跨服通訊貝頻道2。","","",1021,0
15,1,0,0,0,0,"/cwlinkshell3","/cwl3","/跨服貝頻道3(/跨3) 發言內容<hex:02100103>/cwlinkshell3、/cwl3<hex:02100103>向跨服通訊貝頻道3內的玩家發送聊天消息，無論離多遠、是不是在同一地圖都可以看到。<hex:02100103>只輸入「/跨服貝頻道3(/跨3)」可將預設聊天頻道變更為跨服通訊貝頻道3。<hex:02100103>>>示例<hex:02100103><hex:02100103>/跨3 大家好！<hex:02100103>在跨服通訊貝頻道3中發送消息「大家好！」。<hex:02100103>/跨3<hex:02100103>將預設聊天頻道變更為跨服通訊貝頻道3。","","",1021,0
16,1,0,0,0,0,"/cwlinkshell4","/cwl4","/跨服貝頻道4(/跨4) 發言內容<hex:02100103>/cwlinkshell4、/cwl4<hex:02100103>向跨服通訊貝頻道4內的玩家發送聊天消息，無論離多遠、是不是在同一地圖都可以看到。<hex:02100103>只輸入「/跨服貝頻道4(/跨4)」可將預設聊天頻道變更為跨服通訊貝頻道4。<hex:02100103>>>示例<hex:02100103><hex:02100103>/跨4 大家好！<hex:02100103>在跨服通訊貝頻道4中發送消息「大家好！」。<hex:02100103>/跨4<hex:02100103>將預設聊天頻道變更為跨服通訊貝頻道4。","","",1021,0
17,1,0,0,0,0,"/cwlinkshell5","/cwl5","/跨服貝頻道5(/跨5) 發言內容<hex:02100103>/cwlinkshell5、/cwl5<hex:02100103>向跨服通訊貝頻道5內的玩家發送聊天消息，無論離多遠、是不是在同一地圖都可以看到。<hex:02100103>只輸入「/跨服貝頻道5(/跨5)」可將預設聊天頻道變更為跨服通訊貝頻道5。<hex:02100103>>>示例<hex:02100103><hex:02100103>/跨5 大家好！<hex:02100103>在跨服通訊貝頻道5中發送消息「大家好！」。<hex:02100103>/跨5<hex:02100103>將預設聊天頻道變更為跨服通訊貝頻道5。","","",1021,0
18,1,0,0,0,0,"/cwlinkshell6","/cwl6","/跨服貝頻道6(/跨6) 發言內容<hex:02100103>/cwlinkshell6、/cwl6<hex:02100103>向跨服通訊貝頻道6內的玩家發送聊天消息，無論離多遠、是不是在同一地圖都可以看到。<hex:02100103>只輸入「/跨服貝頻道6(/跨6)」可將預設聊天頻道變更為跨服通訊貝頻道6。<hex:02100103>>>示例<hex:02100103><hex:02100103>/跨6 大家好！<hex:02100103>在跨服通訊貝頻道6中發送消息「大家好！」。<hex:02100103>/跨6<hex:02100103>將預設聊天頻道變更為跨服通訊貝頻道6。","","",1021,0
19,1,0,0,0,0,"/cwlinkshell7","/cwl7","/跨服貝頻道7(/跨7) 發言內容<hex:02100103>/cwlinkshell7、/cwl7<hex:02100103>向跨服通訊貝頻道7內的玩家發送聊天消息，無論離多遠、是不是在同一地圖都可以看到。<hex:02100103>只輸入「/跨服貝頻道7(/跨7)」可將預設聊天頻道變更為跨服通訊貝頻道7。<hex:02100103>>>示例<hex:02100103><hex:02100103>/跨7 大家好！<hex:02100103>在跨服通訊貝頻道7中發送消息「大家好！」。<hex:02100103>/跨7<hex:02100103>將預設聊天頻道變更為跨服通訊貝頻道7。","","",1021,0
20,1,0,0,0,0,"/cwlinkshell8","/cwl8","/跨服貝頻道8(/跨8) 發言內容<hex:02100103>/cwlinkshell8、/cwl8<hex:02100103>向跨服通訊貝頻道8內的玩家發送聊天消息，無論離多遠、是不是在同一地圖都可以看到。<hex:02100103>只輸入「/跨服貝頻道8(/跨8)」可將預設聊天頻道變更為跨服通訊貝頻道8。<hex:02100103>>>示例<hex:02100103><hex:02100103>/跨8 大家好！<hex:02100103>在跨服通訊貝頻道8中發送消息「大家好！」。<hex:02100103>/跨8<hex:02100103>將預設聊天頻道變更為跨服通訊貝頻道8。","","",1021,0
21,2,0,0,0,0,"/graphicpresets","/gpresets","/映像設定預設 預設組編號<hex:02100103>/graphicpresets、/gpreset<hex:02100103>將映像設定切換為預設設定。<hex:02100103><hex:02100103>>>預設組編號（1-5）<hex:02100103>1：標準品質（筆記型電腦）<hex:02100103>2：標準品質（桌上電腦）<hex:02100103>3：高品質（筆記型電腦）<hex:02100103>4：高品質（桌上電腦）<hex:02100103>5：最高品質<hex:02100103><hex:02100103>示例<hex:02100103>/映像設定預設 1<hex:02100103>將映像設定切換為「標準品質（筆記型電腦）」。","","",993,0
22,1,0,0,0,0,"/fellowship","/fs","/同好會<hex:02100103>/fellowship、/fs<hex:02100103>打開同好會視窗。","","",32,0
23,1,0,0,0,0,"/fellowshipfinder","/fsfinder","/同好招募<hex:02100103>/fellowshipfinder、/fsfinder<hex:02100103>打開同好招募視窗。","","",32,0
24,1,0,0,0,0,"/collection","/coll","/重要物品<hex:02100103>/collection、/coll<hex:02100103>打開重要物品視窗。","","",32,0
25,1,0,0,0,0,"/newgame+","/ng+","/昔日重現模式<hex:02100103>/newgame+、/ng+<hex:02100103>打開昔日重現模式視窗。","","",32,0
