key,0,1
#,,
offset,0,4
int32,str,str
0,"TEXT_REGROC5STEPHANIVIEN_00771_Q1_000_000","想要問些什麼？"
1,"TEXT_REGROC5STEPHANIVIEN_00771_A1_000_001","最近怎麼樣？"
2,"TEXT_REGROC5STEPHANIVIEN_00771_A1_000_002","關於伊爾薩巴德救援隊"
3,"TEXT_REGROC5STEPHANIVIEN_00771_A1_000_003","取消"
4,"TEXT_REGROC5STEPHANIVIEN_00771_STEPHANIVIEN_000_000","只要裝備上機工兵器，就算是平民也能成為強大的戰力。<hex:02100103>所以不管是貴族還是平民，只要對機工技術感興趣，<hex:02100103>我們工房都會敞開大門歡迎。"
5,"TEXT_REGROC5STEPHANIVIEN_00771_STEPHANIVIEN_000_010","<hex:022903EB0203>，你來了啊！<hex:02100103>其實澤梅爾家也曾有幾個人為了成為機工士<hex:02100103>而在這個工房中學習。"
6,"TEXT_REGROC5STEPHANIVIEN_00771_STEPHANIVIEN_000_011","因為提達爾格蘭什曾是一位優秀的軍事家。<hex:02100103>他為我們機工士創造了獨特的戰術，<hex:02100103>讓我們自身的優點擁有了更多發揮空間。"
7,"TEXT_REGROC5STEPHANIVIEN_00771_STEPHANIVIEN_000_020","警備團雖然受到很多人的敵視，但同樣也有著諸多的盟友。<hex:02100103>你肯定想不到，那個澤梅爾家竟然是他們的盟友之一。<hex:02100103>聽說是提達爾格蘭什在中間做了很多工作。"
8,"TEXT_REGROC5STEPHANIVIEN_00771_STEPHANIVIEN_000_021","伊修加德一定會不斷向著好的方向改變，<hex:02100103>希爾達他們正是站在這變革的風口浪尖之上。<hex:02100103>所以，<hex:022903EB0203>，這次就拜託你幫助他們了。"
9,"TEXT_REGROC5STEPHANIVIEN_00771_STEPHANIVIEN_000_030","我現在還清晰地記得第一次見到希爾達時的情景。雖然為了她的<hex:02100103>名譽著想，具體我不方便多言，但那時的她真的是相當偏執。<hex:02100103>不過跟你一樣，她也是讓我的測量器產生劇烈反應的孩子。"
10,"TEXT_REGROC5STEPHANIVIEN_00771_STEPHANIVIEN_000_031","現在看到希爾達站在伊修加德變革的最前沿，實在是讓我<hex:02100103>感慨萬千……想當年她滿心戒備，我苦口婆心費了好大力氣<hex:02100103>才將火槍交到了她的手裡。現在想來，當時的努力真是沒有白費。"
11,"TEXT_REGROC5STEPHANIVIEN_00771_STEPHANIVIEN_000_040","呀，<hex:022903EB0203>。<hex:02100103>你最近還那麼忙嗎？<hex:02100103>我倒是最近閒了不少。"
12,"TEXT_REGROC5STEPHANIVIEN_00771_STEPHANIVIEN_000_041","現在機工士培訓完全不歸我管了，<hex:02100103>喬伊完全承擔了這部分工作，<hex:02100103>我只要專心完成工房的工作就好。"
13,"TEXT_REGROC5STEPHANIVIEN_00771_STEPHANIVIEN_000_042","雖然她的成長令人欣慰，但果然還是覺得有點寂寞啊……"
14,"TEXT_REGROC5STEPHANIVIEN_00771_STEPHANIVIEN_000_050","參加了救援隊以後，對機工士的需求也增加了！<hex:02100103>在真正的危機面前，不管是平民還是貴族都是一樣的。<hex:02100103>喬伊和希爾達都在忙著教導新人呢。"
15,"TEXT_REGROC5STEPHANIVIEN_00771_STEPHANIVIEN_000_051","我也不會輸給她們的！<hex:02100103>雖然我已經將描繪著機工士未來的設計圖託付給了她們，<hex:02100103>不過我作為機工房的領導者又有了更大的設想。"
16,"TEXT_REGROC5STEPHANIVIEN_00771_STEPHANIVIEN_000_052","總有一天我要完成一幅跨越平民與貴族<hex:02100103>乃至國境的巨幅設計圖給你看！"
17,"TEXT_REGROC5STEPHANIVIEN_00771_STEPHANIVIEN_000_100","咦……你是不是一臉疑惑想問我為什麼在這裡！<hex:02100103>其實我也想問呢！"
18,"TEXT_REGROC5STEPHANIVIEN_00771_STEPHANIVIEN_000_101","在我參加救援隊來到加雷馬的這段日子，<hex:02100103>天鋼機工房的訂單不但沒減反而越來越多。"
19,"TEXT_REGROC5STEPHANIVIEN_00771_STEPHANIVIEN_000_102","所以我會抽空回到工房再馬不停蹄地趕回來。<hex:02100103>放心，我不會給那邊的任務造成麻煩的，<hex:02100103>你就別擔心了。"
20,"TEXT_REGROC5STEPHANIVIEN_00771_STEPHANIVIEN_000_110","如果單在設計圖上設計暖爐其實並不是什麼難事。<hex:02100103>但問題就在於要考慮到加雷馬那邊有限的資源與燃料，<hex:02100103>這樣一來就得要求從設計上做到簡易並高效才行。"
21,"TEXT_REGROC5STEPHANIVIEN_00771_STEPHANIVIEN_000_111","於是我去跟其他國家的工匠們打了聲招呼，<hex:02100103>一起互相想辦法來著，有些日子甚至連續議論了整個通宵。"
22,"TEXT_REGROC5STEPHANIVIEN_00771_STEPHANIVIEN_000_112","從這過程中結下的關係與信賴為作戰的成功提供了保障。<hex:02100103>想要保護什麼東西的情報不僅不分平民與貴族，<hex:02100103>甚至是能夠超越國界的！"
