key,0,1
#,,
offset,0,4
int32,str,str
0,"TEXT_GAIUSC708_01020_SEQ_00","瞭望陣營地的布魯艾丁協漩校想要冒險者幫忙送一件東西。"
1,"TEXT_GAIUSC708_01020_SEQ_01","布魯艾丁將<hex:022811FF0A>EventItem<hex:F61E87890103>交給了冒險者。前往利姆薩·羅敏薩的黑渦軍令部，將其交給爾·阿夏正漩校。"
2,"TEXT_GAIUSC708_01020_SEQ_02","爾·阿夏答應了會在軍令部的會議上討論特別獎賞的事情。返回沙之家，向斯拉佛希斯報告。"
3,"TEXT_GAIUSC708_01020_SEQ_03","斯拉佛希斯一直相信布魯艾丁肯定能做到。在今後的行動中可以暫時不用擔心地靈族了。"
4,"TEXT_GAIUSC708_01020_SEQ_04",""
5,"TEXT_GAIUSC708_01020_SEQ_05",""
6,"TEXT_GAIUSC708_01020_SEQ_06",""
7,"TEXT_GAIUSC708_01020_SEQ_07",""
8,"TEXT_GAIUSC708_01020_SEQ_08",""
9,"TEXT_GAIUSC708_01020_SEQ_09",""
10,"TEXT_GAIUSC708_01020_SEQ_10",""
11,"TEXT_GAIUSC708_01020_SEQ_11",""
12,"TEXT_GAIUSC708_01020_SEQ_12",""
13,"TEXT_GAIUSC708_01020_SEQ_13",""
14,"TEXT_GAIUSC708_01020_SEQ_14",""
15,"TEXT_GAIUSC708_01020_SEQ_15",""
16,"TEXT_GAIUSC708_01020_SEQ_16",""
17,"TEXT_GAIUSC708_01020_SEQ_17",""
18,"TEXT_GAIUSC708_01020_SEQ_18",""
19,"TEXT_GAIUSC708_01020_SEQ_19",""
20,"TEXT_GAIUSC708_01020_SEQ_20",""
21,"TEXT_GAIUSC708_01020_SEQ_21",""
22,"TEXT_GAIUSC708_01020_SEQ_22",""
23,"TEXT_GAIUSC708_01020_SEQ_23",""
24,"TEXT_GAIUSC708_01020_TODO_00","將<hex:022811FF0A>EventItem<hex:F61E87890103>交給黑渦軍令部的爾·阿夏"
25,"TEXT_GAIUSC708_01020_TODO_01","向沙之家的斯拉佛希斯報告"
26,"TEXT_GAIUSC708_01020_TODO_02",""
27,"TEXT_GAIUSC708_01020_TODO_03",""
28,"TEXT_GAIUSC708_01020_TODO_04",""
29,"TEXT_GAIUSC708_01020_TODO_05",""
30,"TEXT_GAIUSC708_01020_TODO_06",""
31,"TEXT_GAIUSC708_01020_TODO_07",""
32,"TEXT_GAIUSC708_01020_TODO_08",""
33,"TEXT_GAIUSC708_01020_TODO_09",""
34,"TEXT_GAIUSC708_01020_TODO_10",""
35,"TEXT_GAIUSC708_01020_TODO_11",""
36,"TEXT_GAIUSC708_01020_TODO_12",""
37,"TEXT_GAIUSC708_01020_TODO_13",""
38,"TEXT_GAIUSC708_01020_TODO_14",""
39,"TEXT_GAIUSC708_01020_TODO_15",""
40,"TEXT_GAIUSC708_01020_TODO_16",""
41,"TEXT_GAIUSC708_01020_TODO_17",""
42,"TEXT_GAIUSC708_01020_TODO_18",""
43,"TEXT_GAIUSC708_01020_TODO_19",""
44,"TEXT_GAIUSC708_01020_TODO_20",""
45,"TEXT_GAIUSC708_01020_TODO_21",""
46,"TEXT_GAIUSC708_01020_TODO_22",""
47,"TEXT_GAIUSC708_01020_TODO_23",""
48,"TEXT_GAIUSC708_01020_BLOEIDIN_000_000","多虧你的佯動，作戰非常成功。<hex:02100103>只有我們的話肯定沒法這麼順利。<hex:02100103>這都要感謝你啊。"
49,"TEXT_GAIUSC708_01020_BLOEIDIN_000_001","那麼，原海盜們大顯身手的勇猛事跡是有了。<hex:02100103>剩下的就是財富了……能從黑渦團兌現到特別獎賞的話，<hex:02100103>那些還在閒晃的海盜們也肯定會願意協助我們的。"
50,"TEXT_GAIUSC708_01020_BLOEIDIN_000_002","我把事情的來龍去脈都寫在這<hex:022811FF0A>EventItem<hex:F61E87890103>裡了，<hex:02100103>麻煩你送去給黑渦軍令部的爾·阿夏正漩校。"
51,"TEXT_GAIUSC708_01020_BLOEIDIN_000_003","還有，我想托你給斯拉佛希斯帶句話。<hex:02100103>就說……我一直都會等著她。"
52,"TEXT_GAIUSC708_01020_RASHAHT_000_010","瞭望陣營地好像鬧騰出了什麼事情……<hex:02100103>你知道些什麼嗎？"
53,"TEXT_GAIUSC708_01020_RASHAHT_000_015","這……這不是布魯艾丁協漩校的報告書嗎？<hex:02100103>哎？毀了新式煉金爐！這戰果很厲害啊！<hex:02100103>我得向梅爾維布提督報告才行！"
54,"TEXT_GAIUSC708_01020_RASHAHT_000_016","……嗯？請求特別獎賞？！<hex:02100103>這是唱哪出？我怎麼從來沒聽說？！"
55,"TEXT_GAIUSC708_01020_RASHAHT_000_017","這不會是你唆使他幹的吧……<hex:02100103>唔……不過這功績確實非同小可……<hex:02100103>我知道了，我會在軍令部的會議上進行討論的。"
56,"TEXT_GAIUSC708_01020_SLAFSWYS_000_020","你回來啦。<hex:02100103>我剛剛收到以前的同伴的聯絡，<hex:02100103>嘻嘻，看起來他們順利取得特別獎賞了。"
57,"TEXT_GAIUSC708_01020_SLAFSWYS_000_021","用勇猛之名和財富做誘餌來把海盜們整合起來，<hex:02100103>真不愧是布魯艾丁。<hex:02100103>這事情在海盜之間應該已經成為了話題。"
58,"TEXT_GAIUSC708_01020_SLAFSWYS_000_022","我還在黃衫隊時，曾和布魯艾丁一起經歷過很多戰鬥，<hex:02100103>算是好戰友吧。<hex:02100103>並且也曾有過男女之間的那種感情。"
59,"TEXT_GAIUSC708_01020_SLAFSWYS_000_023","……我想梅爾維布提督為了統合各路海盜，<hex:02100103>這次這種事情其實早就已經做過了。"
60,"TEXT_GAIUSC708_01020_SLAFSWYS_000_024","只是海盜們真的是太直率，這種方法沒法長期奏效。<hex:02100103>不過，我想如果能堅持下去，<hex:02100103>還是能增加一些協力者吧。"
61,"TEXT_GAIUSC708_01020_SLAFSWYS_000_025","真能這樣的話，也就不枉我辭掉黃衫隊的工作，<hex:02100103>以冒險者的身份加入「拂曉」了。"
