key,0,1
#,,
offset,0,4
int32,str,str
0,"TEXT_LUCKZE009_03443_SEQ_00","<hex:024804F201FC03><hex:024904F201FD03>特殊規則： 等級調整<hex:0249020103><hex:0248020103><hex:02100103>蛇行枝的沃恩迪雅好像在尋找藥茶的材料。"
1,"TEXT_LUCKZE009_03443_SEQ_01",""
2,"TEXT_LUCKZE009_03443_SEQ_02",""
3,"TEXT_LUCKZE009_03443_SEQ_03",""
4,"TEXT_LUCKZE009_03443_SEQ_04",""
5,"TEXT_LUCKZE009_03443_SEQ_05",""
6,"TEXT_LUCKZE009_03443_SEQ_06",""
7,"TEXT_LUCKZE009_03443_SEQ_07",""
8,"TEXT_LUCKZE009_03443_SEQ_08",""
9,"TEXT_LUCKZE009_03443_SEQ_09",""
10,"TEXT_LUCKZE009_03443_SEQ_10",""
11,"TEXT_LUCKZE009_03443_SEQ_11",""
12,"TEXT_LUCKZE009_03443_SEQ_12",""
13,"TEXT_LUCKZE009_03443_SEQ_13",""
14,"TEXT_LUCKZE009_03443_SEQ_14",""
15,"TEXT_LUCKZE009_03443_SEQ_15",""
16,"TEXT_LUCKZE009_03443_SEQ_16",""
17,"TEXT_LUCKZE009_03443_SEQ_17",""
18,"TEXT_LUCKZE009_03443_SEQ_18",""
19,"TEXT_LUCKZE009_03443_SEQ_19",""
20,"TEXT_LUCKZE009_03443_SEQ_20",""
21,"TEXT_LUCKZE009_03443_SEQ_21",""
22,"TEXT_LUCKZE009_03443_SEQ_22",""
23,"TEXT_LUCKZE009_03443_SEQ_23",""
24,"TEXT_LUCKZE009_03443_TODO_00","對<hex:02280CFF05>EObj<hex:F61EABA10103>使用<hex:022811FF0A>EventItem<hex:F61E8E590103>"
25,"TEXT_LUCKZE009_03443_TODO_01","調查<hex:02280CFF05>EObj<hex:F61EAABA0103>並獲取<hex:022811FF0A>EventItem<hex:F61E8E5A0103>"
26,"TEXT_LUCKZE009_03443_TODO_02","將<hex:022811FF0A>EventItem<hex:F61E8E5A0103>交給沃恩迪雅"
27,"TEXT_LUCKZE009_03443_TODO_03",""
28,"TEXT_LUCKZE009_03443_TODO_04",""
29,"TEXT_LUCKZE009_03443_TODO_05",""
30,"TEXT_LUCKZE009_03443_TODO_06",""
31,"TEXT_LUCKZE009_03443_TODO_07",""
32,"TEXT_LUCKZE009_03443_TODO_08",""
33,"TEXT_LUCKZE009_03443_TODO_09",""
34,"TEXT_LUCKZE009_03443_TODO_10",""
35,"TEXT_LUCKZE009_03443_TODO_11",""
36,"TEXT_LUCKZE009_03443_TODO_12",""
37,"TEXT_LUCKZE009_03443_TODO_13",""
38,"TEXT_LUCKZE009_03443_TODO_14",""
39,"TEXT_LUCKZE009_03443_TODO_15",""
40,"TEXT_LUCKZE009_03443_TODO_16",""
41,"TEXT_LUCKZE009_03443_TODO_17",""
42,"TEXT_LUCKZE009_03443_TODO_18",""
43,"TEXT_LUCKZE009_03443_TODO_19",""
44,"TEXT_LUCKZE009_03443_TODO_20",""
45,"TEXT_LUCKZE009_03443_TODO_21",""
46,"TEXT_LUCKZE009_03443_TODO_22",""
47,"TEXT_LUCKZE009_03443_TODO_23",""
48,"TEXT_LUCKZE009_03443_VONDIA_000_001","這下麻煩了，已經要開始煎藥了……<hex:02100103>哎呀，你能聽我說兩句嗎？"
49,"TEXT_LUCKZE009_03443_VONDIA_000_002","我跟鄰居約好開個茶會，<hex:02100103>但是我卻忘記藥茶的材料已經沒有了。<hex:02100103>現在要開始準備茶會了，好為難啊。"
50,"TEXT_LUCKZE009_03443_VONDIA_000_003","對了，旅行者！<hex:02100103>我支付給你報酬，你能幫我收集一下材料嗎？"
51,"TEXT_LUCKZE009_03443_VONDIA_000_004","需要的材料是生長在集落外的<hex:022811FF0A>EventItem<hex:F61E8E5A0103>。<hex:02100103>為了避免其中的孢子脫落，你先撒上這個<hex:022811FF0A>EventItem<hex:F61E8E590103>，<hex:02100103>將外側弄濕以後再採集就好了。"
52,"TEXT_LUCKZE009_03443_VONDIA_000_005","我看看，<hex:022811FF0A>EventItem<hex:F61E8E5A0103>有5份就夠了吧。<hex:02100103><hex:022811FF0A>EventItem<hex:F61E8E590103>還有很多呢，<hex:02100103>請你盡情使用。"
53,"TEXT_LUCKZE009_03443_VONDIA_000_010","我想<hex:022811FF0A>EventItem<hex:F61E8E5A0103>有5份就夠了吧。<hex:02100103>請你盡情使用<hex:022811FF0A>EventItem<hex:F61E8E590103>，<hex:02100103>以避免採集時其中的孢子脫落。"
54,"TEXT_LUCKZE009_03443_VONDIA_000_030","採集到<hex:022811FF0A>EventItem<hex:F61E8E5A0103>了嗎？"
55,"TEXT_LUCKZE009_03443_VONDIA_000_031","啊，孢子滿滿的茶菇！<hex:02100103>這肯定能泡出好茶。"
56,"TEXT_LUCKZE009_03443_VONDIA_000_032","這種蘑菇孢子有微弱的毒性。<hex:02100103>和狼桃的果汁一起煮味道會產生不同的層次。<hex:02100103>雖然會有一點麻痹感，但是對健康很有幫助！"
57,"TEXT_LUCKZE009_03443_VONDIA_000_033","作為謝禮，請你也嘗嘗吧？<hex:02100103>……嗯？<hex:02100103>你的臉色怎麼突然嚴肅了起來？"
58,"TEXT_LUCKZE009_03443_VONDIA_000_034","這森林裡的植物有很多都有毒性，<hex:02100103>要培養出免疫力才行啊。<hex:02100103>呵呵，隨時歡迎你來參加茶會！"
59,"TEXT_LUCKZE009_03443_TEALOVERWOMAN03443_000_001","（★未使用／削除予定★）"
60,"TEXT_LUCKZE009_03443_TEALOVERWOMAN03443_000_002","（★未使用／削除予定★）"
61,"TEXT_LUCKZE009_03443_TEALOVERWOMAN03443_000_003","（★未使用／削除予定★）"
62,"TEXT_LUCKZE009_03443_TEALOVERWOMAN03443_000_004","（★未使用／削除予定★）"
63,"TEXT_LUCKZE009_03443_TEALOVERWOMAN03443_000_005","（★未使用／削除予定★）"
64,"TEXT_LUCKZE009_03443_TEALOVERWOMAN03443_000_010","（★未使用／削除予定★）"
65,"TEXT_LUCKZE009_03443_TEALOVERWOMAN03443_000_015","（★未使用／削除予定★）"
66,"TEXT_LUCKZE009_03443_TEALOVERWOMAN03443_000_030","（★未使用／削除予定★）"
67,"TEXT_LUCKZE009_03443_TEALOVERWOMAN03443_000_031","（★未使用／削除予定★）"
68,"TEXT_LUCKZE009_03443_TEALOVERWOMAN03443_000_032","（★未使用／削除予定★）"
69,"TEXT_LUCKZE009_03443_TEALOVERWOMAN03443_000_033","（★未使用／削除予定★）"
70,"TEXT_LUCKZE009_03443_TEALOVERWOMAN03443_000_034","（★未使用／削除予定★）"
71,"TEXT_LUCKZE009_03443_VONDIA_000_015","（★未使用／削除予定★）"
