key,0,1
#,,
offset,0,4
int32,str,str
0,"TEXT_STMBDY105_02936_SEQ_00","潮風亭的埃斯特麗爾德在審視路過的行人。"
1,"TEXT_STMBDY105_02936_SEQ_01",""
2,"TEXT_STMBDY105_02936_SEQ_02",""
3,"TEXT_STMBDY105_02936_SEQ_03",""
4,"TEXT_STMBDY105_02936_SEQ_04",""
5,"TEXT_STMBDY105_02936_SEQ_05",""
6,"TEXT_STMBDY105_02936_SEQ_06",""
7,"TEXT_STMBDY105_02936_SEQ_07",""
8,"TEXT_STMBDY105_02936_SEQ_08",""
9,"TEXT_STMBDY105_02936_SEQ_09",""
10,"TEXT_STMBDY105_02936_SEQ_10",""
11,"TEXT_STMBDY105_02936_SEQ_11",""
12,"TEXT_STMBDY105_02936_SEQ_12",""
13,"TEXT_STMBDY105_02936_SEQ_13",""
14,"TEXT_STMBDY105_02936_SEQ_14",""
15,"TEXT_STMBDY105_02936_SEQ_15",""
16,"TEXT_STMBDY105_02936_SEQ_16",""
17,"TEXT_STMBDY105_02936_SEQ_17",""
18,"TEXT_STMBDY105_02936_SEQ_18",""
19,"TEXT_STMBDY105_02936_SEQ_19",""
20,"TEXT_STMBDY105_02936_SEQ_20",""
21,"TEXT_STMBDY105_02936_SEQ_21",""
22,"TEXT_STMBDY105_02936_SEQ_22",""
23,"TEXT_STMBDY105_02936_SEQ_23",""
24,"TEXT_STMBDY105_02936_TODO_00","和烏爾維瓦對話"
25,"TEXT_STMBDY105_02936_TODO_01",""
26,"TEXT_STMBDY105_02936_TODO_02",""
27,"TEXT_STMBDY105_02936_TODO_03",""
28,"TEXT_STMBDY105_02936_TODO_04",""
29,"TEXT_STMBDY105_02936_TODO_05",""
30,"TEXT_STMBDY105_02936_TODO_06",""
31,"TEXT_STMBDY105_02936_TODO_07",""
32,"TEXT_STMBDY105_02936_TODO_08",""
33,"TEXT_STMBDY105_02936_TODO_09",""
34,"TEXT_STMBDY105_02936_TODO_10",""
35,"TEXT_STMBDY105_02936_TODO_11",""
36,"TEXT_STMBDY105_02936_TODO_12",""
37,"TEXT_STMBDY105_02936_TODO_13",""
38,"TEXT_STMBDY105_02936_TODO_14",""
39,"TEXT_STMBDY105_02936_TODO_15",""
40,"TEXT_STMBDY105_02936_TODO_16",""
41,"TEXT_STMBDY105_02936_TODO_17",""
42,"TEXT_STMBDY105_02936_TODO_18",""
43,"TEXT_STMBDY105_02936_TODO_19",""
44,"TEXT_STMBDY105_02936_TODO_20",""
45,"TEXT_STMBDY105_02936_TODO_21",""
46,"TEXT_STMBDY105_02936_TODO_22",""
47,"TEXT_STMBDY105_02936_TODO_23",""
48,"TEXT_STMBDY105_02936_ESTRILD_000_001","你……似乎挺強的嘛。<hex:02100103>我是百家兵團的埃斯特麗爾德！<hex:02100103>我們一起來怪物狩獵吧！"
49,"TEXT_STMBDY105_02936_ESTRILD_000_002","咦，你難道是百家兵團預備團員<hex:022903EB0203>？"
50,"TEXT_STMBDY105_02936_ESTRILD_000_003","果然是你！<hex:02100103>我從阿爾多蘭那裡聽說了！<hex:02100103>你好像是個很厲害的冒險者！"
51,"TEXT_STMBDY105_02936_ESTRILD_000_004","不過為什麼這麼厲害的人只是准團員呢？<hex:02100103>我知道了！你一定平時言行有問題吧！<hex:02100103>既然這樣，就去進行怪物狩獵挽回名譽吧！"
52,"TEXT_STMBDY105_02936_ESTRILD_000_005","閉上嘴狩獵狩獵再狩獵就是了！！<hex:02100103>這樣我們團裡的傢伙也不得不承認你的實力了！！<hex:02100103><hex:020819E905FF0A>是女人<hex:FF0A>是男人<hex:03>就用拳頭說話！！"
53,"TEXT_STMBDY105_02936_ESTRILD_000_006","不好，我又激動過頭了！<hex:02100103>詳細情況你去找烏爾維瓦問問吧！<hex:02100103>加油啊！"
54,"TEXT_STMBDY105_02936_WLVEVA_000_010","埃斯特麗爾德叫你來找我？<hex:02100103>嗯，你就是預備團員<hex:022903EB0203>嗎……"
55,"TEXT_STMBDY105_02936_WLVEVA_000_011","我是烏爾維瓦。<hex:02100103>和埃斯特麗爾德一樣是百家兵團的正式團員。<hex:02100103>我負責管理黃金港的兵團告示板。"
56,"TEXT_STMBDY105_02936_WLVEVA_000_012","不過像你這麼出名的冒險者現在還不是正式團員……<hex:02100103>你難道做了什麼壞事嗎？"
57,"TEXT_STMBDY105_02936_WLVEVA_000_013","什麼，誤解？<hex:02100103>但是像你這樣的強者只當預備團員，<hex:02100103>對於組織來說也是浪費。"
58,"TEXT_STMBDY105_02936_WLVEVA_000_014","我授予你挑戰初級雄兵怪物通緝令的資格。<hex:02100103>只要不斷完成委託，總有一天你會成為正式團員的。"
59,"TEXT_STMBDY105_02936_WLVEVA_000_015","不過我可要提醒你，雖說是初級，<hex:02100103>但怪物的強度和以前你挑戰過的對手也不能比。<hex:02100103>一定要多加小心。"
60,"TEXT_STMBDY105_02936_SYSTEM_000_016","可以從黃金港和神拳痕的兵團告示板上獲取「初級雄兵怪物通緝令」了。"
61,"TEXT_STMBDY105_02936_SYSTEM_000_017","成功討伐通緝令上的怪物後會獲得兵團徽章。<hex:02100103>可以用兵團徽章從百家兵團那裡交換特別報酬。"
62,"TEXT_STMBDY105_02936_SYSTEM_000_018","可以從潮風亭的埃斯特麗爾德、獵矢、<hex:02100103>神拳痕的比萊博、琉金那裡交換特別報酬。"
63,"TEXT_STMBDY105_02936_SYSTEM_000_019","另外，等級達到63級以上時，<hex:02100103>可以從潮風亭的埃斯特麗爾德那裡領取新的任務，<hex:02100103>挑戰「中級雄兵怪物通緝令」。"
64,"TEXT_STMBDY105_02936_ESTRILD_000_020","關於怪物的詳細情況你去找烏爾維瓦問問吧！<hex:02100103>加油啊！"
