key,0,1
#,,
offset,0,4
int32,str,str
0,"TEXT_REGROCNOTORIOUSMONSTERHINTF1_00198_MOBHUNTERR1F1_000_1","看來你是個冒險者啊……<hex:02100103>你也在追捕惡名菁英嗎？"
1,"TEXT_REGROCNOTORIOUSMONSTERHINTF1_00198_Q1_000_1","想了解什麼？"
2,"TEXT_REGROCNOTORIOUSMONSTERHINTF1_00198_A1_000_1","你是做什麼的？"
3,"TEXT_REGROCNOTORIOUSMONSTERHINTF1_00198_A1_000_2","關於B級怪物：黃龍的使徒——納烏爾"
4,"TEXT_REGROCNOTORIOUSMONSTERHINTF1_00198_A1_000_3","關於A級怪物：鋼鱗硬龍——馬拉克"
5,"TEXT_REGROCNOTORIOUSMONSTERHINTF1_00198_A1_000_4","關於S級怪物：高空翠龍——薩法特"
6,"TEXT_REGROCNOTORIOUSMONSTERHINTF1_00198_A1_000_5","取消"
7,"TEXT_REGROCNOTORIOUSMONSTERHINTF1_00198_MOBHUNTERR1F1_000_10","我是一名怪物獵人，<hex:02100103>專門追捕擾亂地區治安的惡名菁英。"
8,"TEXT_REGROCNOTORIOUSMONSTERHINTF1_00198_MOBHUNTERR1F1_000_11","只要討伐成功，<hex:02100103>就能從艾歐澤亞城邦軍事同盟處獲得同盟徽章。"
9,"TEXT_REGROCNOTORIOUSMONSTERHINTF1_00198_MOBHUNTERR1F1_000_12","如果你也想挑戰一下，<hex:02100103>我可以告訴你一些這片地區惡名菁英的情報。"
10,"TEXT_REGROCNOTORIOUSMONSTERHINTF1_00198_MOBHUNTERR1F1_000_13","順便一說，按危險程度不同，惡名菁英是有等級之分的。<hex:02100103>S級的怪物別說討伐了，就連找都很難找得到。"
11,"TEXT_REGROCNOTORIOUSMONSTERHINTF1_00198_MOBHUNTERR1F1_000_20","在伊修加德教皇廳的請求下，<hex:02100103>艾歐澤亞同盟軍將納烏爾指定為惡名菁英。"
12,"TEXT_REGROCNOTORIOUSMONSTERHINTF1_00198_MOBHUNTERR1F1_000_21","它曾與黃龍斯瓦拉一起襲擊過鋼衛塔，<hex:02100103>將要塞變成廢墟，你知道它有多危險了吧？<hex:02100103>名門艾因哈特家的老三，也是在跟納烏爾的戰鬥中戰死的。"
13,"TEXT_REGROCNOTORIOUSMONSTERHINTF1_00198_MOBHUNTERR1F1_000_30","硬龍馬拉克是狄蘭達爾家的仇敵。<hex:02100103>它曾經殺死了十多名狄蘭達爾家的騎兵……"
14,"TEXT_REGROCNOTORIOUSMONSTERHINTF1_00198_MOBHUNTERR1F1_000_31","它的身體非常堅硬，就算被對龍加農炮打中，<hex:02100103>身上也不會有半點傷痕。<hex:02100103>如果想要討伐它的話，要做好充分的準備。"
15,"TEXT_REGROCNOTORIOUSMONSTERHINTF1_00198_MOBHUNTERR1F1_000_40","翠龍薩法雖然身形巨大，飛翔能力卻出類拔萃。"
16,"TEXT_REGROCNOTORIOUSMONSTERHINTF1_00198_MOBHUNTERR1F1_000_41","它平時都會在雲海遨遊，<hex:02100103>可如果聽到了悲鳴，無論在哪，它都會飛過來。<hex:02100103>是個喜歡人們恐懼之心的殘忍的傢伙。"
17,"TEXT_REGROCNOTORIOUSMONSTERHINTF1_00198_MOBHUNTERR1F1_000_42","反過來說，利用膽戰心驚的情緒，<hex:02100103>就可以把它引誘出來。<hex:02100103>如果想成為一名屠龍者的話，就去試試吧。"
18,"TEXT_REGROCNOTORIOUSMONSTERHINTF1_00198_TALK_ACTOR","(★未使用/削除予定★)"
