key,0,1
#,,
offset,0,4
int32,str,str
0,"TEXT_REGSEAPVPDUELGUIDE_00368_DUELOFFICER_000_000","對戰訓練還順利嗎？<hex:02100103>關於「個人練習場」的使用規則和規定如果有不明白的地方，<hex:02100103>可以隨時來問我。"
1,"TEXT_REGSEAPVPDUELGUIDE_00368_DUELOFFICER_000_005","我身後的場地是個人練習場，<hex:02100103>只要遵守練習場的使用規則和規定，<hex:02100103>就可以和想要過招的冒險者一決勝負。"
2,"TEXT_REGSEAPVPDUELGUIDE_00368_DUELOFFICER_000_006","牢記我接下來要說的話，<hex:02100103>在和形形色色的對手交手的過程中，積累對戰經驗吧！"
3,"TEXT_REGSEAPVPDUELGUIDE_00368_Q1_000_000","想了解什麼？"
4,"TEXT_REGSEAPVPDUELGUIDE_00368_A1_000_001","什麼是個人練習場"
5,"TEXT_REGSEAPVPDUELGUIDE_00368_A1_000_002","關於受限行為"
6,"TEXT_REGSEAPVPDUELGUIDE_00368_A1_000_003","關於對戰申請"
7,"TEXT_REGSEAPVPDUELGUIDE_00368_A1_000_004","關於勝利條件"
8,"TEXT_REGSEAPVPDUELGUIDE_00368_A1_000_005","（★未使用／削除予定★）"
9,"TEXT_REGSEAPVPDUELGUIDE_00368_A1_000_006","取消"
10,"TEXT_REGSEAPVPDUELGUIDE_00368_DUELOFFICER_000_010","個人練習場是黑渦團<hex:02100103>為那些想要磨練對戰技能的冒險者開放的訓練場。"
11,"TEXT_REGSEAPVPDUELGUIDE_00368_DUELOFFICER_000_011","在這裡可以和任何人自由對戰，只要對方同意。<hex:02100103>你可以在這裡進行狼獄競技場前的熱身，或是研究戰術。"
12,"TEXT_REGSEAPVPDUELGUIDE_00368_SYSTEM_000_012","可以在個人練習場向滿足條件的冒險者申請一對一的對戰。"
13,"TEXT_REGSEAPVPDUELGUIDE_00368_SYSTEM_000_013","不過，申請對戰需要滿足一定條件。<hex:02100103>另外，在個人練習場內部，部分行動會受到限制。"
14,"TEXT_REGSEAPVPDUELGUIDE_00368_DUELOFFICER_000_020","在個人練習場的對戰雖說是訓練，但也是真刀真槍的上。<hex:02100103>為了防止出現意外，有一些行為是被禁止的。<hex:02100103>你要好好記牢了……"
15,"TEXT_REGSEAPVPDUELGUIDE_00368_SYSTEM_000_021","在個人練習場內，以下行動會受到限制。<hex:02100103>轉換職業或特職、更改裝備、委託鑲嵌魔晶石。<hex:02100103>發起或進行交易。"
16,"TEXT_REGSEAPVPDUELGUIDE_00368_SYSTEM_000_022","另外，在加入小隊的狀態下雖然可以申請或進行決鬥，<hex:02100103>但是無法對對戰中的成員進行攻擊或恢復。"
17,"TEXT_REGSEAPVPDUELGUIDE_00368_DUELOFFICER_000_030","對身處個人練習場的冒險者提出對戰申請，<hex:02100103>如果對方接受的話即可展開對戰。<hex:02100103>不過，申請對戰需要滿足一定的條件。"
18,"TEXT_REGSEAPVPDUELGUIDE_00368_SYSTEM_000_031","想要進行決鬥時，對戰雙方需要身處個人練習場，<hex:02100103>然後選中對手，從次級指令中選擇「申請決鬥」。"
19,"TEXT_REGSEAPVPDUELGUIDE_00368_SYSTEM_100_031","（★未使用／削除予定★）"
20,"TEXT_REGSEAPVPDUELGUIDE_00368_SYSTEM_000_032","收到來自其他冒險者的決鬥申請時，<hex:02100103>在限定時間內按下「接受」按鈕後，<hex:02100103>即可展開對戰。"
21,"TEXT_REGSEAPVPDUELGUIDE_00368_SYSTEM_000_033","這時，如果按下「拒絕」按鈕，<hex:02100103>或者是超過了限定時間，則申請將會被取消。"
22,"TEXT_REGSEAPVPDUELGUIDE_00368_SYSTEM_000_034","另外，也可以申請與小隊成員決鬥。<hex:02100103>但是無法向已經收到決鬥申請和正在對戰中的人申請決鬥。"
23,"TEXT_REGSEAPVPDUELGUIDE_00368_DUELOFFICER_000_040","在個人練習場上展開的對戰訓練是沒有時間限制的。<hex:02100103>直到有一方倒下，戰鬥才會結束。<hex:02100103>可謂是真刀真槍的死鬥。"
24,"TEXT_REGSEAPVPDUELGUIDE_00368_SYSTEM_000_041","如果對手陷入無法戰鬥狀態，則戰鬥勝利。<hex:02100103>但是，如果在對戰中途退出個人練習場的話會被視為敗北，<hex:02100103>留在練習場的一方為勝利。"
25,"TEXT_REGSEAPVPDUELGUIDE_00368_SYSTEM_000_042","除了通過移動的方式離開個人練習場之外，<hex:02100103>通過任務搜尋器或大型任務搜尋器離開個人練習場也會被視為敗北。"
26,"TEXT_REGSEAPVPDUELGUIDE_00368_DUELOFFICER_000_050","（★未使用／削除予定★）"
27,"TEXT_REGSEAPVPDUELGUIDE_00368_SYSTEM_000_051","（★未使用／削除予定★）"
