key,0,1
#,,
offset,0,4
int32,str,str
0,"TEXT_DEEPDUNGEON2REWARD_DD2SHOP_000_000","雖然這可能聽起來有些矛盾，<hex:02100103>但是真的是很閒，一點事情都沒有。<hex:02100103>啊，我是指警備的工作啦。"
1,"TEXT_DEEPDUNGEON2REWARD_DD2SHOP_000_010","哎呀……已經到了幹活的時間了嗎？<hex:02100103>呵呵呵……我正等你呢。<hex:02100103>你需要我做些什麼呢？"
2,"TEXT_DEEPDUNGEON2REWARD_DD2SHOP_000_020","看來到了展現鬼師眾技術的時候了呢。<hex:02100103>你來告訴我需要做些什麼吧。"
3,"TEXT_DEEPDUNGEON2REWARD_START_MENU_TITLE","要做什麼？"
4,"TEXT_DEEPDUNGEON2REWARD_START_SHOP","道具交換"
5,"TEXT_DEEPDUNGEON2REWARD_START_SHOP2","將」天之武器「帶出迷宮"
6,"TEXT_DEEPDUNGEON2REWARD_START_EXCHANGE","製作<hex:02280BFF05>Item<hex:F25A7E0103>"
7,"TEXT_DEEPDUNGEON2REWARD_START_EXPLAIN","聽取「天之御柱」的說明"
8,"TEXT_DEEPDUNGEON2REWARD_START_EXIT","取消"
9,"TEXT_DEEPDUNGEON2REWARD_DD2SHOP_000_100","你要將聚魔裝備上的乙太結晶化嗎？<hex:02100103>看來……強化階段是沒有問題的。<hex:02100103>那就請你盡情觀賞一下鬼師的技術吧……"
10,"TEXT_DEEPDUNGEON2REWARD_TEST_EXCHANGE_MENU_TITLE","確定要製作「<hex:02280BFF05>Item<hex:F25A7E0103>」嗎？<hex:02100103><hex:024804F201F403><hex:024904F201F503>※「聚魔裝備（武器・盾）」和「聚魔裝備（防具）」的強化值都會減少10。<hex:0249020103><hex:0248020103>"
11,"TEXT_DEEPDUNGEON2REWARD_DD2SHOP_100_110","為了把聚魔裝備拿出迷宮，你希望我將乙太結晶化？<hex:02100103>抱歉，請你優先進行探索，<hex:02100103>拿出裝備的事情之後再說吧。"
12,"TEXT_DEEPDUNGEON2REWARD_SYSTEM_100_111","想要製作<hex:02280BFF05>Item<hex:F25A7E0103>，<hex:02100103>必須先突破天之御柱的30層，<hex:02100103>並完成「我等雖為凡夫」任務。"
13,"TEXT_DEEPDUNGEON2REWARD_DD2SHOP_000_110","為了將乙太抽出並結晶化，<hex:02100103>需要在天之御柱內部將聚魔裝備強化到一定階段。<hex:02100103>現在你持有的聚魔裝備還沒有達到那個階段。"
14,"TEXT_DEEPDUNGEON2REWARD_SYSTEM_000_111","想要製作<hex:02280BFF05>Item<hex:F25A7E0103>，<hex:02100103>需要「聚魔裝備（武器・盾）」<hex:02100103>和「聚魔裝備（防具）」的強化值都在10以上。"
15,"TEXT_DEEPDUNGEON2REWARD_ABOUT_MENU_TITLE","想了解什麼？"
16,"TEXT_DEEPDUNGEON2REWARD_START_ABOUT_TOKEN","關於道具交換"
17,"TEXT_DEEPDUNGEON2REWARD_START_ABOUT","關於將「天之武器」帶出迷宮"
18,"TEXT_DEEPDUNGEON2REWARD_ABOUT_BACK","返回"
19,"TEXT_DEEPDUNGEON2REWARD_DD2SHOP_000_150","如果你將在天之御柱內部發現的<hex:02280BFF05>Item<hex:F25A7C0103><hex:02100103>拿過來給我，我會給你一些我秘藏的道具。"
20,"TEXT_DEEPDUNGEON2REWARD_DD2SHOP_000_151","那個是帶有非常強大魔力的貴重品，<hex:02100103>有著各種各樣的用途，<hex:02100103>你就當是我跟你平分的利益好了。"
