key,0,1
#,,
offset,0,4
int32,str,str
0,"TEXT_DEEPDUNGEONENTRANCE_WOODWAILERCAPTAIN01556_000_000","我的工作是排除驚擾這片森林的「異物」。<hex:02100103>建議你最好管住自己，別給我們找麻煩……"
1,"TEXT_DEEPDUNGEONENTRANCE_WOODWAILERCAPTAIN01556_000_020","地下迷宮的創造者所寫的筆記……<hex:02100103>說不定我們能從中了解到他為什麼要創造迷宮……"
2,"TEXT_DEEPDUNGEONENTRANCE_TEST_START_MENU_ENTER","<hex:024804F2023503><hex:024904F2023603>挑戰「死者宮殿」<hex:0249020103><hex:0248020103>"
3,"TEXT_DEEPDUNGEONENTRANCE_TEST_START_MENU_RESET","重置「攻略進度」"
4,"TEXT_DEEPDUNGEONENTRANCE_TEST_START_MENU_BREAKUP","解散「固定隊伍」"
5,"TEXT_DEEPDUNGEONENTRANCE_TEST_START_MENU_SCORE","確認「積分」"
6,"TEXT_DEEPDUNGEONENTRANCE_TEST_START_MENU_ABOUT","查看說明"
7,"TEXT_DEEPDUNGEONENTRANCE_TEST_ENTER_MENU_TITLE","要做什麼？"
8,"TEXT_DEEPDUNGEONENTRANCE_TEST_ENTER_MENU_FIXED","「固定隊伍」進入"
9,"TEXT_DEEPDUNGEONENTRANCE_TEST_ENTER_MENU_MATCHING","「隨機組隊」進入"
10,"TEXT_DEEPDUNGEONENTRANCE_TEST_ENTER_MENU_BACK","返回"
11,"TEXT_DEEPDUNGEONENTRANCE_TEST_ENTER_FIXED_Q","確定以「固定隊伍」進入嗎？"
12,"TEXT_DEEPDUNGEONENTRANCE_TEST_ENTER_MATCHING_Q","確定以「隨機組隊」進入嗎？"
13,"TEXT_DEEPDUNGEONENTRANCE_WOODWAILERCAPTAIN01556_000_050","你真的想好了要一個人挑戰地下的深層迷宮？<hex:02100103>迷宮中的「結界」會壓制你的力量，<hex:02100103>若沒有經過多番強化的「聚魔裝備」，戰鬥怕是會慘烈至極。"
14,"TEXT_DEEPDUNGEONENTRANCE_TEST_ENTER_SOLO","確定要單人進入「死者宮殿」？"
15,"TEXT_DEEPDUNGEONENTRANCE_ENTER_WHICH_Q","要從哪層開始進入？"
16,"TEXT_DEEPDUNGEONENTRANCE_ENTER_A1","地下1層"
17,"TEXT_DEEPDUNGEONENTRANCE_ENTER_A2","地下51層"
18,"TEXT_DEEPDUNGEONENTRANCE_TEST_ABOUT_TITLE","想看哪一項內容？"
19,"TEXT_DEEPDUNGEONENTRANCE_TEST_ABOUT_WHAT","1.關於「死者宮殿」"
20,"TEXT_DEEPDUNGEONENTRANCE_TEST_ABOUT_RESET","2.關於重置「攻略進度」"
21,"TEXT_DEEPDUNGEONENTRANCE_TEST_ABOUT_DISSOLVE","3.關於「解散固定隊伍」"
22,"TEXT_DEEPDUNGEONENTRANCE_TEST_ABOUT_EQUIP","4.關於「聚魔裝備」"
23,"TEXT_DEEPDUNGEONENTRANCE_TEST_ABOUT_ITEM","5.關於「魔陶器」"
24,"TEXT_DEEPDUNGEONENTRANCE_TEST_ABOUT_TREASURE","6.關於「埋藏的寶藏」"
25,"TEXT_DEEPDUNGEONENTRANCE_TEST_ABOUT_SCORE","7.關於「積分」"
26,"TEXT_DEEPDUNGEONENTRANCE_TEST_ABOUT_BACK","返回主目錄"
27,"TEXT_DEEPDUNGEONENTRANCE_TEST_ABOUT_WHAT_TITLE","1.關於「死者宮殿」"
28,"TEXT_DEEPDUNGEONENTRANCE_TEST_ABOUT_WHAT_Q1","1-1.挑戰「死者宮殿」的方法"
