key,0,1
#,,
offset,0,4
int32,str,str
0,"TEXT_SUBCTS103_01410_SEQ_00","喪靈鐘的修古伯特有事情想要告訴冒險者。"
1,"TEXT_SUBCTS103_01410_SEQ_01","修古伯特說日影地修鍊所在尋求挑戰者。前往東薩納蘭的日影地修鍊所，和阿爾談談。"
2,"TEXT_SUBCTS103_01410_SEQ_02","和阿爾進行了交談。經過重新整修的日影地修鍊所，再次作為訓練設施對外開放了。阿爾建議冒險者一定要挑戰一下。突破劍鬥領域日影地修鍊所。<hex:02100103><hex:02100103>※可以通過任務搜尋器參加。"
3,"TEXT_SUBCTS103_01410_SEQ_03",""
4,"TEXT_SUBCTS103_01410_SEQ_04",""
5,"TEXT_SUBCTS103_01410_SEQ_05",""
6,"TEXT_SUBCTS103_01410_SEQ_06",""
7,"TEXT_SUBCTS103_01410_SEQ_07",""
8,"TEXT_SUBCTS103_01410_SEQ_08",""
9,"TEXT_SUBCTS103_01410_SEQ_09",""
10,"TEXT_SUBCTS103_01410_SEQ_10",""
11,"TEXT_SUBCTS103_01410_SEQ_11",""
12,"TEXT_SUBCTS103_01410_SEQ_12",""
13,"TEXT_SUBCTS103_01410_SEQ_13",""
14,"TEXT_SUBCTS103_01410_SEQ_14",""
15,"TEXT_SUBCTS103_01410_SEQ_15",""
16,"TEXT_SUBCTS103_01410_SEQ_16",""
17,"TEXT_SUBCTS103_01410_SEQ_17",""
18,"TEXT_SUBCTS103_01410_SEQ_18",""
19,"TEXT_SUBCTS103_01410_SEQ_19",""
20,"TEXT_SUBCTS103_01410_SEQ_20",""
21,"TEXT_SUBCTS103_01410_SEQ_21",""
22,"TEXT_SUBCTS103_01410_SEQ_22",""
23,"TEXT_SUBCTS103_01410_SEQ_23",""
24,"TEXT_SUBCTS103_01410_TODO_00","和日影地修鍊所的阿爾對話"
25,"TEXT_SUBCTS103_01410_TODO_01",""
26,"TEXT_SUBCTS103_01410_TODO_02",""
27,"TEXT_SUBCTS103_01410_TODO_03",""
28,"TEXT_SUBCTS103_01410_TODO_04",""
29,"TEXT_SUBCTS103_01410_TODO_05",""
30,"TEXT_SUBCTS103_01410_TODO_06",""
31,"TEXT_SUBCTS103_01410_TODO_07",""
32,"TEXT_SUBCTS103_01410_TODO_08",""
33,"TEXT_SUBCTS103_01410_TODO_09",""
34,"TEXT_SUBCTS103_01410_TODO_10",""
35,"TEXT_SUBCTS103_01410_TODO_11",""
36,"TEXT_SUBCTS103_01410_TODO_12",""
37,"TEXT_SUBCTS103_01410_TODO_13",""
38,"TEXT_SUBCTS103_01410_TODO_14",""
39,"TEXT_SUBCTS103_01410_TODO_15",""
40,"TEXT_SUBCTS103_01410_TODO_16",""
41,"TEXT_SUBCTS103_01410_TODO_17",""
42,"TEXT_SUBCTS103_01410_TODO_18",""
43,"TEXT_SUBCTS103_01410_TODO_19",""
44,"TEXT_SUBCTS103_01410_TODO_20",""
45,"TEXT_SUBCTS103_01410_TODO_21",""
46,"TEXT_SUBCTS103_01410_TODO_22",""
47,"TEXT_SUBCTS103_01410_TODO_23",""
48,"TEXT_SUBCTS103_01410_HUGUBERT_000_000","我有個老朋友告訴了我一件事，<hex:02100103>說要我轉告身手不錯的冒險者……你要聽聽嗎？"
49,"TEXT_SUBCTS103_01410_HUGUBERT_000_001","是關於東薩納蘭的日影地修鍊所的。<hex:02100103>雖然那裡之前因為第七靈災的混亂被廢棄，<hex:02100103>但不久前因為冒險者的活躍表現得到了解放。"
50,"TEXT_SUBCTS103_01410_HUGUBERT_000_002","之後，為了讓它能作為劍鬥士和冒險者的訓練設施對外開放，<hex:02100103>又對那裡重新進行了整修……<hex:02100103>現在好像已經整修結束，開始招募挑戰者了。"
51,"TEXT_SUBCTS103_01410_HUGUBERT_000_003","你如果有興趣的話，可以去找日影地修鍊所的阿爾。<hex:02100103>那個人應該會給你提供些方便，讓你參加的。"
52,"TEXT_SUBCTS103_01410_ARLH_000_000","歡迎來到日影地修鍊所！<hex:02100103>……哦？你是從修古伯特那裡聽說後來的啊。<hex:02100103>這樣啊，那傢伙真的在幫我宣傳啊……"
53,"TEXT_SUBCTS103_01410_ARLH_000_001","那傢伙原本是鬥技場的拳鬥士。<hex:02100103>雖然我想讓他回到鬥技場財團，不過……<hex:02100103>哦，我想要說的不是這些。"
54,"TEXT_SUBCTS103_01410_ARLH_000_002","……不過，你不會就是法法喬尼說的那個冒險者吧？<hex:02100103>我一直想向你道謝呢。"
55,"TEXT_SUBCTS103_01410_ARLH_000_003","我們鬥技場財團之所以能夠再次整修修鍊所，<hex:02100103>讓它發揮真正的作用，<hex:02100103>這都是多虧你將這個地方從魔物手上解放啊。"
56,"TEXT_SUBCTS103_01410_ARLH_000_004","雖然現在外表看上去還是舊舊的，<hex:02100103>而且一部分區域仍殘存著魔獸……<hex:02100103>不過這都交給銅刃團處理就好，不會影響修鍊所的運營。"
57,"TEXT_SUBCTS103_01410_ARLH_000_005","怎麼樣？<hex:02100103>有沒有興趣挑戰一下新的日影地修鍊所？<hex:02100103>我們很歡迎像你這樣的冒險者進行挑戰。"
